label,horizon_months,awarding_agency_code,naics2,type_of_contract_pricing_code,value_quintile,n,mean,parent,shrunk
ceiling_growth_gt25,36,097,33,J,0,7163,0.041742286751361164,0.06730670122015905,0.041848908805311384
ceiling_growth_gt25,36,097,33,J,1,6682,0.03771325950314277,0.06730670122015905,0.037845530547765904
ceiling_growth_gt25,36,097,54,U,2,5042,0.16084886949623164,0.18318114629502144,0.16098096103881124
ceiling_growth_gt25,36,097,23,J,4,4415,0.08221970554926387,0.08034411461227853,0.0822070468927713
ceiling_growth_gt25,36,097,23,J,3,3933,0.09026188660055937,0.08034411461227853,0.09018680884137481
ceiling_growth_gt25,36,097,23,J,1,3795,0.06930171277997364,0.08034411461227853,0.0693883198531682
ceiling_growth_gt25,36,097,23,J,0,3361,0.0749776852127343,0.08034411461227853,0.0750251617335206
ceiling_growth_gt25,36,097,23,J,2,3116,0.084403080872914,0.08034411461227853,0.08436437490094355
ceiling_growth_gt25,36,097,33,J,2,2883,0.06416926812348249,0.06730670122015905,0.06420157948390141
ceiling_growth_gt25,36,097,33,J,4,2565,0.1953216374269006,0.06730670122015905,0.1938416959678631
ceiling_growth_gt25,36,097,33,J,3,2552,0.09130094043887148,0.06730670122015905,0.0910221537709546
ceiling_growth_gt25,36,012,31,J,3,2466,0.0012165450121654502,0.001228131487223951,0.0012166842726829801
ceiling_growth_gt25,36,097,54,U,3,2456,0.13273615635179153,0.18318114629502144,0.13334490522479914
ceiling_growth_gt25,36,097,54,U,4,2377,0.19730753050063105,0.18318114629502144,0.19713146422469907
ceiling_growth_gt25,36,012,31,J,2,2127,0.0018805829807240243,0.001228131487223951,0.0018715085510508662
ceiling_growth_gt25,36,097,54,J,3,2106,0.18566001899335233,0.1861411331256097,0.185666776214311
ceiling_growth_gt25,36,012,31,J,1,2102,0.0014272121788772598,0.001228131487223951,0.0014244108558239767
ceiling_growth_gt25,36,097,54,J,2,1927,0.16865594187856772,0.1861411331256097,0.16892398262328476
ceiling_growth_gt25,36,012,31,J,0,1907,0.0,0.001228131487223951,1.902113816041225e-05
ceiling_growth_gt25,36,097,54,J,4,1816,0.1789647577092511,0.1861411331256097,0.17908138352858521
ceiling_growth_gt25,36,012,31,J,4,1170,0.0017094017094017094,0.001228131487223951,0.0016973699538472653
ceiling_growth_gt25,36,097,54,J,1,1140,0.21052631578947367,0.1861411331256097,0.20990105469552844
ceiling_growth_gt25,36,097,56,J,4,1017,0.1376597836774828,0.1933608026245787,0.13925580141235658
ceiling_growth_gt25,36,036,23,J,1,1005,0.06965174129353234,0.07555722492644074,0.06982291473216737
ceiling_growth_gt25,36,097,56,J,3,969,0.19298245614035087,0.1933608026245787,0.19299381789663397
ceiling_growth_gt25,36,036,23,J,3,924,0.08116883116883117,0.07555722492644074,0.08099236556372455
ceiling_growth_gt25,36,036,23,J,4,901,0.04439511653718091,0.07555722492644074,0.04539926610933751
ceiling_growth_gt25,36,036,23,J,2,900,0.08555555555555555,0.07555722492644074,0.08523302876106799
ceiling_growth_gt25,36,097,54,J,0,886,0.208803611738149,0.1861411331256097,0.20806139082289116
ceiling_growth_gt25,36,080,54,J,2,846,0.08628841607565012,0.10385450826584919,0.08688999457531447
ceiling_growth_gt25,36,097,54,U,1,822,0.2980535279805353,0.18318114629502144,0.2940087258085102
ceiling_growth_gt25,36,036,23,J,0,810,0.1,0.07555722492644074,0.09912704374737288
ceiling_growth_gt25,36,014,23,J,0,694,0.10230547550432277,0.11835078355307219,0.10297033633507206
ceiling_growth_gt25,36,012,23,J,0,636,0.09905660377358491,0.1135918814198167,0.09971134600990166
ceiling_growth_gt25,36,047,23,J,0,575,0.1426086956521739,0.1717540663779256,0.14405392064683928
ceiling_growth_gt25,36,014,23,J,1,571,0.10157618213660245,0.11835078355307219,0.10241351664990377
ceiling_growth_gt25,36,047,23,J,1,503,0.147117296222664,0.1717540663779256,0.14850398122202207
ceiling_growth_gt25,36,097,54,U,0,472,0.413135593220339,0.18318114629502144,0.39939329559532
ceiling_growth_gt25,36,047,23,J,3,462,0.17965367965367965,0.1717540663779256,0.1791719959173532
ceiling_growth_gt25,36,012,23,J,1,449,0.10690423162583519,0.11359188141981669,0.10732308234362109
ceiling_growth_gt25,36,097,56,J,2,436,0.2545871559633027,0.1933608026245787,0.2506455452333419
ceiling_growth_gt25,36,047,23,J,2,418,0.20574162679425836,0.1717540663779256,0.20346567408780752
ceiling_growth_gt25,36,014,23,J,2,404,0.13366336633663367,0.11835078355307219,0.13260489287233218
ceiling_growth_gt25,36,075,54,U,4,396,0.25252525252525254,0.2775819310697977,0.2542898073523332
ceiling_growth_gt25,36,036,54,J,2,369,0.1002710027100271,0.1232604966431843,0.10199953608845998
ceiling_growth_gt25,36,097,56,J,0,362,0.20441988950276244,0.1933608026245787,0.20357353081310553
ceiling_growth_gt25,36,014,23,J,3,361,0.1523545706371191,0.11835078355307219,0.1497455844158367
ceiling_growth_gt25,36,072,54,U,4,356,0.11797752808988764,0.17232170449724915,0.12220116874330951
ceiling_growth_gt25,36,097,56,J,1,352,0.26704545454545453,0.19336080262457866,0.2612587017767994
ceiling_growth_gt25,36,036,54,J,1,331,0.10574018126888217,0.1232604966431843,0.1071961631559433
ceiling_growth_gt25,36,075,54,J,3,325,0.2523076923076923,0.18852731315933166,0.24691780111205622
ceiling_growth_gt25,36,036,54,J,0,314,0.11464968152866242,0.1232604966431843,0.11540062470725444
ceiling_growth_gt25,36,097,54,S,3,308,0.06818181818181818,0.10822919896002485,0.07173631943432172
ceiling_growth_gt25,36,036,62,J,1,306,0.5620915032679739,0.500796058139213,0.5566186956671916
ceiling_growth_gt25,36,097,48,J,4,305,0.21639344262295082,0.16351877945146895,0.21165839815983303
ceiling_growth_gt25,36,075,54,J,4,304,0.14802631578947367,0.18852731315933166,0.15166412992449088
ceiling_growth_gt25,36,097,48,J,3,293,0.13651877133105803,0.16351877945146895,0.13902651202335625
ceiling_growth_gt25,36,097,62,J,3,291,0.0859106529209622,0.14658225151281992,0.09158089578001433
ceiling_growth_gt25,36,097,32,J,0,290,0.04482758620689655,0.07403986105645367,0.04756623697404253
ceiling_growth_gt25,36,097,54,S,4,285,0.12982456140350876,0.10822919896002484,0.12776786021841505
ceiling_growth_gt25,36,097,32,J,1,284,0.02464788732394366,0.07403986105645367,0.029366865706030604
ceiling_growth_gt25,36,012,23,J,2,284,0.13732394366197184,0.11359188141981669,0.13505654918023727
ceiling_growth_gt25,36,097,33,U,4,279,0.34767025089605735,0.30308901548389267,0.3433419756133229
ceiling_growth_gt25,36,075,54,J,0,275,0.12727272727272726,0.18852731315933166,0.1332977685074752
ceiling_growth_gt25,36,069,23,J,0,268,0.16417910447761194,0.1452450689256284,0.16227299351600286
ceiling_growth_gt25,36,069,23,J,4,261,0.13409961685823754,0.1452450689256284,0.13524863253528815
ceiling_growth_gt25,36,069,23,J,3,259,0.10810810810810811,0.1452450689256284,0.11196315594383685
ceiling_growth_gt25,36,036,62,J,0,251,0.5577689243027888,0.500796058139213,0.5516864119009836
ceiling_growth_gt25,36,097,42,J,0,250,0.064,0.04419826718047452,0.06187838576933655
ceiling_growth_gt25,36,097,51,J,3,244,0.12295081967213115,0.1318270112418903,0.12392266546444054
ceiling_growth_gt25,36,014,23,J,4,243,0.12757201646090535,0.1183507835530722,0.12655869416334126
ceiling_growth_gt25,36,047,23,J,4,243,0.21810699588477367,0.1717540663779256,0.21301326736753762
ceiling_growth_gt25,36,097,51,J,4,241,0.13278008298755187,0.1318270112418903,0.13267457689024617
ceiling_growth_gt25,36,036,33,J,0,238,0.08403361344537816,0.06687910255343878,0.08211333237538494
ceiling_growth_gt25,36,069,23,J,1,236,0.17796610169491525,0.1452450689256284,0.17427575965326636
ceiling_growth_gt25,36,070,33,J,0,234,0.3076923076923077,0.28595100764299536,0.30522170541397675
ceiling_growth_gt25,36,097,42,J,1,229,0.021834061135371178,0.044198267180474524,0.024424509712024076
ceiling_growth_gt25,36,097,54,S,2,224,0.09375,0.10822919896002484,0.09546014160945175
ceiling_growth_gt25,36,070,33,J,1,220,0.2409090909090909,0.28595100764299536,0.24631412091715943
ceiling_growth_gt25,36,097,61,J,4,208,0.1346153846153846,0.13534641890950694,0.134707531795316
ceiling_growth_gt25,36,069,23,J,2,208,0.14423076923076922,0.1452450689256284,0.14435862213348258
ceiling_growth_gt25,36,075,54,J,2,200,0.225,0.18852731315933166,0.22024269302078242
ceiling_growth_gt25,36,097,62,J,4,190,0.12105263157894737,0.14658225151281992,0.1245339433881118
ceiling_growth_gt25,36,097,51,J,1,187,0.10695187165775401,0.1318270112418903,0.11039083104726595
ceiling_growth_gt25,36,097,61,J,3,181,0.13812154696132597,0.13534641890950694,0.13772697899187303
ceiling_growth_gt25,36,097,31,J,0,176,0.045454545454545456,0.09105119308515626,0.052094833944440234
ceiling_growth_gt25,36,097,31,J,4,175,0.14285714285714285,0.09105119308515626,0.13527578435392532
ceiling_growth_gt25,36,097,54,B,2,173,0.06936416184971098,0.10911873460462537,0.07523922186275252
ceiling_growth_gt25,36,070,33,J,2,172,0.29651162790697677,0.28595100764299536,0.2949432189568805
ceiling_growth_gt25,36,075,54,S,4,171,0.22807017543859648,0.29555595207129504,0.23814267941362613
ceiling_growth_gt25,36,070,23,J,1,171,0.09941520467836257,0.09060119590641438,0.09809968098105687
ceiling_growth_gt25,36,012,42,J,0,170,0.0,0.0013163699571258386,0.0001974554935688758
ceiling_growth_gt25,36,097,81,J,3,169,0.15976331360946747,0.17252205264326023,0.1616867416045116
ceiling_growth_gt25,36,075,54,U,3,169,0.3136094674556213,0.2775819310697977,0.3081781805632861
ceiling_growth_gt25,36,070,23,J,0,169,0.0650887573964497,0.09060119590641438,0.06893485365423332
ceiling_growth_gt25,36,012,42,J,1,168,0.0,0.0013163699571258386,0.00019944999350391494
ceiling_growth_gt25,36,019,23,J,4,167,0.15568862275449102,0.1337740587854539,0.15235137951047523
ceiling_growth_gt25,36,097,31,J,1,165,0.06060606060606061,0.09105119308515626,0.06528992714130609
ceiling_growth_gt25,36,012,11,J,0,165,0.07272727272727272,0.06596950203199578,0.07168761569723012
ceiling_growth_gt25,36,012,23,J,3,160,0.11875,0.11359188141981669,0.11793556022418158
ceiling_growth_gt25,36,012,42,J,2,159,0.0,0.0013163699571258386,0.0002089476122421966
ceiling_growth_gt25,36,097,32,J,2,159,0.07547169811320754,0.07403986105645367,0.07524442238991327
ceiling_growth_gt25,36,070,54,J,3,157,0.22929936305732485,0.1939147402716898,0.22362268560508392
ceiling_growth_gt25,36,036,33,J,1,156,0.05128205128205128,0.06687910255343878,0.05379770471292023
ceiling_growth_gt25,36,097,48,J,2,150,0.14,0.16351877945146895,0.14391979657524484
ceiling_growth_gt25,36,075,54,J,1,150,0.18666666666666668,0.18852731315933166,0.1869767744154442
ceiling_growth_gt25,36,097,32,J,3,149,0.18791946308724833,0.07403986105645367,0.16883349626644475
ceiling_growth_gt25,36,036,54,J,4,148,0.13513513513513514,0.12326049664318428,0.133133791569076
ceiling_growth_gt25,36,070,23,J,2,144,0.09027777777777778,0.09060119590641438,0.09033353952409442
ceiling_growth_gt25,36,012,42,J,3,143,0.006993006993006993,0.0013163699571258386,0.006008619067709682
ceiling_growth_gt25,36,070,33,J,3,142,0.36619718309859156,0.28595100764299536,0.3522007571470341
ceiling_growth_gt25,36,097,48,J,1,141,0.12056737588652482,0.16351877945146895,0.12810270984528696
ceiling_growth_gt25,36,012,42,J,4,139,0.0,0.0013163699571258386,0.00023367514031819622
ceiling_growth_gt25,36,097,51,J,0,138,0.12318840579710146,0.1318270112418903,0.12473101391224233
ceiling_growth_gt25,36,014,54,J,2,137,0.1678832116788321,0.16160433659099238,0.16675527004628607
ceiling_growth_gt25,36,080,54,J,1,136,0.058823529411764705,0.10385450826584919,0.0669616581203342
ceiling_growth_gt25,36,036,54,J,3,136,0.23529411764705882,0.1232604966431843,0.2150470777065996
ceiling_growth_gt25,36,075,54,U,2,131,0.2366412213740458,0.2775819310697977,0.2442699250440617
ceiling_growth_gt25,36,097,31,J,3,130,0.13846153846153847,0.09105119308515626,0.1295720987034668
ceiling_growth_gt25,36,070,54,J,4,126,0.14285714285714285,0.1939147402716898,0.1526759115907096
ceiling_growth_gt25,36,012,11,J,1,124,0.056451612903225805,0.06596950203199578,0.058305747149090086
ceiling_growth_gt25,36,097,31,J,2,123,0.07317073170731707,0.09105119308515626,0.07667670452650123
ceiling_growth_gt25,36,097,81,J,0,120,0.20833333333333334,0.17252205264326023,0.2011710771953187
ceiling_growth_gt25,36,070,23,J,3,119,0.14285714285714285,0.09060119590641438,0.13233581125632504
ceiling_growth_gt25,36,075,54,S,3,115,0.4260869565217391,0.29555595207129504,0.39908054180785413
ceiling_growth_gt25,36,097,72,J,4,115,0.17391304347826086,0.17798721760606404,0.17475597605642704
ceiling_growth_gt25,36,097,81,J,1,114,0.12280701754385964,0.17252205264326023,0.13316431652290142
ceiling_growth_gt25,36,097,81,J,4,112,0.1875,0.17252205264326023,0.18433564492463245
ceiling_growth_gt25,36,097,51,J,2,109,0.2018348623853211,0.1318270112418903,0.1867252542248684
ceiling_growth_gt25,36,097,33,V,4,109,0.4036697247706422,0.3379047204861591,0.3894758389538473
ceiling_growth_gt25,36,036,56,J,3,109,0.2018348623853211,0.22934946153639768,0.20777326507979807
ceiling_growth_gt25,36,097,33,U,3,107,0.22429906542056074,0.30308901548389267,0.2415523391570568
ceiling_growth_gt25,36,097,49,J,4,107,0.1308411214953271,0.18478941159968387,0.1426546156787629
ceiling_growth_gt25,36,036,62,J,2,106,0.5188679245283019,0.500796058139213,0.5148814834130617
ceiling_growth_gt25,36,014,54,J,0,106,0.18867924528301888,0.16160433659099238,0.1827068389538954
ceiling_growth_gt25,36,097,48,J,0,104,0.17307692307692307,0.16351877945146895,0.17093704017570202
ceiling_growth_gt25,36,072,48,J,3,104,0.019230769230769232,0.017014170304437914,0.01873451573979953
ceiling_growth_gt25,36,036,56,J,0,103,0.23300970873786409,0.22934946153639763,0.23218408906836036
ceiling_growth_gt25,36,070,54,J,2,102,0.22549019607843138,0.1939147402716898,0.21831395612235374
ceiling_growth_gt25,36,097,33,L,4,102,0.5294117647058824,0.4278663372461136,0.5063332584650257
ceiling_growth_gt25,36,1601,61,V,4,101,0.5544554455445545,0.577203054790512,0.5596648217077509
ceiling_growth_gt25,36,036,62,J,3,100,0.4,0.500796058139213,0.42326062880135684
ceiling_growth_gt25,36,080,54,J,3,99,0.18181818181818182,0.10385450826584919,0.1636870949455463
ceiling_growth_gt25,36,013,54,J,0,98,0.09183673469387756,0.14532563291178816,0.10437319521370035
ceiling_growth_gt25,36,097,42,J,3,96,0.020833333333333332,0.04419826718047452,0.0263964128207479
ceiling_growth_gt25,36,014,54,J,1,95,0.16842105263157894,0.16160433659099238,0.16678504078183817
ceiling_growth_gt25,36,014,54,J,3,94,0.1276595744680851,0.16160433659099238,0.13587201691717554
ceiling_growth_gt25,36,070,33,J,4,92,0.1956521739130435,0.28595100764299536,0.21785680515811362
ceiling_growth_gt25,36,097,54,S,1,92,0.15217391304347827,0.10822919896002484,0.14136783580984216
ceiling_growth_gt25,36,014,54,U,2,92,0.18478260869565216,0.14017070450784863,0.17381246832160213
ceiling_growth_gt25,36,080,54,U,4,91,0.13186813186813187,0.19202648295269725,0.1467834255254621
ceiling_growth_gt25,36,036,61,J,1,91,0.6703296703296703,0.5441046541631258,0.6390342117759815
ceiling_growth_gt25,36,014,54,U,3,91,0.08791208791208792,0.14017070450784863,0.10086876971268974
ceiling_growth_gt25,36,097,32,J,4,91,0.13186813186813187,0.07403986105645367,0.11753054406358356
ceiling_growth_gt25,36,036,56,J,1,90,0.2777777777777778,0.22934946153639765,0.26567069871743276
ceiling_growth_gt25,36,072,48,J,2,89,0.011235955056179775,0.017014170304437914,0.012692647975908716
ceiling_growth_gt25,36,097,81,J,2,89,0.19101123595505617,0.17252205264326023,0.18635009730502358
ceiling_growth_gt25,36,050,54,Y,0,87,0.22988505747126436,0.2249358086913405,0.22861601932256592
ceiling_growth_gt25,36,020,54,J,3,83,0.24096385542168675,0.16976615808407203,0.2220618118807271
ceiling_growth_gt25,36,075,54,Y,4,83,0.08433734939759036,0.22999555070134847,0.12300766832779163
ceiling_growth_gt25,36,036,62,J,4,83,0.20481927710843373,0.500796058139213,0.28339718357678223
ceiling_growth_gt25,36,069,54,J,0,82,0.3170731707317073,0.2600901878284196,0.3018098717397552
ceiling_growth_gt25,36,097,72,J,0,82,0.12195121951219512,0.17798721760606404,0.13696086185876716
ceiling_growth_gt25,36,070,56,J,4,82,0.18292682926829268,0.27918447865163604,0.20871012821025964
ceiling_growth_gt25,36,036,33,J,3,82,0.08536585365853659,0.06687910255343878,0.08041404532681397
ceiling_growth_gt25,36,097,61,J,2,79,0.189873417721519,0.13534641890950694,0.1748659868558276
ceiling_growth_gt25,36,015,23,J,0,79,0.10126582278481013,0.08728630981542977,0.09741825040791645
ceiling_growth_gt25,36,070,54,J,1,78,0.16666666666666666,0.1939147402716898,0.17423557600139533
ceiling_growth_gt25,36,019,23,J,1,77,0.1038961038961039,0.1337740587854539,0.1122731005940525
ceiling_growth_gt25,36,097,49,J,3,76,0.18421052631578946,0.18478941159968387,0.18437436177349542
ceiling_growth_gt25,36,014,33,J,0,75,0.02666666666666667,0.04150674150403927,0.030906688048773123
ceiling_growth_gt25,36,097,61,J,1,75,0.09333333333333334,0.13534641890950694,0.10533707206938295
ceiling_growth_gt25,36,047,54,J,0,75,0.28,0.300074051206218,0.2857354432017766
ceiling_growth_gt25,36,080,54,J,0,74,0.2702702702702703,0.10385450826584919,0.22226572353822574
ceiling_growth_gt25,36,015,23,J,1,74,0.10810810810810811,0.08728630981542977,0.10210182013906628
ceiling_growth_gt25,36,097,56,U,4,73,0.3150684931506849,0.3662795701417236,0.32998434081797773
ceiling_growth_gt25,36,097,62,J,0,73,0.273972602739726,0.14658225151281992,0.23686861694548153
ceiling_growth_gt25,36,019,23,J,0,72,0.16666666666666666,0.1337740587854539,0.15699237023101587
ceiling_growth_gt25,36,070,23,J,4,72,0.041666666666666664,0.09060119590641438,0.05605917526659246
ceiling_growth_gt25,36,015,23,J,3,72,0.027777777777777776,0.08728630981542977,0.0452802872006166
ceiling_growth_gt25,36,075,32,J,4,71,0.22535211267605634,0.17747925334055384,0.2111324514872932
ceiling_growth_gt25,36,072,48,J,1,70,0.014285714285714285,0.017014170304437914,0.015104251091331374
ceiling_growth_gt25,36,097,61,J,0,70,0.11428571428571428,0.13534641890950694,0.1206039256728521
ceiling_growth_gt25,36,080,23,J,4,69,0.2028985507246377,0.22241117818469208,0.20881146813677537
ceiling_growth_gt25,36,020,54,J,4,69,0.11594202898550725,0.16976615808407203,0.13225237113658747
ceiling_growth_gt25,36,086,54,J,4,69,0.10144927536231885,0.1704726404447099,0.12236544659940704
ceiling_growth_gt25,36,012,11,J,2,69,0.043478260869565216,0.06596950203199578,0.050293788494544175
ceiling_growth_gt25,36,097,42,J,2,68,0.058823529411764705,0.04419826718047452,0.05434640832055342
ceiling_growth_gt25,36,070,54,U,2,68,0.07352941176470588,0.16217911463661366,0.10066707590916744
ceiling_growth_gt25,36,070,54,U,4,68,0.16176470588235295,0.16217911463661366,0.1618915657050858
ceiling_growth_gt25,36,012,54,J,0,68,0.22058823529411764,0.2647298520447665,0.23410097511574485
ceiling_growth_gt25,36,072,48,J,0,67,0.029850746268656716,0.017014170304437914,0.025880671228176673
ceiling_growth_gt25,36,019,23,J,3,66,0.10606060606060606,0.1337740587854539,0.11472106003712101
ceiling_growth_gt25,36,036,33,J,2,65,0.03076923076923077,0.06687910255343878,0.042172348174770134
ceiling_growth_gt25,36,072,54,J,0,65,0.36923076923076925,0.3462641333519141,0.36197814737428863
ceiling_growth_gt25,36,097,62,J,2,65,0.2923076923076923,0.14658225151281992,0.24628913205667996
ceiling_growth_gt25,36,036,81,J,3,64,0.1875,0.22896930574043017,0.2007348848107756
ceiling_growth_gt25,36,012,23,J,4,64,0.1875,0.11359188141981669,0.16391230258079256
ceiling_growth_gt25,36,097,53,J,1,64,0.234375,0.1900939708418208,0.22024275665164494
ceiling_growth_gt25,36,097,54,S,0,63,0.15873015873015872,0.10822919896002484,0.1424395265462446
ceiling_growth_gt25,36,012,31,K,1,63,0.0,0.00016657134397017126,5.373269160328105e-05
ceiling_growth_gt25,36,014,11,J,0,63,0.15873015873015872,0.14444995285744186,0.15412364070670168
ceiling_growth_gt25,36,036,56,J,2,62,0.14516129032258066,0.22934946153639765,0.17261395484882533
ceiling_growth_gt25,36,070,54,U,3,62,0.22580645161290322,0.16217911463661366,0.20505840694672184
ceiling_growth_gt25,36,019,23,J,2,61,0.09836065573770492,0.1337740587854539,0.11003540399520459
ceiling_growth_gt25,36,097,42,J,4,61,0.06557377049180328,0.04419826718047452,0.0585269012682883
ceiling_growth_gt25,36,075,54,S,2,60,0.35,0.29555595207129504,0.33185198402376503
ceiling_growth_gt25,36,014,33,J,1,60,0.03333333333333333,0.04150674150403926,0.03605780272356864
ceiling_growth_gt25,36,1601,61,U,4,60,0.6666666666666666,0.6454003683504321,0.6595779005612551
ceiling_growth_gt25,36,020,54,J,2,59,0.23728813559322035,0.16976615808407203,0.2145279184553052
ceiling_growth_gt25,36,086,54,J,3,59,0.15254237288135594,0.17047264044470986,0.1585862832959696
ceiling_growth_gt25,36,097,53,J,0,59,0.2033898305084746,0.1900939708418208,0.19890808005904073
ceiling_growth_gt25,36,075,33,J,1,59,0.05084745762711865,0.07225137091856815,0.058062259860191506
ceiling_growth_gt25,36,097,54,V,4,58,0.3103448275862069,0.27069848253132844,0.2968290281356802
ceiling_growth_gt25,36,097,54,B,3,58,0.13793103448275862,0.10911873460462537,0.1281086595243041
ceiling_growth_gt25,36,097,53,J,3,57,0.21052631578947367,0.1900939708418208,0.20348067960062788
ceiling_growth_gt25,36,020,54,J,1,57,0.10526315789473684,0.16976615808407203,0.1275055717531283
ceiling_growth_gt25,36,075,33,J,0,57,0.05263157894736842,0.07225137091856815,0.05939702445467867
ceiling_growth_gt25,36,070,54,J,0,57,0.19298245614035087,0.1939147402716898,0.1933039334270195
ceiling_growth_gt25,36,070,56,J,3,56,0.2857142857142857,0.27918447865163604,0.28343644604126833
ceiling_growth_gt25,36,069,54,J,2,56,0.07142857142857142,0.2600901878284196,0.13724076319596032
ceiling_growth_gt25,36,097,62,J,1,56,0.21428571428571427,0.14658225151281992,0.1906682272719139
ceiling_growth_gt25,36,097,22,J,0,56,0.125,0.19100627848879084,0.1480254459844619
ceiling_growth_gt25,36,069,54,J,1,55,0.34545454545454546,0.2600901878284196,0.31532594864532454
ceiling_growth_gt25,36,047,54,J,3,55,0.32727272727272727,0.300074051206218,0.31767319454337106
ceiling_growth_gt25,36,036,56,J,4,54,0.2962962962962963,0.22934946153639768,0.27238671245347534
ceiling_growth_gt25,36,097,72,J,3,54,0.2777777777777778,0.17798721760606404,0.24213829200216572
ceiling_growth_gt25,36,036,81,J,0,52,0.34615384615384615,0.22896930574043017,0.3032814533196696
ceiling_growth_gt25,36,097,33,U,2,52,0.3076923076923077,0.30308901548389267,0.3060081763965461
ceiling_growth_gt25,36,075,23,J,1,52,0.3076923076923077,0.22231342468083665,0.2764561309807939
ceiling_growth_gt25,36,075,23,J,0,51,0.1568627450980392,0.22231342468083667,0.18110373753611236
ceiling_growth_gt25,36,014,11,J,1,50,0.16,0.14444995285744186,0.15416873232154069
ceiling_growth_gt25,36,013,33,J,0,50,0.1,0.16545711771523244,0.12454641914321216
ceiling_growth_gt25,36,047,54,J,1,49,0.3877551020408163,0.300074051206218,0.35445850045805744
ceiling_growth_gt25,36,012,54,J,1,49,0.3673469387755102,0.2647298520447665,0.32837842482712654
ceiling_growth_gt25,36,091,54,J,4,49,0.14285714285714285,0.1139728354585682,0.1318884185285702
ceiling_growth_gt25,36,080,23,J,3,49,0.1836734693877551,0.22241117818469208,0.19838399171570587
ceiling_growth_gt25,36,015,54,Y,0,49,0.4489795918367347,0.372326334692252,0.41987076000971596
ceiling_growth_gt25,36,036,81,J,1,49,0.1836734693877551,0.22896930574043017,0.2008744199014292
ceiling_growth_gt25,36,075,54,R,4,48,0.22916666666666666,0.26214852382479353,0.2418519963428693
ceiling_growth_gt25,36,015,23,J,2,48,0.08333333333333333,0.08728630981542977,0.08485370890337042
ceiling_growth_gt25,36,036,61,J,0,47,0.5957446808510638,0.5441046541631258,0.5756251899336853
ceiling_growth_gt25,36,075,54,S,1,47,0.2553191489361702,0.29555595207129504,0.27099582548232276
ceiling_growth_gt25,36,013,33,J,2,47,0.14893617021276595,0.16545711771523244,0.1553729030059347
ceiling_growth_gt25,36,097,53,J,2,47,0.10638297872340426,0.19009397084182078,0.13899765097733277
ceiling_growth_gt25,36,012,11,J,3,46,0.10869565217391304,0.06596950203199578,0.09183006659157728
ceiling_growth_gt25,36,097,22,J,4,46,0.21739130434782608,0.19100627848879084,0.20697616256136478
ceiling_growth_gt25,36,036,42,J,0,46,0.0,0.03382880765899094,0.013353476707496422
ceiling_growth_gt25,36,013,33,J,1,46,0.21739130434782608,0.16545711771523244,0.1968909675191707
ceiling_growth_gt25,36,075,92,S,3,46,0.10869565217391304,0.1482799609046753,0.12432103719921395
ceiling_growth_gt25,36,075,92,J,1,45,0.4444444444444444,0.39451330659572625,0.42447198930495716
ceiling_growth_gt25,36,047,33,J,1,45,0.08888888888888889,0.060219718603641684,0.07742122077479001
ceiling_growth_gt25,36,075,54,Y,3,45,0.24444444444444444,0.2299955507013485,0.23866488694720606
ceiling_growth_gt25,36,097,54,Y,4,45,0.28888888888888886,0.32003984054890755,0.3013492695528963
ceiling_growth_gt25,36,012,54,J,3,45,0.26666666666666666,0.2647298520447665,0.2658919408179066
ceiling_growth_gt25,36,072,54,J,4,45,0.35555555555555557,0.3462641333519141,0.35183898667409896
ceiling_growth_gt25,36,080,54,J,4,44,0.11363636363636363,0.1038545082658492,0.1096707465942632
ceiling_growth_gt25,36,036,33,J,4,44,0.045454545454545456,0.06687910255343878,0.054140176710853555
ceiling_growth_gt25,36,068,54,J,0,44,0.22727272727272727,0.1727360406913796,0.2051632597397485
ceiling_growth_gt25,36,047,56,J,0,44,0.4090909090909091,0.35587704579719104,0.3875177212691315
ceiling_growth_gt25,36,047,54,J,4,44,0.20454545454545456,0.300074051206218,0.2432732640025208
ceiling_growth_gt25,36,080,33,J,1,44,0.18181818181818182,0.16403255549180648,0.17460779276694857
ceiling_growth_gt25,36,075,56,J,3,44,0.18181818181818182,0.24430178040208173,0.2071493704332764
ceiling_growth_gt25,36,091,54,J,2,44,0.045454545454545456,0.1139728354585682,0.07323223059131144
ceiling_growth_gt25,36,075,54,U,1,43,0.37209302325581395,0.2775819310697977,0.33325284838484837
ceiling_growth_gt25,36,097,72,J,1,43,0.16279069767441862,0.17798721760606404,0.16903584285180714
ceiling_growth_gt25,36,013,54,J,3,43,0.27906976744186046,0.14532563291178816,0.22410642448429652
ceiling_growth_gt25,36,019,33,J,0,43,0.09302325581395349,0.08392145390830881,0.08928278927738718
ceiling_growth_gt25,36,075,23,J,3,43,0.2558139534883721,0.22231342468083665,0.2420466128825356
ceiling_growth_gt25,36,089,23,J,3,42,0.16666666666666666,0.12698123383737975,0.1501310696544638
ceiling_growth_gt25,36,072,48,J,4,42,0.0,0.017014170304437914,0.007089237626849131
ceiling_growth_gt25,36,097,72,J,2,42,0.19047619047619047,0.17798721760606404,0.18527245178030446
ceiling_growth_gt25,36,047,33,J,0,41,0.04878048780487805,0.06021971860364168,0.05361396560717254
ceiling_growth_gt25,36,036,51,J,0,41,0.24390243902439024,0.15201790821230582,0.20507798938548136
ceiling_growth_gt25,36,069,54,U,2,41,0.04878048780487805,0.21003527901048266,0.11691631507485181
