label,horizon_months,awarding_agency_code,naics2,type_of_contract_pricing_code,value_quintile,n,mean,parent,shrunk
ceiling_growth_gt25,36,070,54,Z,4,15,0.06666666666666667,0.19787111810767238,0.1541363009606705
ceiling_growth_gt25,36,013,54,Y,4,15,0.0,0.15595264799100136,0.10396843199400091
ceiling_growth_gt25,36,097,54,Y,2,15,0.4666666666666667,0.32003984054890755,0.3689154492548272
ceiling_growth_gt25,36,015,22,J,3,15,0.0,0.039626249300726286,0.026417499533817522
ceiling_growth_gt25,36,070,54,Z,3,15,0.3333333333333333,0.19787111810767238,0.24302518984955937
ceiling_growth_gt25,36,075,51,J,2,15,0.26666666666666666,0.2432010895178992,0.25102294856748836
ceiling_growth_gt25,36,097,71,J,0,15,0.0,0.05804791221675636,0.038698608144504244
ceiling_growth_gt25,36,070,51,J,0,14,0.07142857142857142,0.15661113613972955,0.12950759282254287
ceiling_growth_gt25,36,020,51,J,0,14,0.14285714285714285,0.09558340615407691,0.11062504965050697
ceiling_growth_gt25,36,070,54,S,1,14,0.07142857142857142,0.20260935205597314,0.16087001276543622
ceiling_growth_gt25,36,020,33,J,3,14,0.0,0.04497385820495787,0.03066399423065309
ceiling_growth_gt25,36,012,56,J,3,14,0.21428571428571427,0.2878493993415951,0.26444277227836027
ceiling_growth_gt25,36,1601,54,Y,3,14,0.42857142857142855,0.34469075467716126,0.3713800600071554
ceiling_growth_gt25,36,070,51,J,2,14,0.2857142857142857,0.15661113613972955,0.19768941100436105
ceiling_growth_gt25,36,019,51,J,1,14,0.42857142857142855,0.41180904148083436,0.417142528282387
ceiling_growth_gt25,36,069,56,J,1,14,0.5,0.3796099284090007,0.4179158602788641
ceiling_growth_gt25,36,075,92,S,2,14,0.21428571428571427,0.1482799609046753,0.16928179152591497
ceiling_growth_gt25,36,089,33,J,1,14,0.07142857142857142,0.05902071391519385,0.06296866857854126
ceiling_growth_gt25,36,069,54,U,4,14,0.5714285714285714,0.21003527901048266,0.3250240538707836
ceiling_growth_gt25,36,1601,54,Z,4,14,0.42857142857142855,0.3010590135787864,0.34163114562189983
ceiling_growth_gt25,36,014,54,U,0,14,0.2857142857142857,0.14017070450784863,0.1864800258008059
ceiling_growth_gt25,36,075,56,J,0,14,0.42857142857142855,0.24430178040208173,0.30293303209232847
ceiling_growth_gt25,36,089,54,J,0,14,0.14285714285714285,0.22425970548891608,0.19835889010607916
ceiling_growth_gt25,36,070,54,U,0,14,0.21428571428571427,0.16217911463661366,0.1787584872522366
ceiling_growth_gt25,36,045,81,J,2,14,1.0,0.9682788590804805,0.9783719493730548
ceiling_growth_gt25,36,073,54,J,0,14,0.7142857142857143,0.3591678097123082,0.47215987025839196
ceiling_growth_gt25,36,014,56,J,2,14,0.14285714285714285,0.20964675686468656,0.18839551604410446
ceiling_growth_gt25,36,050,54,J,4,14,0.14285714285714285,0.20102439391569052,0.18251663221524356
ceiling_growth_gt25,36,097,92,J,4,14,0.2857142857142857,0.21276926663089038,0.23597904543015255
ceiling_growth_gt25,36,019,42,J,3,14,0.14285714285714285,0.14150606484106648,0.14193595330072714
ceiling_growth_gt25,36,089,54,U,4,14,0.07142857142857142,0.2395490227582755,0.1860561518806424
ceiling_growth_gt25,36,070,54,S,3,14,0.21428571428571427,0.20260935205597314,0.20632455821998166
ceiling_growth_gt25,36,014,21,J,0,14,0.0,0.0749852952847279,0.05112633769413266
ceiling_growth_gt25,36,070,54,S,2,14,0.07142857142857142,0.20260935205597314,0.16087001276543622
ceiling_growth_gt25,36,075,62,J,3,14,0.35714285714285715,0.3376721088486033,0.34386734694222953
ceiling_growth_gt25,36,073,54,J,3,13,0.07692307692307693,0.3591678097123082,0.273838006776029
ceiling_growth_gt25,36,072,54,S,4,13,0.15384615384615385,0.3124874120861291,0.2645261014554389
ceiling_growth_gt25,36,020,54,Z,3,13,0.5384615384615384,0.22769196355785468,0.3216455559705963
ceiling_growth_gt25,36,097,54,Z,3,13,0.3076923076923077,0.31862237780656477,0.3153179380045801
ceiling_growth_gt25,36,091,54,J,0,13,0.15384615384615385,0.1139728354585682,0.1260275596222569
ceiling_growth_gt25,36,097,81,U,3,13,0.15384615384615385,0.21193879726618278,0.19437590506942984
ceiling_growth_gt25,36,020,51,J,1,13,0.15384615384615385,0.09558340615407691,0.11319772522377458
ceiling_growth_gt25,36,014,54,Z,4,13,0.0,0.17812429835200433,0.12427276629209603
ceiling_growth_gt25,36,070,56,J,0,13,0.23076923076923078,0.27918447865163604,0.2645473106871879
ceiling_growth_gt25,36,075,92,J,4,13,0.23076923076923078,0.39451330659572625,0.3450092836714369
ceiling_growth_gt25,36,075,54,U,0,13,0.7692307692307693,0.2775819310697977,0.4262199519091612
ceiling_growth_gt25,36,097,52,J,3,13,0.15384615384615385,0.12545670932826156,0.13403956464762434
ceiling_growth_gt25,36,075,56,J,2,13,0.23076923076923078,0.24430178040208173,0.24021054446656864
ceiling_growth_gt25,36,1601,61,Y,4,13,0.15384615384615385,0.47957525180943017,0.38109901289030007
ceiling_growth_gt25,36,019,56,Y,4,13,0.3076923076923077,0.4769647383034749,0.42578935230474996
ceiling_growth_gt25,36,069,54,S,0,13,0.07692307692307693,0.1436865689946435,0.12350225743812336
ceiling_growth_gt25,36,015,54,Z,3,13,0.23076923076923078,0.3041569463318315,0.2819699625570917
ceiling_growth_gt25,36,015,33,J,4,13,0.07692307692307693,0.05129926110685479,0.05904599612106148
ceiling_growth_gt25,36,1601,54,Z,3,13,0.3076923076923077,0.3010590135787864,0.30306442807822304
ceiling_growth_gt25,36,070,54,S,0,13,0.15384615384615385,0.20260935205597314,0.18786698980649286
ceiling_growth_gt25,36,097,21,J,0,13,0.07692307692307693,0.06322355534123499,0.06736527116830347
ceiling_growth_gt25,36,097,52,J,2,13,0.15384615384615385,0.12545670932826156,0.13403956464762434
ceiling_growth_gt25,36,013,33,J,4,13,0.15384615384615385,0.16545711771523244,0.16194682631295285
ceiling_growth_gt25,36,086,54,J,0,13,0.3076923076923077,0.1704726404447099,0.21195765612421621
ceiling_growth_gt25,36,080,23,J,0,13,0.23076923076923078,0.22241117818469208,0.22493803129164563
ceiling_growth_gt25,36,036,48,J,2,13,0.6923076923076923,0.47291863223843694,0.5392455573756537
ceiling_growth_gt25,36,075,54,Y,0,13,0.38461538461538464,0.22999555070134844,0.27674108188466173
ceiling_growth_gt25,36,012,21,J,0,13,0.07692307692307693,0.04511951674979885,0.054734546569627104
ceiling_growth_gt25,36,019,72,J,1,13,0.15384615384615385,0.25584897070763535,0.22501090979602464
ceiling_growth_gt25,36,069,54,S,2,12,0.0,0.1436865689946435,0.1026332635676025
ceiling_growth_gt25,36,075,62,S,0,12,0.5,0.4022411342147653,0.4301722387248324
ceiling_growth_gt25,36,015,51,J,4,12,0.16666666666666666,0.26185621139328513,0.2346591986142513
ceiling_growth_gt25,36,015,54,Z,1,12,0.5,0.3041569463318315,0.3601121045227368
ceiling_growth_gt25,36,072,54,U,2,12,0.6666666666666666,0.17232170449724915,0.3135631222599399
ceiling_growth_gt25,36,075,54,Z,2,12,0.25,0.24834009262919113,0.24881435187799367
ceiling_growth_gt25,36,013,48,J,4,12,0.0,0.12562631046385636,0.08973307890275455
ceiling_growth_gt25,36,075,62,J,4,12,0.08333333333333333,0.33767210884860327,0.2650038872728119
ceiling_growth_gt25,36,020,33,J,4,12,0.0,0.04497385820495787,0.03212418443211276
ceiling_growth_gt25,36,070,54,S,4,12,0.5833333333333334,0.20260935205597316,0.3113876324209332
ceiling_growth_gt25,36,072,81,J,0,12,0.3333333333333333,0.3398266751825348,0.3379714346541915
ceiling_growth_gt25,36,070,81,J,3,12,0.25,0.20716170131960618,0.21940121522829015
ceiling_growth_gt25,36,097,71,J,1,12,0.0,0.05804791221675636,0.04146279444054026
ceiling_growth_gt25,36,014,48,J,1,12,0.25,0.2892169029649322,0.27801207354638013
ceiling_growth_gt25,36,075,81,J,3,12,0.08333333333333333,0.12395538054025795,0.11234908133827949
ceiling_growth_gt25,36,075,61,J,1,12,0.25,0.1436842909498653,0.17406020782133233
ceiling_growth_gt25,36,036,22,K,2,12,0.0,0.02774165908596043,0.019815470775686024
ceiling_growth_gt25,36,070,54,Y,1,12,0.25,0.20448620940029105,0.21749014957163645
ceiling_growth_gt25,36,097,71,J,3,12,0.08333333333333333,0.05804791221675636,0.06527231825006406
ceiling_growth_gt25,36,068,56,J,3,12,0.08333333333333333,0.1619195120418267,0.13946631812511429
ceiling_growth_gt25,36,036,42,J,2,12,0.0,0.03382880765899094,0.024163434042136382
ceiling_growth_gt25,36,070,23,U,4,12,0.16666666666666666,0.11604388366719391,0.13050753595275758
ceiling_growth_gt25,36,069,54,B,2,12,0.0,0.1988389993109432,0.14202785665067372
ceiling_growth_gt25,36,036,22,K,0,12,0.0,0.02774165908596043,0.019815470775686024
ceiling_growth_gt25,36,019,56,J,2,12,0.16666666666666666,0.47540127993677456,0.38719139043102946
ceiling_growth_gt25,36,015,56,J,4,12,0.25,0.27357754386818034,0.26684110276298595
ceiling_growth_gt25,36,075,61,J,4,12,0.08333333333333333,0.1436842909498653,0.1264411602022847
ceiling_growth_gt25,36,097,49,U,4,11,0.45454545454545453,0.25496075524559436,0.3085078696918983
ceiling_growth_gt25,36,019,51,J,0,11,0.6363636363636364,0.4118090414808344,0.4720553962054886
ceiling_growth_gt25,36,524,54,Y,3,11,0.0,0.04769451053070139,0.0348984223395376
ceiling_growth_gt25,36,097,49,L,4,11,0.18181818181818182,0.18800857854426745,0.18634774039824448
ceiling_growth_gt25,36,091,61,J,3,11,0.36363636363636365,0.16185515819955676,0.2159915791704074
ceiling_growth_gt25,36,014,54,Y,3,11,0.18181818181818182,0.17544589094504226,0.17715552995978703
ceiling_growth_gt25,36,036,53,J,0,11,0.0,0.13116962705437338,0.09597777589344393
ceiling_growth_gt25,36,069,54,S,1,11,0.0,0.1436865689946435,0.10513651389851962
ceiling_growth_gt25,36,019,52,J,3,11,0.36363636363636365,0.28122909660178,0.30333836336715614
ceiling_growth_gt25,36,097,49,J,0,11,0.09090909090909091,0.18478941159968387,0.15960200848757355
ceiling_growth_gt25,36,069,54,U,3,11,0.2727272727272727,0.21003527901048266,0.22685508220279216
ceiling_growth_gt25,36,014,22,J,2,11,0.0,0.20897863082658902,0.15291119328774808
ceiling_growth_gt25,36,013,48,J,3,11,0.18181818181818182,0.12562631046385636,0.14070217838818758
ceiling_growth_gt25,36,020,56,J,1,11,0.45454545454545453,0.24030744884363528,0.2977859381782697
ceiling_growth_gt25,36,024,54,J,4,11,0.0,0.10003190462260242,0.07319407655312372
ceiling_growth_gt25,36,072,54,R,4,11,0.0,0.1681364794584256,0.12302669228665289
ceiling_growth_gt25,36,013,56,J,3,11,0.36363636363636365,0.2130220375469489,0.25343075918069435
ceiling_growth_gt25,36,070,61,J,0,11,0.0,0.10973571700804009,0.08029442707905372
ceiling_growth_gt25,36,013,51,J,0,11,0.36363636363636365,0.21147533131021642,0.25229902290991446
ceiling_growth_gt25,36,072,61,U,4,11,0.0,0.15035242878920585,0.11001397228478477
ceiling_growth_gt25,36,069,54,Y,3,11,0.18181818181818182,0.34483446554107194,0.30109838942029654
ceiling_growth_gt25,36,036,22,J,1,11,0.36363636363636365,0.1723689561067095,0.2236846020292996
ceiling_growth_gt25,36,089,33,J,4,11,0.09090909090909091,0.05902071391519384,0.06757613213306866
ceiling_growth_gt25,36,072,56,U,4,11,0.09090909090909091,0.16266271235236351,0.14341174074563184
ceiling_growth_gt25,36,036,32,J,4,11,0.2727272727272727,0.23630542130862253,0.24607713754289454
ceiling_growth_gt25,36,097,44,J,1,11,0.09090909090909091,0.069727981069862,0.07541071785599658
ceiling_growth_gt25,36,072,54,Z,0,11,0.45454545454545453,0.29532808112262504,0.3380449374067988
ceiling_growth_gt25,36,097,54,Y,0,11,0.45454545454545453,0.32003984054890755,0.35612671259676165
ceiling_growth_gt25,36,080,54,S,3,11,0.36363636363636365,0.22870610404263525,0.2649069053970502
ceiling_growth_gt25,36,014,42,J,0,11,0.09090909090909091,0.10871212550938264,0.1039357015922312
ceiling_growth_gt25,36,097,92,J,2,11,0.2727272727272727,0.21276926663089038,0.228855560949432
ceiling_growth_gt25,36,097,33,K,0,11,0.09090909090909091,0.12256013516145918,0.1140683915815555
ceiling_growth_gt25,36,075,61,J,2,11,0.18181818181818182,0.1436842909498653,0.15391533484136483
ceiling_growth_gt25,36,097,92,K,4,11,0.45454545454545453,0.5725695342546697,0.5409045372595144
ceiling_growth_gt25,36,073,54,J,1,11,0.6363636363636364,0.3591678097123082,0.4335374217407133
ceiling_growth_gt25,36,012,56,J,1,11,0.36363636363636365,0.2878493993415951,0.30818248732311837
ceiling_growth_gt25,36,036,48,J,4,11,0.2727272727272727,0.4729186322384369,0.41920875529641727
ceiling_growth_gt25,36,097,21,J,3,11,0.09090909090909091,0.06322355534123499,0.07065138195700121
ceiling_growth_gt25,36,080,33,R,4,11,0.9090909090909091,0.39791252272892375,0.5350579434601881
ceiling_growth_gt25,36,514,51,J,1,11,0.5454545454545454,0.44781661264939143,0.47401215559711574
ceiling_growth_gt25,36,019,54,Z,3,11,0.6363636363636364,0.55579380521595,0.5774101013775244
ceiling_growth_gt25,36,080,54,S,4,11,0.18181818181818182,0.22870610404263525,0.21612641759217216
ceiling_growth_gt25,36,075,81,J,0,11,0.18181818181818182,0.12395538054025795,0.1394795467367741
ceiling_growth_gt25,36,072,54,U,0,11,0.0,0.17232170449724915,0.12608905207115792
ceiling_growth_gt25,36,012,33,J,2,10,0.0,0.0783034421857272,0.0587275816392954
ceiling_growth_gt25,36,015,51,J,0,10,0.4,0.26185621139328513,0.29639215854496387
ceiling_growth_gt25,36,075,32,J,0,10,0.0,0.17747925334055384,0.13310944000541539
ceiling_growth_gt25,36,072,23,J,3,10,0.2,0.21044087766047775,0.20783065824535832
ceiling_growth_gt25,36,071,54,Y,0,10,0.6,0.4383675377968367,0.47877565334762745
ceiling_growth_gt25,36,069,54,Y,4,10,0.4,0.34483446554107194,0.358625849155804
ceiling_growth_gt25,36,068,33,J,1,10,0.1,0.0811091574373347,0.08583186807800103
ceiling_growth_gt25,36,097,71,J,2,10,0.0,0.058047912216756356,0.04353593416256727
ceiling_growth_gt25,36,019,42,J,2,10,0.1,0.14150606484106648,0.13112954863079987
ceiling_growth_gt25,36,1601,54,Y,4,10,0.4,0.34469075467716126,0.35851806600787095
ceiling_growth_gt25,36,080,56,J,4,10,0.0,0.06252886629416471,0.04689664972062353
ceiling_growth_gt25,36,1602,54,J,4,10,0.3,0.22085780805421992,0.24064335604066495
ceiling_growth_gt25,36,072,54,U,1,10,0.5,0.17232170449724915,0.25424127837293686
ceiling_growth_gt25,36,068,23,J,4,10,0.2,0.1852575369296037,0.18894315269720277
ceiling_growth_gt25,36,036,22,J,2,10,0.1,0.1723689561067095,0.15427671708003213
ceiling_growth_gt25,36,036,49,J,2,10,0.4,0.2567990613294348,0.2925992959970761
ceiling_growth_gt25,36,069,56,J,3,10,0.3,0.3796099284090007,0.35970744630675056
ceiling_growth_gt25,36,075,52,U,4,10,0.2,0.35900007975333526,0.31925005981500143
ceiling_growth_gt25,36,070,81,J,4,10,0.1,0.20716170131960615,0.18037127598970462
ceiling_growth_gt25,36,514,54,J,1,10,0.2,0.2360232410384321,0.2270174307788241
ceiling_growth_gt25,36,015,51,J,1,10,0.4,0.26185621139328513,0.29639215854496387
ceiling_growth_gt25,36,013,54,Y,2,10,0.1,0.15595264799100136,0.141964485993251
ceiling_growth_gt25,36,070,61,J,3,10,0.0,0.1097357170080401,0.08230178775603007
ceiling_growth_gt25,36,075,54,Z,1,10,0.3,0.24834009262919113,0.26125506947189336
ceiling_growth_gt25,36,036,61,K,1,10,0.4,0.3970109122265268,0.39775818416989506
ceiling_growth_gt25,36,070,51,J,1,10,0.2,0.15661113613972955,0.16745835210479715
ceiling_growth_gt25,36,028,54,U,4,10,0.1,0.08752314287246082,0.09064235715434563
ceiling_growth_gt25,36,036,22,J,3,10,0.3,0.1723689561067095,0.2042767170800321
ceiling_growth_gt25,36,049,54,Y,4,10,0.1,0.09227091951872109,0.09420318963904081
ceiling_growth_gt25,36,097,22,K,3,10,0.8,0.46742941385041303,0.5505720603878098
ceiling_growth_gt25,36,075,51,S,4,10,1.0,0.4567054684156221,0.5925291013117165
ceiling_growth_gt25,36,069,54,Y,1,10,0.3,0.34483446554107194,0.33362584915580396
ceiling_growth_gt25,36,091,61,J,2,9,0.1111111111111111,0.16185515819955676,0.15014499348683855
ceiling_growth_gt25,36,047,33,J,4,9,0.0,0.06021971860364168,0.04632286046433975
ceiling_growth_gt25,36,020,56,J,0,9,0.2222222222222222,0.2403074488436353,0.23613393500792457
ceiling_growth_gt25,36,014,32,J,0,9,0.0,0.12297410339282605,0.09459546414832773
ceiling_growth_gt25,36,013,54,Z,3,9,0.3333333333333333,0.16279288243030665,0.2021483711002359
ceiling_growth_gt25,36,070,54,Y,2,9,0.3333333333333333,0.20448620940029105,0.23422016107714697
ceiling_growth_gt25,36,075,61,J,3,9,0.1111111111111111,0.1436842909498653,0.13616740329476817
ceiling_growth_gt25,36,069,56,J,0,9,0.6666666666666666,0.3796099284090007,0.4458537910838467
ceiling_growth_gt25,36,070,56,Z,0,9,0.2222222222222222,0.231160253651453,0.2290976310139382
ceiling_growth_gt25,36,089,33,J,2,9,0.0,0.05902071391519384,0.045400549165533724
ceiling_growth_gt25,36,075,42,J,0,9,0.0,0.1551513549088664,0.11934719608374338
ceiling_growth_gt25,36,036,32,J,2,9,0.5555555555555556,0.23630542130862253,0.30997852921176094
ceiling_growth_gt25,36,097,54,R,3,9,0.1111111111111111,0.24571348391471654,0.21465139788311527
ceiling_growth_gt25,36,075,32,J,2,9,0.1111111111111111,0.17747925334055384,0.16216352821068244
ceiling_growth_gt25,36,097,71,J,4,9,0.2222222222222222,0.05804791221675636,0.09593429144878694
ceiling_growth_gt25,36,013,54,Z,4,9,0.0,0.16279288243030665,0.12522529417715897
ceiling_growth_gt25,36,015,51,J,3,9,0.2222222222222222,0.26185621139328513,0.2527099061999629
ceiling_growth_gt25,36,070,32,J,0,9,0.1111111111111111,0.10743104721595376,0.10828029273022083
ceiling_growth_gt25,36,070,72,J,0,9,0.3333333333333333,0.2862592608451232,0.29712250834240245
ceiling_growth_gt25,36,020,23,J,4,9,0.0,0.11167352191924479,0.08590270916864984
ceiling_growth_gt25,36,1601,61,U,3,9,0.6666666666666666,0.6454003683504321,0.6503079756541786
ceiling_growth_gt25,36,012,51,J,1,9,0.0,0.09101602557074313,0.0700123273621101
ceiling_growth_gt25,36,069,48,J,4,9,0.6666666666666666,0.3522332933550688,0.42479484104236065
ceiling_growth_gt25,36,1133,54,J,1,9,0.1111111111111111,0.11696500312296493,0.11561410496638327
ceiling_growth_gt25,36,036,61,K,4,9,0.3333333333333333,0.3970109122265268,0.3823160863280975
ceiling_growth_gt25,36,014,22,J,1,9,0.4444444444444444,0.20897863082658902,0.2633168955076326
ceiling_growth_gt25,36,072,54,Y,0,9,0.5555555555555556,0.26847510052470247,0.33472443630105314
ceiling_growth_gt25,36,091,54,J,1,9,0.0,0.11397283545856822,0.08767141189120632
ceiling_growth_gt25,36,097,49,J,1,9,0.3333333333333333,0.18478941159968387,0.21906877815360296
ceiling_growth_gt25,36,014,51,J,4,9,0.3333333333333333,0.19063358974118097,0.22356429980090844
ceiling_growth_gt25,36,015,56,J,1,9,0.6666666666666666,0.27357754386818034,0.3642904183601387
ceiling_growth_gt25,36,070,61,J,4,9,0.2222222222222222,0.10973571700804009,0.13569414128823595
ceiling_growth_gt25,36,068,23,J,2,9,0.0,0.1852575369296037,0.14250579763815668
ceiling_growth_gt25,36,097,33,K,4,9,0.3333333333333333,0.1225601351614592,0.17120010397035323
ceiling_growth_gt25,36,013,51,J,1,9,0.2222222222222222,0.21147533131021645,0.21395538305914086
ceiling_growth_gt25,36,012,48,J,0,9,0.2222222222222222,0.1387230942378174,0.15799212377268004
ceiling_growth_gt25,36,075,32,J,3,9,0.1111111111111111,0.17747925334055384,0.16216352821068244
ceiling_growth_gt25,36,097,54,T,4,9,0.0,0.14076095596574792,0.1082776584351907
ceiling_growth_gt25,36,075,62,S,3,9,0.3333333333333333,0.4022411342147653,0.38633933401135795
ceiling_growth_gt25,36,015,42,J,0,9,0.0,0.05483861728527893,0.04218355175790687
ceiling_growth_gt25,36,075,51,J,1,9,0.3333333333333333,0.2432010895178992,0.2640008380906917
ceiling_growth_gt25,36,514,54,J,0,9,0.1111111111111111,0.23602324103843209,0.207197364901358
ceiling_growth_gt25,36,1601,56,V,4,9,0.6666666666666666,0.5022161781948455,0.540166290919112
ceiling_growth_gt25,36,097,56,S,4,9,0.2222222222222222,0.177832632813394,0.1880763842154313
ceiling_growth_gt25,36,019,52,J,1,9,0.2222222222222222,0.28122909660178,0.26761212559111286
ceiling_growth_gt25,36,070,62,J,4,9,0.1111111111111111,0.14685635250436338,0.13860745064438207
ceiling_growth_gt25,36,080,33,U,4,9,0.6666666666666666,0.2862882686377175,0.3740678989520904
ceiling_growth_gt25,36,097,81,U,1,8,0.0,0.21193879726618278,0.16732010310488113
ceiling_growth_gt25,36,075,62,U,4,8,0.25,0.381900032404283,0.3541316045296971
ceiling_growth_gt25,36,047,49,J,4,8,0.375,0.26725503504586584,0.28993818556252565
ceiling_growth_gt25,36,019,62,J,3,8,0.125,0.21094229647141535,0.1928491814248016
ceiling_growth_gt25,36,097,92,K,3,8,1.0,0.5725695342546697,0.6625548954642129
ceiling_growth_gt25,36,028,51,J,4,8,0.0,0.059697390020659824,0.047129518437363016
ceiling_growth_gt25,36,036,48,J,3,8,0.125,0.47291863223843694,0.399672604398766
ceiling_growth_gt25,36,097,54,Z,1,8,0.5,0.31862237780656477,0.3568071403736037
ceiling_growth_gt25,36,075,62,J,1,8,0.5,0.3376721088486033,0.37184640172258154
ceiling_growth_gt25,36,069,56,J,2,8,0.25,0.3796099284090007,0.35232362769131637
ceiling_growth_gt25,36,070,32,J,1,8,0.0,0.10743104721595376,0.08481398464417401
ceiling_growth_gt25,36,097,33,Y,3,8,0.375,0.17008345287712703,0.2132237785872056
ceiling_growth_gt25,36,097,92,K,2,8,0.75,0.5725695342546697,0.6099233165168445
ceiling_growth_gt25,36,091,51,J,2,8,0.0,0.1388194082162834,0.10959426964443428
ceiling_growth_gt25,36,086,51,J,3,8,0.0,0.1686171854666903,0.1331188306315976
ceiling_growth_gt25,36,075,61,U,3,8,0.25,0.16472758578636898,0.18267967298923868
ceiling_growth_gt25,36,075,92,S,1,8,0.125,0.1482799609046753,0.14337891650369103
ceiling_growth_gt25,36,036,53,J,3,8,0.0,0.13116962705437338,0.10355496872713688
ceiling_growth_gt25,36,019,52,J,2,8,0.125,0.28122909660178,0.24833876047508952
ceiling_growth_gt25,36,047,71,J,0,8,0.125,0.15037402928538673,0.14503212838320004
ceiling_growth_gt25,36,1602,54,Z,4,8,0.375,0.27315804087319695,0.294598453320945
ceiling_growth_gt25,36,019,54,U,4,8,0.375,0.3633759290409801,0.365823101874458
ceiling_growth_gt25,36,050,54,J,3,8,0.125,0.20102439391569052,0.1850192583544925
ceiling_growth_gt25,36,086,56,J,3,8,0.25,0.19015096819033514,0.2027507643607909
ceiling_growth_gt25,36,1601,33,J,2,8,0.125,0.18050913722745762,0.16882300307430864
ceiling_growth_gt25,36,014,61,J,0,8,0.5,0.33012421917105683,0.36588754145083435
ceiling_growth_gt25,36,1601,33,J,1,8,0.125,0.18050913722745762,0.16882300307430864
ceiling_growth_gt25,36,012,51,J,4,8,0.0,0.09101602557074313,0.07185475702953406
ceiling_growth_gt25,36,1601,54,Z,0,8,0.25,0.3010590135787864,0.2903097475621998
ceiling_growth_gt25,36,036,72,J,1,8,0.75,0.2567990613294348,0.36063083789165906
ceiling_growth_gt25,36,014,62,J,4,8,0.125,0.22854941220924932,0.2067495359546705
ceiling_growth_gt25,36,070,81,J,2,8,0.125,0.20716170131960615,0.18986450104179434
ceiling_growth_gt25,36,036,61,K,3,8,0.25,0.3970109122265268,0.3660612464946264
ceiling_growth_gt25,36,097,44,J,3,8,0.0,0.069727981069862,0.05504840610778578
ceiling_growth_gt25,36,070,33,U,4,8,0.25,0.2450273882797232,0.24607425390504462
ceiling_growth_gt25,36,1602,52,J,3,8,0.0,0.13456651182100077,0.10623671985868482
ceiling_growth_gt25,36,097,81,Y,4,8,0.125,0.199631252207491,0.1839194096374929
ceiling_growth_gt25,36,019,61,U,4,8,0.625,0.4078640965941957,0.45357691836383873
ceiling_growth_gt25,36,1601,61,V,3,8,0.875,0.577203054790512,0.6398971485188253
ceiling_growth_gt25,36,068,23,J,3,8,0.375,0.1852575369296037,0.22520331862863452
ceiling_growth_gt25,36,089,54,Y,3,8,0.375,0.2533947931031907,0.27899588929199265
ceiling_growth_gt25,36,075,81,J,1,8,0.0,0.12395538054025795,0.09785951095283522
ceiling_growth_gt25,36,015,42,J,1,8,0.0,0.05483861728527893,0.04329364522522021
ceiling_growth_gt25,36,013,54,Y,3,7,0.2857142857142857,0.15595264799100136,0.18050214701973083
ceiling_growth_gt25,36,072,54,Y,3,7,0.42857142857142855,0.26847510052470247,0.298763595020029
ceiling_growth_gt25,36,036,61,K,0,7,0.2857142857142857,0.3970109122265268,0.3759547936971839
ceiling_growth_gt25,36,097,54,T,3,7,0.0,0.14076095596574792,0.1141305048370929
ceiling_growth_gt25,36,036,54,Y,4,7,0.14285714285714285,0.12025486005509646,0.12453096761224036
ceiling_growth_gt25,36,012,54,Z,3,7,0.42857142857142855,0.3113551966292401,0.33353124051019467
ceiling_growth_gt25,36,075,56,Y,4,7,0.14285714285714285,0.2627888013985451,0.2400990281609825
ceiling_growth_gt25,36,036,22,K,4,7,0.0,0.02774165908596043,0.022493237096724673
ceiling_growth_gt25,36,1601,54,Z,2,7,0.14285714285714285,0.3010590135787864,0.2711289299287457
ceiling_growth_gt25,36,1601,54,Y,2,7,0.2857142857142857,0.34469075467716126,0.33353304433283343
ceiling_growth_gt25,36,024,54,J,3,7,0.14285714285714285,0.10003190462260243,0.10813397672102901
ceiling_growth_gt25,36,020,72,J,4,7,0.0,0.09906830194535128,0.0803256502259605
ceiling_growth_gt25,36,075,51,U,4,7,0.42857142857142855,0.36358530880522844,0.3758799801123474
ceiling_growth_gt25,36,097,33,K,1,7,0.0,0.12256013516145918,0.09937308256334529
ceiling_growth_gt25,36,089,56,J,3,7,0.2857142857142857,0.2332838232486652,0.24320309993135017
ceiling_growth_gt25,36,014,32,J,1,7,0.2857142857142857,0.12297410339282604,0.15376278653472383
ceiling_growth_gt25,36,012,51,J,2,7,0.14285714285714285,0.09101602557074313,0.10082380451681876
ceiling_growth_gt25,36,036,42,J,3,7,0.14285714285714285,0.03382880765899094,0.05445578999377643
ceiling_growth_gt25,36,070,81,J,1,7,0.2857142857142857,0.20716170131960615,0.22202300106995093
ceiling_growth_gt25,36,015,56,J,2,7,0.14285714285714285,0.27357754386818034,0.2488466571904165
ceiling_growth_gt25,36,3300,54,J,0,7,0.5714285714285714,0.5007176411620337,0.5140953847259733
ceiling_growth_gt25,36,068,33,J,0,7,0.0,0.0811091574373347,0.06576418170594706
ceiling_growth_gt25,36,086,54,Z,4,7,0.14285714285714285,0.25279960549879066,0.23199968013415462
ceiling_growth_gt25,36,069,54,Y,2,7,0.2857142857142857,0.34483446554107194,0.3336495666549232
ceiling_growth_gt25,36,1601,42,J,2,7,0.0,0.2330104756483594,0.18892741268785895
ceiling_growth_gt25,36,036,72,J,3,7,0.0,0.2567990613294348,0.20821545513197418
ceiling_growth_gt25,36,047,42,J,0,7,0.0,0.07213170397911385,0.05848516538847069
ceiling_growth_gt25,36,069,54,T,4,7,0.7142857142857143,0.256642941684891,0.3432240067715332
