horizon_months,n_qualifying,n_reconstructed_label,n_award_level_label,rate_reconstructed,rate_award_level,n_both_available,rate_reconstructed_on_common_rows,rate_award_level_on_common_rows
12,192377,192377,149812,0.08394974451207785,0.11776092702854243,149812,0.08069447040290498,0.11776092702854243
24,192377,192377,149812,0.1196140910815742,0.11776092702854243,149812,0.11669959682802446,0.11776092702854243
36,192377,192377,149812,0.13601937861594682,0.11776092702854243,149812,0.1339612314100339,0.11776092702854243
