label,horizon_months,n,mean,sd,p10,p25,median,p75,p90,p99,share_zero
ceiling_growth,12,192377,0.16482764989081958,4.612931789038373,0.0,0.0,0.0,0.006210999692067398,0.18277634055023187,2.4025141697191676,0.6498385981692198
schedule_slip_days,12,192377,67.64251963592321,339.1372934533437,0.0,0.0,0.0,96.0,365.0,684.2399999999907,0.5606127551630392
unplanned_growth,12,192377,0.03413350504932157,3.142607736056255,0.0,0.0,0.0,0.0,0.0,0.41018609046973875,0.9054044922210035
ceiling_growth,24,192377,0.26032945034884397,6.003063912140253,-0.0007134999110388333,0.0,0.0,0.04431575939849619,0.3406262753424772,3.5770614045483375,0.54000218321317
schedule_slip_days,24,192377,155.14015708738572,375.11766662795765,0.0,0.0,24.0,274.0,548.0,950.0,0.4225661071749741
unplanned_growth,24,192377,0.055934496046881145,3.392515227857362,0.0,0.0,0.0,0.0,0.008208058887391328,0.6937486541284604,0.8671306861007293
ceiling_growth,36,192377,0.3309926061030931,7.873030687258037,-0.007134283703513433,0.0,0.0,0.06537666474173132,0.4221200975369481,4.1994156449987035,0.49926446508678274
schedule_slip_days,36,192377,220.26571263716556,447.7376034078692,0.0,0.0,57.0,365.0,731.0,1219.0,0.3888198693190974
unplanned_growth,36,192377,0.07368013185646578,4.180844175066638,0.0,0.0,0.0,0.0,0.017137137335318485,0.8470037853588458,0.851920967683247
