projectid,txturl,http_status,text_bytes,text_sha256,status,cached
P055482,http://documents.worldbank.org/curated/en/264301468769301250/text/multi-page.txt,200,263463,8ebffbdd8bb37e993fba85a6b2706bc81d7ad58d77cc12bd50d91ad83a8066fc,ok,True
P055483,http://documents.worldbank.org/curated/en/158991468221697798/text/32463.txt,200,340851,fff3b1f4785315a216eaf79f5eeab2f95dcba2e336cbbdf800069590c40d8709,ok,True
P055495,http://documents.worldbank.org/curated/en/903971468776429226/text/multi0page.txt,200,131038,a439af1bb7e6d942d2ecccd97c7ebbdbb51c7e0e647a6577a89576a6500fc8e8,ok,True
P055573,http://documents.worldbank.org/curated/en/716591468770989280/text/multi-page.txt,200,132807,a78c6bc0b3f76b3417e025920d783c8f346c8b4f0bd1b3378f8fc0013c0e6389,ok,True
P055585,http://documents.worldbank.org/curated/en/849231468774260036/text/multi-page.txt,200,158388,a4490bda49260844293944266511b0184043c60da9f8c7b87d86018b6d83015e,ok,True
P055684,http://documents.worldbank.org/curated/en/310011468743765349/text/multi-page.txt,200,98495,b1b7386bcb6f4b12d68e41560f4f7ed36e1136fc35da565561807b5ea9892ae1,ok,True
P055739,http://documents.worldbank.org/curated/en/959701468765283436/text/multi-page.txt,200,165638,0273361bb9666be07d0721577acec3a08f5880c36ae9bdb992289b22056af4ca,ok,True
P055738,http://documents.worldbank.org/curated/en/721841468760205649/text/multi0page.txt,200,226870,5cacd8889f356fb7bbf26163cb7b729f6061e1f3d58fecf81c02639d666908cd,ok,True
P055755,http://documents.worldbank.org/curated/en/943031468752385474/text/multi-page.txt,200,96307,04de87bfa677db292a4e37580fe96c1fe7f030c89c5e5e294574f1b22e8bd1af,ok,True
P055814,http://documents.worldbank.org/curated/en/488131468782374768/text/multi-page.txt,200,244014,3b0a9417b45eba1b9f454e330c013cff4bfeb579e32e2359bb942c0a99631fd5,ok,True
P055821,http://documents.worldbank.org/curated/en/123151468772772324/text/multi-page.txt,200,286805,d23b0a37951ea5c3e7039abde72ac76a37263c37fc945092ac3d712d93aca9db,ok,True
P047690,http://documents.worldbank.org/curated/en/752761468757526472/text/multi-page.txt,200,102,796ce88c235562f7c1cc47be2b62b6987d1d3ed2056c0eb64531bcbea23cda70,too_short,False
P055823,http://documents.worldbank.org/curated/en/446061468756956814/text/multi0page.txt,200,294614,72748b80688add466cc29032e565c63908dc9358798cec68b80a1fc3ef523318,ok,True
P055844,http://documents.worldbank.org/curated/en/850601468780969000/text/multi0page.txt,200,168488,211b4757b45b40fae5ea5224b7e8cfa269796cd92e9e58da9c1b51365d488a49,ok,True
P055853,http://documents.worldbank.org/curated/en/438231468775765195/text/multi-page.txt,200,130837,48b6dfbe7d67d9b54d8c0f5288a31b9039d560ff1d6629fa9d8408d964bd564d,ok,True
P055944,http://documents.worldbank.org/curated/en/878041468761130646/text/multi-page.txt,200,137915,72e9dee7bb4ebfe41338a904a785b0b4db073deb00562e68b6699a1a4c880c88,ok,True
P055954,http://documents.worldbank.org/curated/en/195771468770340783/text/multi0page.txt,200,249291,162e7a31e6466794c6891ce7568b7bf13535dd38e7dd2560ebfda81e24cc4fb9,ok,True
P055974,http://documents.worldbank.org/curated/en/130431468743783678/text/multi-page.txt,200,171223,8c1b1e5220f63e525c2d1c0d5ef5d7a1d03032eaacbfa55b7d75bf97a33375b5,ok,True
P055988,http://documents.worldbank.org/curated/en/338321468776384471/text/multi-page.txt,200,73950,2de6a15f01528a47fb6d94368adf3384f8a7340be36f9d24f05a12217d21f02d,ok,True
P055991,http://documents.worldbank.org/curated/en/550521468749992724/text/276020HN.txt,200,269839,f73f95169bbe86dff8c3a2bd96c0c524292e598002441226421f17c17b238096,ok,True
P056074,http://documents.worldbank.org/curated/en/350511468752400780/text/multi-page.txt,200,143660,e4bf1a045e43bcbbd4d46a13d99ae390c64b698a8af321e0c893d9eb37d464e2,ok,True
P056087,http://documents.worldbank.org/curated/en/443841468758102368/text/multi-page.txt,200,127846,7f6a724f3ddc64301dd21d2e660541114f2abe4c62b762f493d98e1dd4eb0437,ok,True
P056192,http://documents.worldbank.org/curated/en/326391468743778198/text/multi-page.txt,200,153634,b41d38c0d02275a7a645310251068c41e42b4659fb48439c86b96c57100690dc,ok,True
P056199,http://documents.worldbank.org/curated/en/172891468768726776/text/multi0page.txt,200,288848,bbf10859ab215ea3454622c35e5c676a7c32bfd83d5d65535b5ea674ecd23de7,ok,True
P056200,http://documents.worldbank.org/curated/en/594721468773987016/text/multi0page.txt,200,159505,4d8786116670fe4c5b35a4c5a782b17093e6644f3ecc968e2b4018e61678e1c8,ok,True
P056213,http://documents.worldbank.org/curated/en/727611468758746811/text/multi0page.txt,200,196214,b2b480416ee01fdcf74903d34e64428e3f1683dbbf6e73d11fe18b996f6c53e1,ok,True
P056216,http://documents.worldbank.org/curated/en/125751468769147670/text/multi-page.txt,200,313633,856dfe1037556637841458c66cafc51c6dbe91904b8c1ed1e165c7b45159de6b,ok,True
P056236,http://documents.worldbank.org/curated/en/601731468770099540/text/multi0page.txt,200,223106,d8c77aae5e18201f4f2329d0de4b4404b94202f444b7d685b319ddbbe46e7df1,ok,True
P056269,http://documents.worldbank.org/curated/en/178531468761732634/text/multi-page.txt,200,137105,ac632e584ca85938ea72ffde70b4dac7c3ea572bc24f27be99d39467ad6156bd,ok,True
P056256,http://documents.worldbank.org/curated/en/721441468749348146/text/285570GH.txt,200,229231,05bec2aacb26d04e46b2dae67e242e2a3ba57bd2252dd3989f3b71cdea98d4de,ok,True
P056337,http://documents.worldbank.org/curated/en/113601468776743913/text/multi-page.txt,200,230974,495d2f271045fc814347f885fffc677c9759ce60c99450c7c5f9ef5c22d37f73,ok,True
P056393,http://documents.worldbank.org/curated/en/818431468767401086/text/multi-page.txt,200,334707,3f464adba70641ba470c33fc812159faf3a274ba844d4caeda7a8125245466c4,ok,True
P056416,http://documents.worldbank.org/curated/en/219651468772446349/text/multi-page.txt,200,277905,31170e3581d924e399cce45d46400fe7abf37d44602ff1cfe1beb3a2dca1b03d,ok,True
P056418,http://documents.worldbank.org/curated/en/180321468757191595/text/286590LES.txt,200,225957,c11aba64d34650ed2856a103313b58620a14bb96b27ae9abee9259a53e215d64,ok,True
P056419,http://documents.worldbank.org/curated/en/220751468770678241/text/multi-page.txt,200,131036,6c75390044db3a71c25f4831b2b00511ebbe08eac3db62981e2bda6cbc3eeae2,ok,True
P056424,http://documents.worldbank.org/curated/en/936081468743707409/text/multi-page.txt,200,328719,0334c679fdb198a40fe83a72564e9bec8838f8849e2571d601bf89fe5e9298b1,ok,True
P056487,http://documents.worldbank.org/curated/en/723731468773690896/text/multi-page.txt,200,172717,e306a9cf4662ec989ea8b3d7f3acbc7040a7593eae070a2da812a091691c94e8,ok,True
P056452,http://documents.worldbank.org/curated/en/155161468761710565/text/multi-page.txt,200,337823,d0c9603a5737e396c7c02cf7bd6c3990810a7bbf0680ce5ac35fc0a194fcf7b3,ok,True
P056514,http://documents.worldbank.org/curated/en/265261468770967721/text/multi-page.txt,200,121465,4799bde0c7d3c6141ced08833d7984324d6f499e5978ae3600f010fde2c57d40,ok,True
P056516,http://documents.worldbank.org/curated/en/815201468770430409/text/multi-page.txt,200,373560,e031de239624bcd96d788f48a0991fc736dc069fced3fe00075e0d0a02f12fec,ok,True
P056796,http://documents.worldbank.org/curated/en/523361468753031778/text/multi-page.txt,200,133891,75fd94409c6f10f4a4fe1a31c329b473ffad72b4ef408928e64da1c998fb06a1,ok,True
P056596,http://documents.worldbank.org/curated/en/145691468768727417/text/multi0page.txt,200,276537,44af1d8140cb237af7568f1b3636a20fd489934eddd07e2a361d5e6a9725f850,ok,True
P056978,http://documents.worldbank.org/curated/en/689531468758123739/text/multi0page.txt,200,277437,be07aed1291f601c0c087bf7e1e377a82721bedb733522e8b2537e06b18e47a4,ok,True
P056891,http://documents.worldbank.org/curated/en/197651468759904610/text/multi0page.txt,200,442401,8e59b833d18582190ace48dc5b037c731184b9cf3af59efe12de6715c43baa0d,ok,True
P057007,http://documents.worldbank.org/curated/en/519721468760234014/text/multi0page.txt,200,83787,94e562a67b4c7f947c01b618fc71fe2c236061db146c83c80ebb01baa3d1edca,ok,True
P057167,http://documents.worldbank.org/curated/en/919651468781198984/text/multi0page.txt,200,341215,4c58d43676ad00b790817da97336c892fae197834bb8b7300b00641635939d48,ok,True
P057182,http://documents.worldbank.org/curated/en/129781468741889559/text/multi-page.txt,200,172219,35dc9163cd1511e00d0f8c9b522b8a010e7e61dbcf1ddd3ce236c5fa100e99d0,ok,True
P057188,http://documents.worldbank.org/curated/en/616571468751768760/text/multi-page.txt,200,107620,2b840528e5b4897b986a6b106417542f56c2dd7bdfbfdabb70f7b7220831ce51,ok,True
P057187,http://documents.worldbank.org/curated/en/371031468761370682/text/multi-page.txt,200,201805,20677d32086f75dae011dc0895cdc1bf6fedf8a3aa7669872bbcb864fe2fa255,ok,True
P057271,http://documents.worldbank.org/curated/en/832561468751549759/text/multi-page.txt,200,159454,b91b5522b1ce0638b9058e3ac2fe6fb1de1b3e84874eab7af99e9ae4f594cb16,ok,True
P057234,http://documents.worldbank.org/curated/en/124701468778751565/text/239010TZ0PAD0GEF0R20030001201.txt,200,569984,b8eaee94c98bc4f693347c276d68471371862adcd8d63a0e8a8eddaad55232c2,ok,True
P057272,http://documents.worldbank.org/curated/en/297381468771028530/text/multi-page.txt,200,144184,f5e47155cc02053b3dfc149ef550d3e2c00353d9414d35d2e675984f28988a74,ok,True
P057326,http://documents.worldbank.org/curated/en/595501468772180963/text/multi-page.txt,200,263577,6474d8343326308bc6c6483df40f4e8d117711b9e5ccfb6d32668521358944ee,ok,True
P057295,http://documents.worldbank.org/curated/en/141851468777926895/text/multi0page.txt,200,262081,833c131c8cc462ffcddc6284d4d5995f7989cc7a853648958b738715f092c61d,ok,True
P057345,http://documents.worldbank.org/curated/en/733591468743356494/text/multi0page.txt,200,107326,85bdd678504b53bd8bf2fb8f6304ddc80a027ad06a352ecbadd10551b98f3295,ok,True
P057350,http://documents.worldbank.org/curated/en/194421468771631353/text/multi-page.txt,200,139649,a7df2337b102916b77a5cd59638da19ada752d032257cdf07c3f4e5b561f3619,ok,True
P057352,http://documents.worldbank.org/curated/en/929021468746703340/text/multi-page.txt,200,226640,34cfd127227da6b1436272473632d89cfe4488e684f760e5b6a7eec8680ea61a,ok,True
P057369,http://documents.worldbank.org/curated/en/673611468746646410/text/multi0page.txt,200,169786,185789d7cfdf13c0d5383f525002953069c1cf45d9cef37291f84af808fb5855,ok,True
P057394,http://documents.worldbank.org/curated/en/263711468751499846/text/multi0page.txt,200,235323,4b4ac2c3c24bca8ddffcded38722adaf2a21145cf6d56a71e9b437362cf25fcd,ok,True
P057396,http://documents.worldbank.org/curated/en/359611468769747807/text/multi-page.txt,200,177335,839fdbb23dd748847ebe333340abb50a234996f044272fe5e04e582194b18917,ok,True
P057416,http://documents.worldbank.org/curated/en/164991468743381772/text/multi0page.txt,200,146877,13b8034c6a24b982b7dbba7e2302c317cf98946492f47b09dd7efe14b7067b09,ok,True
P057449,http://documents.worldbank.org/curated/en/696181468741663307/text/multi-page.txt,200,97345,b9a379992507c077afafec4c339aaab1cd422f0f89349dbe8aa7c16270ee73d8,ok,True
P057459,http://documents.worldbank.org/curated/en/625331468741898201/text/multi-page.txt,200,119326,50934a65f55cc93a7f3375efa53f4f24212c251f884179b7c38b7ac6cfcc821f,ok,True
P057473,http://documents.worldbank.org/curated/en/492381468740396172/text/multi-page.txt,200,168474,d18d49587b7b7afe8ff914b933d5515061a10d71b31cedaa0431ed00c4ff3d86,ok,True
P057530,http://documents.worldbank.org/curated/en/501371468776963355/text/multi-page.txt,200,243766,519eb3129f353719c08e5112c3bdecb6bcf8ab606d6ab8e3de565eaa229955e4,ok,True
P057481,http://documents.worldbank.org/curated/en/842471468319538210/text/30980.txt,200,471212,a24ca9cad4ac4d86d6a4154745b9b76830612ed9ea0fd465ea9b72076b1bd6b2,ok,True
P057538,http://documents.worldbank.org/curated/en/582681468752084735/text/multi-page.txt,200,138976,51f17fa4716d5544fb66f8c3f8dc0ff7840daf923524fe77fe39bf53e1ed8063,ok,True
P057531,http://documents.worldbank.org/curated/en/843911468752958910/text/multi0page.txt,200,417584,75f2292ae737812ea3cd97d4e9f5585ef437b6c65bee66db5cb21a191cac4912,ok,True
P057570,http://documents.worldbank.org/curated/en/235681468768567751/text/multi-page.txt,200,116908,4f86ba31e6a92ff339a7c9994e3a577c1402b358567c5c9ace694d6344f49d7e,ok,True
P057578,http://documents.worldbank.org/curated/en/602191468764350634/text/multi-page.txt,200,269922,4fdfd8218be0056845b77b9cbe21f730daa5b964ca0ff54a98ea89b93ffb6070,ok,True
P057601,http://documents.worldbank.org/curated/en/477731468781806803/text/multi-page.txt,200,128102,13b1a15e4fff165004014b9410c87c49683cbd773ebaa100fc51e3223f20fc89,ok,True
P057598,http://documents.worldbank.org/curated/en/627011468776699293/text/multi-page.txt,200,252249,727cb2faa64f1f6b1e2f228dfe94e1b045ad5c5153743eb60fd34729e37a8e85,ok,True
P057602,http://documents.worldbank.org/curated/en/265051468183253761/text/244780PAD0REVI1480IDASecM2009104101.txt,200,295292,4b1714908a39a7e0d7812d44d85c7a1f0338499554e69b6597a7861b6d1a5fc6,ok,True
P057649,http://documents.worldbank.org/curated/en/254791468769486821/text/multi0page.txt,200,306788,660fa42d8b8bf4c14424799fd400857e8400f3bf94ad0bfd259b1d34d86c516e,ok,True
P057653,http://documents.worldbank.org/curated/en/971681468770491736/text/multi0page.txt,200,324478,def7427a1f7aef18aa78292a2f048f6800bef7aa61d236dcf66029b59bbaff7d,ok,True
P057665,http://documents.worldbank.org/curated/en/306841468770140432/text/multi0page.txt,200,524792,8155664977df5b4fa93d87ecf8acdecb5d1e94999277a226b6b0bf8dff90e914,ok,True
P057692,http://documents.worldbank.org/curated/en/207441468748778968/text/multi0page.txt,200,110100,9804e3c317de2bcaddede3c0d72a8ece033191cea5cc374680c1dff2b2158b45,ok,True
P057704,http://documents.worldbank.org/curated/en/621901468770077505/text/multi-page.txt,200,105156,0b458fc1f88f8923c7e5a7710a6d8271460e64ce5f5f88daf887308b8e28bedd,ok,True
P057731,http://documents.worldbank.org/curated/en/483201468759027136/text/multi0page.txt,200,327211,f7889ed029713e505c3cbb43ccaac120db0cdc3d93dec92b86c073f57786900c,ok,True
P057761,http://documents.worldbank.org/curated/en/852071468272371658/text/36298.txt,200,383334,9ae29ee5f9620aa0e8f8534e76c70995eb31c9728ea1b4802437682508bd073b,ok,True
P057767,http://documents.worldbank.org/curated/en/742731468770949410/text/multi-page.txt,200,108428,405a2e07b134e41b5615b4e2f6771c2f1bb05e52dc78109750cae7d1fdb14bf4,ok,True
P057770,http://documents.worldbank.org/curated/en/625061468771066109/text/multi0page.txt,200,169104,627cecd0679f17ac62f78699199ea3a64b4aa59ff54fa42e264fca9fbad0e84e,ok,True
P057813,http://documents.worldbank.org/curated/en/396641468773998239/text/multi-page.txt,200,150644,0a356ab5ffef72ce05592891b8d41a08c48e121b59c7668927220c71c4605609,ok,True
P057833,http://documents.worldbank.org/curated/en/477731468740689808/text/multi-page.txt,200,134296,6550011df46fc04f9def907f34da361392bc424db40bf2843d57a6b6f85c48a1,ok,True
P057815,http://documents.worldbank.org/curated/en/516251468781765580/text/25875.txt,200,288614,c6028c58b5f566091c7744c33a11a3d0b5c5c3796bc05dab9e833cdfb86c6385,ok,True
P057838,http://documents.worldbank.org/curated/en/426021468768587816/text/multi-page.txt,200,232684,903eff06c558d3dfe60672460e9c4ad07f6a4811e84a647cf28f1bb727e50fd8,ok,True
P057847,http://documents.worldbank.org/curated/en/558151468768589127/text/multi0page.txt,200,220362,d7117b94d5c669d04f723e80241aef76de76dcdf1fe6f97bd26fe08416820a0b,ok,True
P057857,http://documents.worldbank.org/curated/en/771201468770513171/text/28326.txt,200,354844,56769936280352d39e29b2edfbebaa8b97bc3d29e2959d3c56ea5ef3599a8171,ok,True
P057859,http://documents.worldbank.org/curated/en/494651468771608935/text/multi0page.txt,200,311821,47fe9d4fda6390ec9745df331e43a8be87333c9ff9981487789e7d2807c6ff24,ok,True
P057875,http://documents.worldbank.org/curated/en/953331468774865584/text/multi-page.txt,200,159429,571df2c7bd645f4ff76e878099f0a5871ada4874a39bc5b1abb3712027d50896,ok,True
P057880,http://documents.worldbank.org/curated/en/488871468008998105/text/31552a.txt,200,239661,53ebd329ec95040375ed4942367ca99b5a40fd13f1a9b0fe55045dd5e8d6bbc4,ok,True
P057883,http://documents.worldbank.org/curated/en/502921468761075944/text/multi0page.txt,200,304745,d0e95904fb548f92403674befb20b558534e1380ce11bdc34772bb3c150ae4f4,ok,True
P057915,http://documents.worldbank.org/curated/en/113951468767062854/text/multi-page.txt,200,86271,0eb00207bd3076c8985bd51a86602e892de7ff005d80f97fa1a42d02d6027a41,ok,True
P057929,http://documents.worldbank.org/curated/en/839401468746344036/text/291490ER.txt,200,314053,53be6b9489130e34798408589173d2f2666b85793d61a8720e30e34a5c520d9b,ok,True
P057933,http://documents.worldbank.org/curated/en/849191468746694710/text/27173.txt,200,400687,a393a46f2846cb1ac5cd0efc0d1ae5a37dfdf33f91548a548da6be0189398abd,ok,True
P057950,http://documents.worldbank.org/curated/en/247421468740695495/text/multi0page.txt,200,260271,5389072a1eb9b40467df91c50740f099b19430e3324c6ebe8784b830cb154a74,ok,True
P057951,http://documents.worldbank.org/curated/en/259771468768012722/text/multi-page.txt,200,224885,c835e62be0897b1f1ef78eb272eaa19b9955b22c2f08db4ffde3730876345605,ok,True
P057952,http://documents.worldbank.org/curated/en/925281468768560491/text/multi-page.txt,200,310251,2dbc781fd2bacc3f42151b4bc5bbe94cdb45bfb3bf22e1f4f05b15206bddb590,ok,True
P057953,http://documents.worldbank.org/curated/en/555901468777299385/text/multi-page.txt,200,154107,4d313abc4865afa631674352a90f0495b39ea6b6b22c8c2d5d30ba99475c80bd,ok,True
P057959,http://documents.worldbank.org/curated/en/116651468768603812/text/multi-page.txt,200,155783,435c5e97dbff09f7638149427079cb59e160160872b279d193e2e091e510e73a,ok,True
P057960,http://documents.worldbank.org/curated/en/479581468780965699/text/multi0page.txt,200,343888,2431d3b08df1c19455c9f18013933bf7ed4fecad4e1934f9e88c1c2b9297cc3a,ok,True
P051856,http://documents.worldbank.org/curated/en/115411468770442899/text/multi-page.txt,200,63,eef4e57e1e359fd250e18a5122264957ab2db7d10e49aae4a76c9f9cad41c217,too_short,False
P057996,http://documents.worldbank.org/curated/en/265491468759900781/text/multi-page.txt,200,335320,fda2e2445dc1fffd0a427774a881e6ee8e8875c4cb666f97d1d7d6f3764b03e2,ok,True
P057997,http://documents.worldbank.org/curated/en/822471468771370353/text/multi-page.txt,200,196108,f85447611f833af366156ee2889cfd33c9e2da8649386eca7d0cecf7a7e86b28,ok,True
P057998,http://documents.worldbank.org/curated/en/672711468744074754/text/multi-page.txt,200,133248,830d99d384f31eecc477932d83a6f0773a0b8fbca7d585167792f4cfd7a5553d,ok,True
P058015,http://documents.worldbank.org/curated/en/327491468773698632/text/30707.txt,200,303464,01a121f1aa28d346d5bb924973e6cfe04788cbeda78989482034be345bd32252,ok,True
P058038,http://documents.worldbank.org/curated/en/300001468760173545/text/multi-page.txt,200,204620,08ad7246b2cae54147974375165675c68c207002bc17b5566a20679c3c218977,ok,True
P058050,http://documents.worldbank.org/curated/en/795591468757174717/text/multi-page.txt,200,187105,12df1ec25313e769919a672b562045f395d9c79940d0ac73cb866ca9f16f11ab,ok,True
P058056,http://documents.worldbank.org/curated/en/741411468758385720/text/multi0page.txt,200,73060,465ad6f47d1a4b06277279462646dda4501320f819dfa820f599457914531341,ok,True
P058067,http://documents.worldbank.org/curated/en/710601468760786494/text/multi0page.txt,200,258404,b9dc92ab0cc6b33548cc763722b7d3eb33c52feb1bec9383b7d8388430ece147,ok,True
P058070,http://documents.worldbank.org/curated/en/821791468781177914/text/multi-page.txt,200,250643,77c16f3872608a0646e7d5ea06004946eaec0e34d8e5d9254e068f3f4d5aabec,ok,True
P058129,http://documents.worldbank.org/curated/en/738081468744098064/text/multi-page.txt,200,131001,b7359f198d18e0e653196a265b561c107b1c9113e4735fe0134bd6a57e7405b3,ok,True
P058202,http://documents.worldbank.org/curated/en/285881468776076694/text/multi-page.txt,200,500830,2a5964452bdb35ea3cf27351dc36dbe3244517049435a1da44c920e099915ffa,ok,True
P058284,http://documents.worldbank.org/curated/en/181571468776051063/text/multi-page.txt,200,113258,896c7dc1000c9f84444f6c4be0ba6317a2d261264ebe0c154f3de1a3430093ed,ok,True
P058308,http://documents.worldbank.org/curated/en/490961468769241394/text/multi-page.txt,200,130941,5312131fc90a8b2e54fc097fcb60439a91c559de990bad6d652912a716058cc9,ok,True
P058358,http://documents.worldbank.org/curated/en/919501468759601777/text/multi-page.txt,200,180768,699f8b3d61aa3d9332440f85abd0fc8ae71c2e91cbb55560a893262d7b86acd6,ok,True
P058468,http://documents.worldbank.org/curated/en/747151468742543647/text/multi-page.txt,200,172633,b84d75332ebe491e0ae8881be0bf7c779ea583cfc24cbd2ab6206a976430c475,ok,True
P058476,http://documents.worldbank.org/curated/en/342391468772475807/text/multi-page.txt,200,463480,3fd869600e93cff8f378b4ec330fee04f72435819c6f2cf57dbb54838844b460,ok,True
P058503,http://documents.worldbank.org/curated/en/456731468743799662/text/multi0page.txt,200,472614,0ea304c5ea8baf5c290c2cfdc1ef4b51e93461b69d12c0a57c2c66fb654bba27,ok,True
P058512,http://documents.worldbank.org/curated/en/311701468743173075/text/multi-page.txt,200,324213,0011b2ddcaa8906232e3d42b39cfdd25a40a367b381ae582dcddab07b1a8208c,ok,True
P058520,http://documents.worldbank.org/curated/en/859301468772216611/text/multi0page.txt,200,256801,7a789b977844d7e0caac2defeb5aed92f62eab1ba975311b6a06f84bfa7bed51,ok,True
P058521,http://documents.worldbank.org/curated/en/873371468767980151/text/multi0page.txt,200,302111,cc5ee03cc44f20f2b545465415a86c1fa773995d3ddc00a74b607cb0d663f757,ok,True
P058526,http://documents.worldbank.org/curated/en/131241468741885005/text/multi-page.txt,200,141886,2d1d509843882b05e3487fa51606d03a85f7b805ab6baf66004757f1c45eadc8,ok,True
P058627,http://documents.worldbank.org/curated/en/659281468761952620/text/multi-page.txt,200,295879,8ae086440b61bb83cb28394a4bb406d413c24da5c244570b157400a8c9719a10,ok,True
P058681,http://documents.worldbank.org/curated/en/391071468756325472/text/multi-page.txt,200,190093,e89fe0b76ce0d1a9f54e5a88cdb315d4729e915485fe85b080de3f988c835930,ok,True
P058683,http://documents.worldbank.org/curated/en/587811468780609549/text/multi-page.txt,200,286913,2d21ff84fb52db90200c09b70f97302bcd9e320337290abd10d46a763029c2cc,ok,True
P058684,http://documents.worldbank.org/curated/en/573471468763473544/text/multi-page.txt,200,137273,e878bc0e81637c4436aa912f9a53b7b39d32c5f0ca650b5d12307f59aac8a6d7,ok,True
P058706,http://documents.worldbank.org/curated/en/921601468778211730/text/multi0page.txt,200,341678,6e94599b1613781f7802404f42217d64785bd2d62501dd378d701d39997720c7,ok,True
P058724,http://documents.worldbank.org/curated/en/576381468744339198/text/multi0page.txt,200,166134,5584e9b849f13c0321c10d673fb327c267ad65c9e935f407374546cee97720d9,ok,True
P058730,http://documents.worldbank.org/curated/en/284131468761111997/text/multi-page.txt,200,184218,93e66b7fe68ec6c8ee0017988ea271d4eed6adfce2f5394ad311e8184b4c7311,ok,True
P058770,http://documents.worldbank.org/curated/en/807611468774562384/text/multi-page.txt,200,150232,1c00b40d09b5fbe2a087ddc1bc9bd5d588ee5c47885c9d8586fef6571059cda5,ok,True
P058841,http://documents.worldbank.org/curated/en/467751468769854636/text/multi-page.txt,200,183743,8ba0a5f6cd80525d45175a1643d2541d81ea0349f7c5abdc225a48eb5ffe62ee,ok,True
P058842,http://documents.worldbank.org/curated/en/783811468776053756/text/multi-page.txt,200,375912,36ebcecaf7f192dd27d4ca0de5a9f8f6cce4284a37ad7d94ecbbf137028d2e0e,ok,True
P058843,http://documents.worldbank.org/curated/en/768041468743121101/text/multi-page.txt,200,309044,2201f0f5886125a91f010bfa1ebeb1c3c043ae37f8bc18103fd80db3fcfdbded,ok,True
P058844,http://documents.worldbank.org/curated/en/482471468744042094/text/multi-page.txt,200,297844,79ca93c0b8481951afdf618f9a922eb3cc072298c097573b341420cec52fa947,ok,True
P058845,http://documents.worldbank.org/curated/en/885291468746679602/text/multi0page.txt,200,291794,09566c9c14b992478c0270011b9aee9411e8bceb84e41635b358a50b06f46ab4,ok,True
P058846,http://documents.worldbank.org/curated/en/406991468769215538/text/multi0page.txt,200,360785,85c97a3cb892f93e980d9dcb263842bc1c75784bc405c4f829169f49a32441e9,ok,True
P058847,http://documents.worldbank.org/curated/en/962101468746670423/text/multi0page.txt,200,380160,bafeb349ab5e4c6fbb8f1cfc243033d2bdc578e32f1d3c285fdaf9742f8aff3c,ok,True
P058877,http://documents.worldbank.org/curated/en/226861468764394627/text/multi0page.txt,200,168734,bd00410d0951c5f7746907627a9b5cce19778bb278b2ee551c00d618bc9c6709,ok,True
P058898,http://documents.worldbank.org/curated/en/320351468761049832/text/multi-page.txt,200,336633,ad127f93dd522a83a4dccc1b07bf2a096f5f1620769d1045aab680be096297c8,ok,True
P058969,http://documents.worldbank.org/curated/en/600271468742873324/text/multi-page.txt,200,145510,82c0d2258a6fecc38fb8e6fdf2117f194bbb24c02e4580a5b4fd3617cbda8882,ok,True
P059073,http://documents.worldbank.org/curated/en/968621468778762476/text/25249.txt,200,298684,3f9cbde451224c1f1c220ec11f8803422887aaee29086dbb149c5016f61eacfb,ok,True
P059127,http://documents.worldbank.org/curated/en/200721468760809063/text/multi-page.txt,200,153318,ec59145d4f9c9e0b41a02c1b176f9e8cca170004b874fdf570207996c829dad7,ok,True
P059143,http://documents.worldbank.org/curated/en/991281468740965699/text/multi-page.txt,200,234394,e84d8c730491ae789995b86faa8d620030ac17594036e07ebfcc1ae4f23f7c05,ok,True
P059161,http://documents.worldbank.org/curated/en/428161468756308988/text/multi0page.txt,200,319016,37a5cf7ba6680cc105840e5ad6bf0427dcb8c5feab5bda0f1433318ee2b003c1,ok,True
P059223,http://documents.worldbank.org/curated/en/461061468765563476/text/multi-page.txt,200,199780,e20f130cb6ee67f7e96d9bdb43588cb1fbceac75b878af998ae071449ea53386,ok,True
P059242,http://documents.worldbank.org/curated/en/769551468752699039/text/multi-page.txt,200,292663,ab9e14807f929b2524378a4b9c37bc11277a4221426a390f9bfa1358701367cd,ok,True
P059305,http://documents.worldbank.org/curated/en/567571468752968908/text/multi-page.txt,200,113203,7aa80f3f2a5a462c9d3831c320c483a7bb0970502fd2d352cd02328c7f52e107,ok,True
P059477,http://documents.worldbank.org/curated/en/330751468771710113/text/multi-page.txt,200,423054,66847bbd44401729080e1a81b391b5ca437887f53d7281086113eb0dc52f59cd,ok,True
P059481,http://documents.worldbank.org/curated/en/407621468768018135/text/multi-page.txt,200,179107,a2eef33ae85b59a3b6720f053bc70d1403a38f631889fe86f7bae998ee5bcdd1,ok,True
P059501,http://documents.worldbank.org/curated/en/273781468756598149/text/multi-page.txt,200,192473,45bf9aa8cdd7c6e4536d8009551b602a21030a0376388143990d9ac9982cf3cb,ok,True
P059510,http://documents.worldbank.org/curated/en/573821468770709799/text/multi-page.txt,200,282422,3062549302ed833bcf54399c9f3ca7b6f254ba1bab3c06d71bdb18ef968b3786,ok,True
P059565,http://documents.worldbank.org/curated/en/325191468743809270/text/multi-page.txt,200,282083,22025991b9b960f2271dd810cf98199873ed0a26268a81029af5e281d3911c0f,ok,True
