projectid,txturl,http_status,text_bytes,text_sha256,status,cached
P083499,http://documents.worldbank.org/curated/en/913931468054536810/text/282710MK.txt,200,219010,f5bf84338768d3a5269cbbc7c0e43926607b4c1ab65b5c78e879bed7197a84b9,ok,True
P083533,http://documents.worldbank.org/curated/en/396271468770133842/text/27987.txt,200,265467,29c84b83de728509a7262d4b10bbeaecb1879ad228bde97e3098401b4e764a91,ok,True
P083543,http://documents.worldbank.org/curated/en/958171468774557824/text/29024.txt,200,339054,a07468f45135a812b7c2094e1a5a9e83cea375de1fcae3f5ea532420feee578a,ok,True
P083581,http://documents.worldbank.org/curated/en/793231468317335699/text/39434.txt,200,476295,ba447a9babb44a3eff8590eb749a732e2ca86e7e3467ae7ab9e3c0004220d484,ok,True
P083588,http://documents.worldbank.org/curated/en/918401468311078585/text/39432.txt,200,402942,3d537ffb4d22e917f574603186f89e57a0e92391afb47959a5871d6a5a62defc,ok,True
P083609,http://documents.worldbank.org/curated/en/105051468303662991/text/343140Senegal010Box303501B01PUBLIC1.txt,200,265814,1f47e1efaf0a4e04fa6cd02407a2f5bd773af0c244dca86f6e382a132ac452f5,ok,True
P083620,http://documents.worldbank.org/curated/en/175501468776759128/text/279200RO0R20041020211.txt,200,260750,db5cddcff711909dc4195ce623cd9d8363cf7f570b6095565fa022901bca361f,ok,True
P083702,http://documents.worldbank.org/curated/en/187891468112459816/text/324280rev.txt,200,325755,bdf47a0697d5910d45c9ba3ac934f3965a9c57ded861dd32764764a1744eace8,ok,True
P083704,http://documents.worldbank.org/curated/en/872531468755951709/text/278170.txt,200,119212,90c632066db6de1447a5eea36543ce7166b350267653d8114b8224789fffe389,ok,True
P083742,http://documents.worldbank.org/curated/en/808121468052745566/text/35224core.txt,200,406161,2c5bf1a99ac76a7481bd83e83bd4e1cc2084c547ac0eb491be11d53943cc0a16,ok,True
P083751,http://documents.worldbank.org/curated/en/402041468203976468/text/35554.txt,200,339434,579dbfbe1f7637029dcc6b9f73152e30f77f02b0f6f8808fe0f0498b824d8332,ok,True
P083767,http://documents.worldbank.org/curated/en/539181468338527869/text/31744.txt,200,281308,51c3c790ca67f2702737af067ac84327f58e17ec359fe1effe3165cce9ed2bc4,ok,True
P083780,http://documents.worldbank.org/curated/en/521631468033574527/text/31839a.txt,200,306062,46d1aa02e4f8e4865cafc8b74e6500cdbdbe281fc6f1e013169370591cf0cb2d,ok,True
P083809,http://documents.worldbank.org/curated/en/264431468779365334/text/296390UG.txt,200,372973,b85dad48142ec72538c5cfef148fa1cd3d0087f0cf1367d887078969a31081b8,ok,True
P083813,http://documents.worldbank.org/curated/en/587181468247844261/text/476350PAD0ZR0P101Official0Use0Only1.txt,200,361174,7afeae1fe232a1de87e8567966de173f3f88909a5044ef617ee3eda14012f317,ok,True
P083851,http://documents.worldbank.org/curated/en/387501468033714142/text/290650PAD0REPL101use0same0box0info1.txt,200,248491,94f7711b6dda10e11c66bcbdacb18ce9c360c26878c4a7789403a279099ea25c,ok,True
P083890,http://documents.worldbank.org/curated/en/833121468741010620/text/289930BD.txt,200,271638,96764eb1b1df05c1c1ffee7ce3c2e753d13cf3dfe82101b618efbe02b0dfe919,ok,True
P083904,http://documents.worldbank.org/curated/en/359501468243261096/text/473380PAD0P083101Official0Use0only1.txt,200,350917,71c19e0983bbf0450cc14012be89f8a1be9974149dc5bbd3848a3cb856285bbb,ok,True
P083923,http://documents.worldbank.org/curated/en/623451468289235649/text/316240rev.txt,200,333770,900e83e3287e5a47d8566d153d2e636e5a49ce6e2d0e89ba13a2bed2f1c1aedf,ok,True
P083929,http://documents.worldbank.org/curated/en/736551468286768403/text/32156.txt,200,281970,a461603038a1088b735370753d37604ffad11638e7879658ee653f1714b44302,ok,True
P083932,http://documents.worldbank.org/curated/en/672131468763807868/text/304360LK.txt,200,245503,f22684dd0dd9f015f9829d5592aa448130f6ac528640dc35c3f59f3f7ea59a02,ok,True
P083952,http://documents.worldbank.org/curated/en/140501468061746346/text/35050.txt,200,264716,6bc794b55d5ad2ed2eb1b90058b1cd077fdce14bb14f28fa60a92909e6ab7cab,ok,True
P083965,http://documents.worldbank.org/curated/en/699371468199759199/text/320650Replacement0Box321402B01PUBLIC1.txt,200,376026,be79b07e127e4279f9dfb6cdc79cb66f1d012fa57a2dd271e2a6042cd9c8f2f3,ok,True
P083979,http://documents.worldbank.org/curated/en/879171468016758181/text/36796.txt,200,411674,b14c6adcaf31e5c094206e7828a42fbeabfc290d5beeb02c0ac3c4a36b62afd1,ok,True
P083997,http://documents.worldbank.org/curated/en/733351468015034561/text/353730PAD0P0831321466B0R20081001911.txt,200,628411,ed7cc51bc9e83465b1092ad265e24f370f941536633c0e895ed2806d38ad1b0e,ok,True
P084002,http://documents.worldbank.org/curated/en/204681468012627097/text/37979main.txt,200,275865,5ee8e9b41a96b88585e9cef8229a166af562ce50451034c423d10107e7e935ab,ok,True
P084015,http://documents.worldbank.org/curated/en/819811468749382039/text/29318.txt,200,257465,dc1c6e77c62525fb98a3b61cd8f9fbaa5d66338a40047024dc9888a16ffe61a4,ok,True
P084022,http://documents.worldbank.org/curated/en/337291468104339062/text/34941.txt,200,335320,83452a83c07a36a17f0ee6a3517a239c3fbb354c79a5ee5a7bcfc2248ece02f3,ok,True
P084027,http://documents.worldbank.org/curated/en/854481468021262405/text/39597.txt,200,278541,844f30ec5841be03345cb2e5d117d84a470e0525e98a92325f5b7896e2c0e0f8,ok,True
P084035,http://documents.worldbank.org/curated/en/228351468310170942/text/32313a.txt,200,249256,d88994293003bc2c1a48e9446464f3783837874f68cd1f05375a2755a284e7b5,ok,True
P084078,http://documents.worldbank.org/curated/en/631351468206955112/text/406750PAD0P084164B0IDA1R20081001111.txt,200,490550,eece34be481c206f6313b7de8b5dcb70e1676f6170903867079819467b6a5b6b,ok,True
P084148,http://documents.worldbank.org/curated/en/768281468271205122/text/339570rev0pdf.txt,200,360790,541315b27dc54f798669f57f597fd7ec1f7f669a0d1dbf61b77aa4d2bccbbc95,ok,True
P084160,http://documents.worldbank.org/curated/en/830551468012068244/text/433690PAD0P0841LY10IDA1R20081019311.txt,200,290792,33dcda1ad92f314bf43609557b37501e575609b1fa1cc6b01d85c7710b1a3d23,ok,True
P084219,http://documents.worldbank.org/curated/en/754261468758133757/text/27417.txt,200,194062,d514802bd4861c228b3da268794d57f9f24bd4a4e2acc6abb87ebac04b50042d,ok,True
P084302,http://documents.worldbank.org/curated/en/844541468146966055/text/37923.txt,200,557482,831fb152c0d350ba244e9403fa8d06408e008c3a2fd5e5bebc84adcf08f428e3,ok,True
P084315,http://documents.worldbank.org/curated/en/183431468770668309/text/272250KM.txt,200,207864,b156a497a4e1241c33cf281bd22eba09b587f86d3ca7547e73015af8a8849ef2,ok,True
P084317,http://documents.worldbank.org/curated/en/459991468770958851/text/299080COG.txt,200,369120,f929c9271ed14696439be46d526803d106d1437f9f01fb72b611f10de2fbd557,ok,True
P084404,http://documents.worldbank.org/curated/en/603251468191674194/text/39788.txt,200,488613,2e15eb1e04d382c0aab21647ba1387aa2954bb3731a865e568cd00d38895355f,ok,True
P084437,http://documents.worldbank.org/curated/en/873881468214816301/text/398250PAD0P0841e0only10R20081012511.txt,200,363576,1ea240327c4cd19e15b65cb2247476c3cea5d7df32c0e63405224556dbc8f934,ok,True
P084461,http://documents.worldbank.org/curated/en/378411468143390680/text/432980PAD0P08417365B01off0use0only1.txt,200,299218,1a207d57eee3e6a77d85017679a457844fb80c0f16392ccaf717ee10f27c852b,ok,True
P084580,http://documents.worldbank.org/curated/en/941771468116073568/text/334810rev0pdf.txt,200,325758,01ddc76612398d442df5fa22d156b87331a0d4439bfcda39cbff2967e5d94217,ok,True
P084583,http://documents.worldbank.org/curated/en/293011468049829331/text/27628.txt,200,482381,9d6fa0c350b64d394bdbe9580103d1723e3de740740de77ed02b01cac4b6d1b0,ok,True
P084596,http://documents.worldbank.org/curated/en/200781468201538834/text/28835.txt,200,172719,d5e012f9cafc513a05705de6a16cddae6b13a8dd28a7c7b081c6e5013c0f8bd6,ok,True
P084597,http://documents.worldbank.org/curated/en/584981468781161267/text/31450.txt,200,195380,917ae51b31cb99158f2ef6be3233c4ab7c4f1a6aa2386d7014f0efdb3fa21ee9,ok,True
P084604,http://documents.worldbank.org/curated/en/842541468115754433/text/32042.txt,200,288225,dd37429edf3c0bb61605aa07b0c9709abff3507a3a40754eb239d7a4feb0e36e,ok,True
P084605,http://documents.worldbank.org/curated/en/767551468302989382/text/376300PAD0P0841ly10GEF1R20081001011.txt,200,375018,87213e0df56796c27268fa6bf34ab652a03d16f519875c8e70f811772c721ec7,ok,True
P084608,http://documents.worldbank.org/curated/en/508831468282883927/text/435870PAD0P08410810013110Box327374B.txt,200,369451,f0e491c512b433d2859114102b662b02859ffbb4c0aa95fb3d366d11193fcb5e,ok,True
P084632,http://documents.worldbank.org/curated/en/115541468774704233/text/28140.txt,200,235935,98fab2554beb910200b2c7fbe707956d621807af4ec7bbf2f64941df1c78e90c,ok,True
P084742,http://documents.worldbank.org/curated/en/806431468024250094/text/31817.txt,200,506641,12bde14af8ad6b41c1e1158b4a0bd95d85596f1325adc92192a96dac3fe14695,ok,True
P084773,http://documents.worldbank.org/curated/en/104781468134093713/text/579100PAD0P0841OFFICIAL0USE0ONLY191.txt,200,754475,e22159a187a24934ed715d5b56bb40d7b3791c638fc744b6480149756c917e37,ok,True
P084787,http://documents.worldbank.org/curated/en/537011468006045329/text/429310PAD0P08417365B01off0use0only1.txt,200,591001,1c23cac8529aa1b842c793c62dd9df230aec02edc5408aea512277a72ef9fffc,ok,True
P077761,http://documents.worldbank.org/curated/en/411881468760553625/text/multi0page.txt,200,124,443f1f380f462980acd627b717cdb4a80e2102133ba9cc0e777f4a00aa3c7540,too_short,False
P076702,http://documents.worldbank.org/curated/en/411881468760553625/text/multi0page.txt,200,124,443f1f380f462980acd627b717cdb4a80e2102133ba9cc0e777f4a00aa3c7540,too_short,False
P084790,http://documents.worldbank.org/curated/en/139521468050066488/text/319970rev.txt,200,242916,7c6bfd97f8b8803d483b6cb7d4f1ad28a5316bc40eb67fe3d7ad9f9ba7c12da8,ok,True
P084792,http://documents.worldbank.org/curated/en/810011468771538345/text/295800IN.txt,200,295817,9072c87702d7bbb6a95110be4f6580fed0f72cbfe080857c430357a7d356fe04,ok,True
P084871,http://documents.worldbank.org/curated/en/523511468346744205/text/31608a.txt,200,251817,81922d631f107ea59119c9d029b6922b93a4298c47864682e11464f604f471ad,ok,True
P084831,http://documents.worldbank.org/curated/en/975381468770090858/text/27545.txt,200,244877,0fe6a00bb7802f47bc82adfd6ef0e57ee7331cfbad06e8be3ed175394e60e647,ok,True
P084874,http://documents.worldbank.org/curated/en/630521468214508629/text/386410PAD0P08417369B01off0use0only1.txt,200,338329,1eac1b20b00d311c06c71aeef778ab7084045e98bfe622e5b09b86c8125d155e,ok,True
P084967,http://documents.worldbank.org/curated/en/461151468143992650/text/37006.txt,200,469041,ff6d9e10104293d8c9e75dca6bff17bf1098d775cf6e523d7a8b35e851fe36b8,ok,True
P084977,http://documents.worldbank.org/curated/en/631651468302070188/text/34079.txt,200,487790,b00c48e8e491a26e967446e58f59d2ff0d122282b1d52ea8c822c91a064aa59f,ok,True
P085006,http://documents.worldbank.org/curated/en/304071468252579163/text/31985.txt,200,480675,2e24b089902ab3ee9b9b434bb3db46b665718916b809ca8bf591f9583488acf0,ok,True
P085007,http://documents.worldbank.org/curated/en/820901468773735144/text/29354.txt,200,257674,c9c1d9fcef5539db882655737a843f57c313b88a78199552b76c8097eb402f0f,ok,True
P085009,http://documents.worldbank.org/curated/en/465421468117836654/text/34082.txt,200,374095,0d7b69e4f72324420ace93cc032b9cdb55fe9827c688bb3a56d5788a81af748e,ok,True
P085080,http://documents.worldbank.org/curated/en/919371468127784844/text/323370rev.txt,200,274027,8759a1731bc243cf00a896072b79694c8bee4dd65982204ff45ace6c7f4d2950,ok,True
P085112,http://documents.worldbank.org/curated/en/342181468199782892/text/298320.txt,200,216782,010b5ff0ade80b985a4e3b90c9fa2ed78e280d9bb0a324dcaedbd7b2c3cf9127,ok,True
P085071,http://documents.worldbank.org/curated/en/799121468125973950/text/31753.txt,200,242144,fe813dba71ab6e430dad92a3d7ae6e22dc10df49a11023d401c01d97b00ff8f4,ok,True
P085124,http://documents.worldbank.org/curated/en/742801468011445283/text/34573.txt,200,188116,f9dbac7a6c5904ae42c66af667a80340157f49f8abf66d5b5305a73975b2c7c7,ok,True
P085230,http://documents.worldbank.org/curated/en/396301468742530936/text/280261BF10UA.txt,200,478850,3a54ef9f83c5c02c2c13704f7e9668025d8ef61554602a3523ba7327030157d9,ok,True
P085133,http://documents.worldbank.org/curated/en/885011468774896029/text/29910.txt,200,693633,0adc16d2235102415daf42a9f7a70e981d094b1baef4d156ad1bada7d0ccd8de,ok,True
P085302,http://documents.worldbank.org/curated/en/801051468746766357/text/2853200EC.txt,200,224175,5940cf0582f98b48bd0b99b4c97bba8d44eea0d64d51671fa2cf79c9373e36e8,ok,True
P085260,http://documents.worldbank.org/curated/en/552301468133798676/text/317350rev.txt,200,343548,0ded171c71fcc275822dd083b8b167eb9bb289ed95c00768c8fed8cef8c01e9a,ok,True
P085333,http://documents.worldbank.org/curated/en/151971468023450600/text/313220rev.txt,200,263070,b7f85ad6a5aed4db60c783bea16466fe7ca9e65859f8fa0c3544bba39aa3f640,ok,True
P085374,http://documents.worldbank.org/curated/en/397131468260378454/text/31644.txt,200,368626,b77c1cc8851fdd8dd3965272de8ff9f557a6c70ff13dccd2aff66f2c86c062c8,ok,True
P085376,http://documents.worldbank.org/curated/en/682261468015551934/text/414330PAD0P0851e0only10R20081012211.txt,200,280225,b7ccb671854357c9a4dd983de859c198e55b64bee94752514d93eaa564962173,ok,True
P085375,http://documents.worldbank.org/curated/en/261581468259740807/text/35503.txt,200,499612,8423e897b2c454eca07cde47ed46e931d1605abddf1dc434e3ac573d0f5ec253,ok,True
P085414,http://documents.worldbank.org/curated/en/114981468047701884/text/32453.txt,200,446500,cc6b2da2bde2c37cd7fa50949b3335065928d4dadf353a0e90429c61519442a3,ok,True
P085488,http://documents.worldbank.org/curated/en/289261468016794134/text/36072.txt,200,487940,a5ae5e6f73ca76af6a462ccd6d51747c5dccc261b0bd1b8e0d303e12c2e2240f,ok,True
P085593,http://documents.worldbank.org/curated/en/916751468049745830/text/317270rev0pdf.txt,200,410040,dbf097a02e447519f144798b6eadbb748f47110836967b5e8459f40d3e9b747b,ok,True
P085539,http://documents.worldbank.org/curated/en/352201468023661235/text/414140CR.txt,200,396137,88b3f357cf6d8f5026b90ff1198e5fa814faba8259a3dd7829b9e181ee060eb3,ok,True
P085561,http://documents.worldbank.org/curated/en/676191468317042517/text/357470R20061007711.txt,200,334977,a057cdc066d58ce1ddd62ceaa9cae8e3ca75cb14f2ebd890feaef776fa34fd49,ok,True
P085621,http://documents.worldbank.org/curated/en/358821468023422634/text/634300PAD0P0850isclosed0502301300SD.txt,200,176881,b128c70a72ee256710a390416c6d9995015cb85c34f287054fcc786bc58785f1,ok,True
P085708,http://documents.worldbank.org/curated/en/894131468764089916/text/29769SN.txt,200,323324,4d61e2a3361c2f5002ea55fad125224d0998d53b160262547a4e032a125ea9ff,ok,True
P085727,http://documents.worldbank.org/curated/en/380971468243545175/text/344720CO.txt,200,323102,4008d6dbbdf00bb1fd7858656bffb73f1839a5d34f0786d1d6018ebe24add9ba,ok,True
P085786,http://documents.worldbank.org/curated/en/875291468778511505/text/296640TA.txt,200,292208,871f6e4ca669a08786306991666ca64f4310536b026b32a5cd54172ebd772ba9,ok,True
P085752,http://documents.worldbank.org/curated/en/554921468311445208/text/360730IDA1R200110disclosed0June0161.txt,200,568173,c20e476317958cdd8e18c5f20e98b1e0ac968d51d3dd0f7b442d24b5463490d0,ok,True
P085851,http://documents.worldbank.org/curated/en/480081468774594547/text/290910MX.txt,200,351506,96b91661c32b15f18264ad2f9d36d1a759444f043f03aee0f5441d7da6c5ab51,ok,True
P086277,http://documents.worldbank.org/curated/en/956651468771054998/text/27919.txt,200,254300,2f995c5e14b8748c9ed48cec047fd5144840a7642a79ad386e6e9f8e9ac29a06,ok,True
P086169,http://documents.worldbank.org/curated/en/435491468288304283/text/33574.txt,200,233810,3e17f1251aa4d0a9545c6a28821faa9562b33eaf596bd4705715d0dd3d9c85ba,ok,True
P086294,http://documents.worldbank.org/curated/en/484071468234297628/text/39704.txt,200,584060,1d576d23b4567f0c1eb9367dbff5bba8124a98abea068d04fe09aa4cc065ec10,ok,True
P086308,http://documents.worldbank.org/curated/en/527681468347333252/text/385000Replacement0Box317466B01PUBLIC1.txt,200,322409,820be0a9ed805ba16f368b53b02c9fa8b10333aaa06ac66af8292862c653a33a,ok,True
P086313,http://documents.worldbank.org/curated/en/161151468303591241/text/411300PAD0P0861ly10IDA1R20081017911.txt,200,309393,fa14329cc216f6fa371377c42068ab98a06275f2bb447b8089171ec8966de0b5,ok,True
P086341,http://documents.worldbank.org/curated/en/852451468230345451/text/489940PAD0P086101Official0Use0Only1.txt,200,282275,b3bf30cc5c27d0a1ff306a696c6d1de93f76995405b1879573a5f71288149f39,ok,True
P086414,http://documents.worldbank.org/curated/en/488411468268833855/text/31884.txt,200,247308,15d2b06bd7e874a9fd6a56788e75f0339f8a99bcde8cba19fddb89742969d270,ok,True
P086379,http://documents.worldbank.org/curated/en/907291468245381693/text/319740revised.txt,200,195855,e729400769dee15dfd7156cb8c526aac998eeac64ffa523faad3203a9e14ec57,ok,True
P086411,http://documents.worldbank.org/curated/en/436651468116074032/text/32342.txt,200,271608,ce3edad23ba609ae53ed8e74208b585cce591d3f7c6c0a03fee972cb99539997,ok,True
P086469,http://documents.worldbank.org/curated/en/640771468760529904/text/279520SL.txt,200,154210,4835891671ab0d36d5a26649ba3f379317806bfa432355036efd084845e69182,ok,True
P086446,http://documents.worldbank.org/curated/en/789601468019237107/text/479950PAD0P086101Official0Use0Only1.txt,200,347855,b57617b931058a3713c353ebc216cb9738147c7c323bc06f10cf9f6b84fa963b,ok,True
P086480,http://documents.worldbank.org/curated/en/969001468759876683/text/302910SN.txt,200,494241,e34c014c3322ecb47a107af9562e7907ca9cb4a14206f5eadfc91d59044230e4,ok,True
P086505,http://documents.worldbank.org/curated/en/626861468746715717/text/31446.txt,200,248960,2f0586b38d08d791453d9fd9766036596c48ae4d3f3924e770bd5df2e25b5ecc,ok,True
P086508,http://documents.worldbank.org/curated/en/845281468329997432/text/414230PAD0P08617369B01off0use0only1.txt,200,369339,825a802fe0bd28bf227646c6ae02bac5cf6df9b2d64e1c947b24d207af2335bb,ok,True
P086513,http://documents.worldbank.org/curated/en/670481468350143350/text/33265.txt,200,419061,cee354d83512366131e4ffc52370dfcb227b285cf9a5612afe7df491800fbde2,ok,True
P086518,http://documents.worldbank.org/curated/en/859171468752419800/text/30400.txt,200,261705,1a39f6a71e092dc350916884ff97e9e00e6daa13133e585d35aa7f2649dee235,ok,True
P086515,http://documents.worldbank.org/curated/en/411621468019258204/text/33496.txt,200,265546,435916f3aa068ee2d0b76c6ca80493b31303cbbfe774aeab1f40e30217b1c822,ok,True
P086528,http://documents.worldbank.org/curated/en/160701468115162840/text/511760PAD0P086101Official0Use0Only1.txt,200,439234,a91c997d9cd79a71a2e56a8b176588f71eaf5c4cf3dc5424604636df70ff4027,ok,True
P086629,http://documents.worldbank.org/curated/en/202081468239087419/text/30314.txt,200,413426,961d2212f857ba31320d9a41d2430859bc9dc96c5ce781bd06e6b629bd158a03,ok,True
P086661,http://documents.worldbank.org/curated/en/773171468743407429/text/28559.txt,200,252662,8bf1c60deb43d40ed65968a82abeb18b0b41bf32f1b196e1158ed8a6bad894b5,ok,True
P086660,http://documents.worldbank.org/curated/en/927541468108838147/text/529650PAD0P086101Official0use0only1.txt,200,485077,1d3e70e9ef7d8a1cd981bdb9e518274b362a7cad8d160cdecb99cca563757d6f,ok,True
P086664,http://documents.worldbank.org/curated/en/845361468761715271/text/290470OECS.txt,200,268013,7da75db6aa62213205dcf10ec429f212f02a8f2c7e9afe4fcbb1eca994bf80ee,ok,True
P086669,http://documents.worldbank.org/curated/en/458011468026400278/text/447520PAD0P0861E0ONLY10R20081019511.txt,200,278419,30a2323fde240d6f7caa143893a81acf8f264026cdf01c0fcabe6b0914379beb,ok,True
P086671,http://documents.worldbank.org/curated/en/932921468026371576/text/29914a.txt,200,154263,2a46a166b823239ea5c85490e5065eb5dba5ec1072ae04f307f4b3b9365087ae,ok,True
P086670,http://documents.worldbank.org/curated/en/269581468773695259/text/277600MK.txt,200,277363,91f1b7ef7942187dfeb2494e8e7308629db192d255a0dc53d2ffae1a9bfc614b,ok,True
P086689,http://documents.worldbank.org/curated/en/347411468012294471/text/285210rev.txt,200,167165,6235123b353f4b93925fe4414d5942780e8ffd963f23a3959ac792f838697dea,ok,True
P086694,http://documents.worldbank.org/curated/en/744671468770992197/text/29993.txt,200,177248,feeafb015af6a60e941c15097e965d13bde78211c986978eac0e7ae7dbf6f88d,ok,True
P086716,http://documents.worldbank.org/curated/en/587301468780905454/text/30697.txt,200,297006,2447ccd45c3883be96d6662d89f0c2830da10abd29f0b602254d745e47b1a29c,ok,True
P086747,http://documents.worldbank.org/curated/en/490701468759574790/text/285420LK.txt,200,325163,15ed11e2f3704cc2e3fff8dc9fc75a1e78e8132da5e42c1868b42193d2aea67a,ok,True
P086768,http://documents.worldbank.org/curated/en/552201468145748680/text/31771.txt,200,568967,240b64dc4272675c68ccead6acf7903e9457613a8aae0d07a93525ace9ef55c9,ok,True
P086775,http://documents.worldbank.org/curated/en/537921468040161738/text/32464.txt,200,380040,64f96a4348117a90d7e349d90ea79955948e3b60d366efc7c0857dc4f352c59c,ok,True
P086791,http://documents.worldbank.org/curated/en/484081468742544727/text/29019.txt,200,276354,d2d1f5901775925b3c8d82425e5ef637f6dd7a063b88f54bd5e4c329061bbe79,ok,True
P086807,http://documents.worldbank.org/curated/en/929911468007851360/text/322400REVISED010810IDASecM200810559.txt,200,318852,bfb23686f62378c330965bc7d806f1f69b796e672a5cd19a7ac5c902dc085f2a,ok,True
P086801,http://documents.worldbank.org/curated/en/964961468334857145/text/31844.txt,200,553362,189620cb3cd046e2ef80f84057f3c180759f50772ad28875af7dae4c1f1644b9,ok,True
P086865,http://documents.worldbank.org/curated/en/281161468345853788/text/350300rev0pdf.txt,200,361404,4c5d16c3a6ef298292b827bb57dd205813e7f7e22f07990d6c848b5f2e14b687,ok,True
P086886,http://documents.worldbank.org/curated/en/163711468169460076/text/33015.txt,200,292857,902613fbe890d307faba2aa4d85ce657f8e3bba0daebfe7bdd5751a1a92adbe2,ok,True
P086877,http://documents.worldbank.org/curated/en/545611468277153005/text/33881.txt,200,249095,839e03ac8c83c6b91f3f1c7f7e6353f9844eef2de1f449deba00701449187bcf,ok,True
P086949,http://documents.worldbank.org/curated/en/456381468763216380/text/302741RO0CORR.txt,200,307596,ecb8ecce110550cf16f22c684a9a4bb1186835faa68bdac2368a731dbf941808,ok,True
P086953,http://documents.worldbank.org/curated/en/656501468744278090/text/31581.txt,200,193838,50f24e2777a9a2f8937eea1987de236524517def72c19c88056ecc1092ad7e44,ok,True
P086994,http://documents.worldbank.org/curated/en/766031468258549138/text/302390rev0pdf.txt,200,204844,a4c6e55aa2a7a33656b01ea56fd79b42fb84d763b904f8ed1951aef238bd829c,ok,True
P087004,http://documents.worldbank.org/curated/en/368811468236642262/text/32170aIDA0R20050008301.txt,200,249794,3ae9da07909edb6d4298b5f3a074af343efa1925af33ef5ee0cd97e3140e1107,ok,True
P087003,http://documents.worldbank.org/curated/en/669691468768730180/text/31429.txt,200,261392,d6294b28ea22afa5eb009c55d7f76f59d06eb8b22415154cb1b83871b1df41c8,ok,True
P087011,http://documents.worldbank.org/curated/en/491561468206363954/text/32351a.txt,200,353164,084e6e4d7143437c47d8f1e6a0271afe99d275febdddf27bd9c82e73e5d2e742,ok,True
P087039,http://documents.worldbank.org/curated/en/136261468006911117/text/34479.txt,200,322923,ad72efe168582ec692dc0156a92049b6508e30a23ddeeafac3845deb9d7a2404,ok,True
P087038,http://documents.worldbank.org/curated/en/734611468286250120/text/33228.txt,200,642999,62d778d678fd03cbe946fdefd557c09eeb4a367e0565c9b1c3e25acc346e017c,ok,True
P087036,http://documents.worldbank.org/curated/en/969941468758340273/text/31493.txt,200,273134,7a890dc672568dde1bc5d410848eb45d8de7b810f68938ce1c54a08142de2aa8,ok,True
P087046,http://documents.worldbank.org/curated/en/366951468288942084/text/33009.txt,200,307324,d88bc1cf29df76624073db35df29729e0a0e77ee7a632fe084766f5e193a6b75,ok,True
P087094,http://documents.worldbank.org/curated/en/344691468006652463/text/399520PAD0P07917374B01off0use0only1.txt,200,326745,f3dacce4446f5edb98c938d27051212ca1f460baad149332da87b48e05dc4d13,ok,True
P087106,http://documents.worldbank.org/curated/en/169031468255267744/text/37995.txt,200,331655,62b95e4cb0fa12d5cf8f997cdf5ed5d3c7cd255b4e2592954734628ce694a1a5,ok,True
P087140,http://documents.worldbank.org/curated/en/243521468297313818/text/483460PAD0P08710Box338913B01PUBLIC1.txt,200,416959,8288ca48661430c0d58af3d08a19a0c2a7f788089e837fd794d675214c2e0490,ok,True
P087150,http://documents.worldbank.org/curated/en/949651468768573099/text/30208.txt,200,215437,2e272defd3e6b463e6ccd32cd8bafed33003b6a1ed86f34b504f696b93af64bf,ok,True
P087145,http://documents.worldbank.org/curated/en/372281468303098319/text/470600PAD0P0871ly10IDA1R20091023611.txt,200,496251,18e7b26da41d100e0b037da1bfcb7bad72a2c3375c5f88ced3581f9e3916499d,ok,True
P087180,http://documents.worldbank.org/curated/en/877021468774568537/text/28176.txt,200,219386,78c8182e242c4c2b35176ffd8ce3c7a7c5c13b25e6e656cedaccbb434723d2f0,ok,True
P087152,http://documents.worldbank.org/curated/en/588721468774595184/text/289290MX.txt,200,346093,9ab25bdd9fef8795b819b5e5ae9d4126435d31242b5c46180cfe9840fc9e756d,ok,True
P087154,http://documents.worldbank.org/curated/en/620051468312031816/text/37385.txt,200,478304,df1b878db6ad62c753a577ac450780445c2b41b191befff76b6f8d345e45051d,ok,True
P087203,http://documents.worldbank.org/curated/en/159371468759591558/text/285490SL.txt,200,339347,575a33b5b34bf291ef95b571d5f2ac3d80d0296d78b538c023a9473c05e6a0cf,ok,True
P087304,http://documents.worldbank.org/curated/en/114331468334916903/text/434410PAD0P087101Official0Use0Only1.txt,200,463200,5dbdacc3ea260fc8d8661cf5045a6ecdd305d0cd0fac5142c9bed4ba93e2c9d0,ok,True
P087224,http://documents.worldbank.org/curated/en/433671468025136391/text/404230PAD0P087101official0use0only1.txt,200,1175728,4ef63ba724c16ba8a857209192de36e367b7bee34d81f5906d661067be0e0c7d,ok,True
P087347,http://documents.worldbank.org/curated/en/279391468285928046/text/33174.txt,200,374803,43b2f834651c5dee1b70d200099b01a3c8486dbac15964b297dd508229ce353e,ok,True
P087470,http://documents.worldbank.org/curated/en/199061468777310964/text/287860YF.txt,200,198435,4934f3c5a3d82d7ac76c8070df18d1d1a83dc25513a67df511ca8a152db972f9,ok,True
P087620,http://documents.worldbank.org/curated/en/472911468742876199/text/28562.txt,200,164033,646dda7fbe9fa0c4469d64721d6a8eb52a71eaabfbadf51ddfcf5495e439f013,ok,True
P087479,http://documents.worldbank.org/curated/en/929701468272076582/text/326290IDA1R20061019811.txt,200,604965,bc8271770a1a29ac32bfee15c16f2c610426416d2822b1dfcf96eac5603c9891,ok,True
P087641,http://documents.worldbank.org/curated/en/432551468768578586/text/30251.txt,200,187016,fae2a1310cc239b64f02f1f2e7284081b4da1f4ffa326522459901fb1693dacf,ok,True
