name,url,path,bytes,sha256,http_status
ieg_ratings_csv,https://financesonefiles.worldbank.org/f-one/DS00053/RS00055/IEG_World_Bank_Project_Performance_Ratings.csv,/Users/maxghenis/ThesisInstitute/procurement/data/raw/worldbank/ieg/IEG_World_Bank_Project_Performance_Ratings.csv,3305163,d8216727f0507e736ec6f008dc083a41fc57aac2ea5fc7ce39ad3f73bd5e364c,200
govtech_xlsx,https://datacatalogfiles.worldbank.org/ddh-published/0038056/DR0095723/WBG_DG-GovTech_Projects_Nov2025.xlsx,/Users/maxghenis/ThesisInstitute/procurement/data/raw/worldbank/govtech/WBG_DG-GovTech_Projects_Nov2025.xlsx,3808135,0f7b558df47625bb4d32c3ee32fe539529ba105403d5fca9dfd66decbc5fef1b,200
