projectid,txturl
P131550,http://documents.worldbank.org/curated/en/682121468261278300/text/PAD6480PAD0P13010Box379877B00OUO090.txt
P131558,http://documents.worldbank.org/curated/en/566821468177570152/text/PAD7660PAD0P1300OUO0900R20140017101.txt
P131592,http://documents.worldbank.org/curated/en/280411468061146235/text/PAD7620PAD0P13010Box385299B00OUO090.txt
P131655,http://documents.worldbank.org/curated/en/362221468291332192/text/PAD11690PAD0Mu000Box385386B00OUO090.txt
P131659,http://documents.worldbank.org/curated/en/379011468026983176/text/PAD5530PAD0IDA000PUBLIC00Box379808B.txt
P131660,http://documents.worldbank.org/curated/en/987881468300553401/text/PAD3620PAD0P13010Box385222B00OUO090.txt
P131709,http://documents.worldbank.org/curated/en/870061468122652490/text/818570PAD0P1310isclosed0110801300SD.txt
P131765,http://documents.worldbank.org/curated/en/553861468267360704/text/PAD4700P131765010Box385177B00OUO090.txt
P131778,http://documents.worldbank.org/curated/en/655001468184739502/text/PAD1037-REVISED-GEF-R2015-0014-2-Box393178B-OUO.txt
P131825,http://documents.worldbank.org/curated/en/427731468316154123/text/823180PAD0IDA0010Box385188B00OUO090.txt
P131850,http://documents.worldbank.org/curated/en/596411468285325559/text/733290PAD00P130IC0disclosed09020140.txt
P131965,http://documents.worldbank.org/curated/en/414931468286479626/text/PAD7720PAD0P13010Box385345B00OUO090.txt
P131973,http://documents.worldbank.org/curated/en/249411468291324138/text/787600PAD0Nige0100OUO0900Box379825B.txt
P132123,http://documents.worldbank.org/curated/en/171141468200341260/text/PAD4150PAD0P13010Box385412B00OUO090.txt
P132154,http://documents.worldbank.org/curated/en/602451468010856707/text/742790PAD0P132010Box377322B00OUO090.txt
P132157,http://documents.worldbank.org/curated/en/732451468309869949/text/PAD8350PAD0P13010Box385222B00OUO090.txt
P132173,http://documents.worldbank.org/curated/en/137201468042003514/text/763460PAD0P132010Box382077B00OUO090.txt
P132268,http://documents.worldbank.org/curated/en/833251468110957876/text/846580PAD0P1320Box382143B00PUBLIC0.txt
P132270,http://documents.worldbank.org/curated/en/289641468239978258/text/840380PAD0P132010Box385166B00OUO090.txt
P132277,http://documents.worldbank.org/curated/en/387481468260128466/text/PAD5330P132277010Box385199B00OUO090.txt
P132289,http://documents.worldbank.org/curated/en/874211468290710744/text/748610PAD0P132010Bpx374388B00OUO090.txt
P132306,http://documents.worldbank.org/curated/en/862461468097181661/text/767300PAD0P13200IDA0R201300117010SD.txt
P132308,http://documents.worldbank.org/curated/en/328361468179033883/text/PAD616-PAD-P132308-IDA-R2016-0052-1-Box394877B-OUO-9.txt
P132314,http://documents.worldbank.org/curated/en/991691468038931790/text/722840PAD0R2010osed0201301300SIMULT.txt
P132317,http://documents.worldbank.org/curated/en/494411468296969716/text/Philippines-Rural-Development-Project.txt
P132381,http://documents.worldbank.org/curated/en/468231468174537734/text/PAD5720PAD0P13010Box385222B00OUO090.txt
P132405,http://documents.worldbank.org/curated/en/671631468292230996/text/PAD4440PAD0P1324050Box382141B00PUBLIC0.txt
P132418,http://documents.worldbank.org/curated/en/632631468258842038/text/PAD10460PAD0P1010Box385378B00OUO090.txt
P132443,http://documents.worldbank.org/curated/en/254531468054586854/text/PAD5670PAD0P13010Box385355B00OUO090.txt
P132515,http://documents.worldbank.org/curated/en/234131468179340002/text/PAD1337-PAD-P132515-Box393255B-OUO-9-R2015-0228-1.txt
P132617,http://documents.worldbank.org/curated/en/538831468010906215/text/779500PAD0P132010Box377322B00OUO090.txt
P132621,http://documents.worldbank.org/curated/en/339241468028779314/text/PAD9880PAD0P13010Box385445B00OUO090.txt
P132623,http://documents.worldbank.org/curated/en/938921468035436516/text/PAD5980REVISED00disclosed0120100140.txt
P132634,http://documents.worldbank.org/curated/en/923321468198848579/text/764830PAD0P1320disclosed060701300SD.txt
P132652,http://documents.worldbank.org/curated/en/760261468175774922/text/PAD7900PAD0P13010Box385222B00OUO090.txt
P132667,http://documents.worldbank.org/curated/en/459301468204890551/text/PAD7950P132667010Box382153B00OUO090.txt
P132698,http://documents.worldbank.org/curated/en/661811468169771793/text/PAD8880PAD0P13010Box385222B00OUO090.txt
P132748,http://documents.worldbank.org/curated/en/685701489888842407/text/China-DevMktBased-PAD-03022017.txt
P132750,http://documents.worldbank.org/curated/en/301361468297892179/text/822260PAD0P132010Box379877B00OUO090.txt
P132775,http://documents.worldbank.org/curated/en/266241468028780279/text/PAD9440PAD0P13010Box385445B00OUO090.txt
P132821,http://documents.worldbank.org/curated/en/929951467990389076/text/Congo-Democratic-Republic-of-Fifth-Phase-of-the-Central-African-Backbone-Program-Project.txt
P132833,http://documents.worldbank.org/curated/en/923001467990996299/text/PAD1265-PAD-IDA-R2016-0064-1-OUO-9.txt
P132846,http://documents.worldbank.org/curated/en/292561468050687641/text/PAD11870PAD0P1010Box385454B00OUO090.txt
P132873,http://documents.worldbank.org/curated/en/536511468242658181/text/PAD9200PAD0P13010Box385414B00OUO090.txt
P132944,http://documents.worldbank.org/curated/en/320511541065030739/text/PAD1450-PAD-PUBLIC-Nov-22-2015-Afghanistan-Naghlu.txt
P132979,http://documents.worldbank.org/curated/en/320711468253480045/text/PAD5600PAD00P10PUBLIC0002014011012.txt
P132982,http://documents.worldbank.org/curated/en/322411468010216105/text/913510PAD0P132010Box385444B00OUO090.txt
P133000,http://documents.worldbank.org/curated/en/657531467998209382/text/PAD1144-PAD-R2015-0081-1-P133000-Box391434B-OUO-9.txt
P133017,http://documents.worldbank.org/curated/en/637781468025486321/text/PAD8090PAD0P130OFFICIAL0USE0ONLY090.txt
P133018,http://documents.worldbank.org/curated/en/226451468213000329/text/PAD9010PAD0P13010Box385316B00OUO090.txt
P133021,http://documents.worldbank.org/curated/en/747321468236645947/text/PAD8800PAD1330010Box385199B00OUO090.txt
P133069,http://documents.worldbank.org/curated/en/888871468018632687/text/PAD7470PAD0P13010Box385316B00OUO090.txt
P133079,http://documents.worldbank.org/curated/en/773661468030571230/text/replacement0IDA0R20140003801.txt
P133114,http://documents.worldbank.org/curated/en/405091468213000602/text/PAD7140P133114010Box382166B00OUO090.txt
P133116,http://documents.worldbank.org/curated/en/956941468220182643/text/PAD6970PAD0P13010Box385316B00OUO090.txt
P133117,http://documents.worldbank.org/curated/en/533011468241173973/text/PAD10420PAD0P1010Box385386B00OUO090.txt
P133129,http://documents.worldbank.org/curated/en/993911468209985482/text/PAD6220PAD0P13010Box385389B00OUO090.txt
P133133,http://documents.worldbank.org/curated/en/621921468257058351/text/PAD5250PAD0P13010Box379865B00OUO090.txt
P133184,http://documents.worldbank.org/curated/en/227411468178168566/text/770270PAD0P133010Box377288B00OUO090.txt
P133193,http://documents.worldbank.org/curated/en/584531467993214019/text/PAD535-PAD-P133191-PUBLIC-Box393259B-PAD-Cronicas-RVP-Approved-May-15.txt
P133195,http://documents.worldbank.org/curated/en/197581467999700114/text/PAD5570PAD0P13010Box385356B00OUO090.txt
P133226,http://documents.worldbank.org/curated/en/902631468055497127/text/PAD5490PAD0P13010Box385166B00OUO090.txt
P133261,http://documents.worldbank.org/curated/en/354751468219305169/text/PAD6490PAD0P13010Box385321B00OUO090.txt
P133288,http://documents.worldbank.org/curated/en/203311467994594604/text/PAD8340PAD0P13010Box385454B00OUO090.txt
P133305,http://documents.worldbank.org/curated/en/512271467996734100/text/PAD1581-PAD-P133305-IDA-R2016-0091-1-Box394887B-OUO-9.txt
P133312,http://documents.worldbank.org/curated/en/182131468000919884/text/PAD914-PAD-P133312-GEF-R2015-0010-1-IDA-R2015-0131-1-Box391445B-OUO-9.txt
P133326,http://documents.worldbank.org/curated/en/508641468190136880/text/PAD442-PAD-P133326-R2015-0109-1-Box391471B-OUO-9.txt
P133327,http://documents.worldbank.org/curated/en/142331468173952803/text/722930PAD0P1330Official0Use0Only090.txt
P133333,http://documents.worldbank.org/curated/en/160831468307457305/text/757520PAD0P133010Box377300B00OUO090.txt
P133338,http://documents.worldbank.org/curated/en/310031617648709433/text/Cameroon-Equity-and-Quality-for-Improved-Learning-Project.txt
P133352,http://documents.worldbank.org/curated/en/315101468257722869/text/PAD7670P133352010Box385199B00OUO090.txt
P133380,http://documents.worldbank.org/curated/en/972861468303276901/text/PAD3820P133380010Box385211B00OUO090.txt
P133424,http://documents.worldbank.org/curated/en/850861468167372860/text/811910PAD0P1330sclosed01101101300SD.txt
P133445,http://documents.worldbank.org/curated/en/145881468263676965/text/765030PAD0P1330isclosed0501301300SD.txt
P133446,http://documents.worldbank.org/curated/en/287251468046846430/text/PAD8320PAD0P13010Box385244B00OUO090.txt
P133456,http://documents.worldbank.org/curated/en/812241467988933579/text/PAD840-PAD-P133456-R2015-0039-1-Box385415B-OUO-9.txt
P133531,http://documents.worldbank.org/curated/en/176601468218989671/text/PAD7190P133531010Box382166B00OUO090.txt
P133557,http://documents.worldbank.org/curated/en/304271468122358474/text/673860PAD0P1330port0Project00Final.txt
P133590,http://documents.worldbank.org/curated/en/504911468115450273/text/PAD8000P133590010Box382156B00OUO090.txt
P133591,http://documents.worldbank.org/curated/en/667631468024616364/text/PAD6390P133591010Box382156B00OUO090.txt
P133597,http://documents.worldbank.org/curated/en/331891468304842737/text/839650PAD0P133010Box385177B00OUO090.txt
P133613,http://documents.worldbank.org/curated/en/981471468275116185/text/839940PAD0P133010Box385211B00OUO090.txt
P133620,http://documents.worldbank.org/curated/en/929241468056947115/text/826170PAD0P1330sclosed01102801300SD.txt
P133653,http://documents.worldbank.org/curated/en/180731468209952966/text/826400PAD0P133010Box379877B00OUO090.txt
P133703,http://documents.worldbank.org/curated/en/913891468318882172/text/PAD7740PAD0P13010Box385222B00OUO090.txt
P133705,http://documents.worldbank.org/curated/en/464361468005066524/text/PAD7220PAD0P13010Box385222B00OUO090.txt
P133731,http://documents.worldbank.org/curated/en/446471468262504691/text/878060PAD0P133010Box385222B00OUO090.txt
P133780,http://documents.worldbank.org/curated/en/915031468185036165/text/PAD614-PAD-Uganda-GPE-P133780-Final-PAD-PUBLIC.txt
P133803,http://documents.worldbank.org/curated/en/687551499565843778/text/INDIA-GEF-PAD-06212017.txt
P133828,http://documents.worldbank.org/curated/en/421351468031549537/text/PAD8620PAD0P13010Box385199B00OUO090.txt
P133829,http://documents.worldbank.org/curated/en/115821473965587777/text/PAD-disclosable-version-P133829-2016-09-09-09132016.txt
P143036,http://documents.worldbank.org/curated/en/469751468290714621/text/818630PAD0P143010Box385211B00OUO090.txt
P143055,http://documents.worldbank.org/curated/en/437581468265751164/text/PAD7540PAD0P14010Box385222B00OUO090.txt
P143064,http://documents.worldbank.org/curated/en/530841468263672030/text/837350PAD0P143010Box382121B00OUO090.txt
P143184,http://documents.worldbank.org/curated/en/523351468021251790/text/PAD7010PAD0P14010Bpx385271B00OUO090.txt
P143185,http://documents.worldbank.org/curated/en/405861468000593624/text/PAD1234-PAD-P143185-R2016-0041-1-Box394870B-OUO-9.txt
P143197,http://documents.worldbank.org/curated/en/471801468266165941/text/PAD7380REPLACE00900IDA0R20140000901.txt
P143274,http://documents.worldbank.org/curated/en/989511468047790706/text/809920PAD0P143010Box382156B00OUO090.txt
P143302,http://documents.worldbank.org/curated/en/749441468029355511/text/PAD6150P143302010Box385188B00OUO090.txt
P143307,http://documents.worldbank.org/curated/en/128481468186843607/text/PAD1320-PAD-P143307-OUO-9-IDA-R2016-0137-1-Box396260B.txt
P143334,http://documents.worldbank.org/curated/en/186291467998526269/text/PAD1057-PAD-P143334-R2015-0140-1-Box391497B-OUO-9.txt
P143382,http://documents.worldbank.org/curated/en/699721468260643178/text/761730PAD0P143010Box377322B00OUO090.txt
P143408,http://documents.worldbank.org/curated/en/764901468304502569/text/PAD5440P143408010Box382144B00OUO090.txt
P143417,http://documents.worldbank.org/curated/en/300131468229467498/text/PAD6550PAD0P14010Box385316B00OUO090.txt
P143492,http://documents.worldbank.org/curated/en/304061468007778444/text/PAD1067-PAD-P143492-Box393264B-PUBLIC.txt
P143580,http://documents.worldbank.org/curated/en/472661468005401980/text/PAD6760P143580010Box382153B00OUO090.txt
P143588,http://documents.worldbank.org/curated/en/211781468101070719/text/825790PAD0P143010Box382156B00OUO090.txt
P143594,http://documents.worldbank.org/curated/en/576721468055142791/text/PAD6290PAD0R20010Box385283B00OUO090.txt
P143650,http://documents.worldbank.org/curated/en/364941468035479517/text/PAD6520P143650010Box382156B00OUO090.txt
P143652,http://documents.worldbank.org/curated/en/637581468013200619/text/815290PAD0P143010Box379877B00OUO090.txt
P143751,http://documents.worldbank.org/curated/en/865381468034726161/text/PAD12380PAD0P1010Box391420B00OUO090.txt
P143774,http://documents.worldbank.org/curated/en/992211468015674641/text/768540PAD0P1430le0PAD00Nov040020130.txt
P143842,http://documents.worldbank.org/curated/en/506841476077511270/text/PAD634-PAD-P143842-Box396300B-PUBLIC-ACS.txt
P143843,http://documents.worldbank.org/curated/en/824431468305087652/text/833160PAD0P143010Box382121B00OUO090.txt
P143844,http://documents.worldbank.org/curated/en/738871468200349292/text/PAD8770P143844010Box385199B00OUO090.txt
P143849,http://documents.worldbank.org/curated/en/236521468025764060/text/810090PAD0P143010Box379877B00OUO090.txt
P143914,http://documents.worldbank.org/curated/en/153541468281948642/text/PAD6070P143914010Box382166B00OUO090.txt
P143915,http://documents.worldbank.org/curated/en/260731468169441577/text/759410PAD0P143010Box377322B00OUO090.txt
P143921,http://documents.worldbank.org/curated/en/861691468303018504/text/PAD4790PAD0P14010Box385222B00OUO090.txt
P143988,http://documents.worldbank.org/curated/en/860101468062087801/text/PAD5860PAD0P140official0use0only090.txt
P143993,http://documents.worldbank.org/curated/en/880721468014967385/text/PAD6060PAD0P14010Box382111B00OUO090.txt
P143995,http://documents.worldbank.org/curated/en/608061468199757617/text/PAD7440REVISED020Box385199B00OUO090.txt
P143996,http://documents.worldbank.org/curated/en/192281468260683606/text/PAD5230PAD0R200c00OUO0900Box377382B.txt
P144029,http://documents.worldbank.org/curated/en/886411468204578667/text/PAD10310PAD0P1010Box385319B00OUO090.txt
P144102,http://documents.worldbank.org/curated/en/387111468115145982/text/842950PAD0P1440ucherPADFinal0Oct03.txt
P144103,http://documents.worldbank.org/curated/en/315311468277759007/text/PAD7490PAD0P14010Box385244B00OUO090.txt
P144134,http://documents.worldbank.org/curated/en/126891468279864475/text/PAD4840PAD0P14064B00PUBLIC000Final.txt
P144135,http://documents.worldbank.org/curated/en/221451467991941204/text/PAD576-PAD-P144135-R2015-0177-1-Box393189B-OUO-9.txt
P144140,http://documents.worldbank.org/curated/en/233911468253466632/text/802930PAD0REVI00Box379839B00PUBLIC0.txt
P144183,http://documents.worldbank.org/curated/en/260081467999982011/text/PAD1077-PAD-P144183-OUO-9-GEF-R2015-0013-1.txt
P144269,http://documents.worldbank.org/curated/en/969041468194054884/text/PAD1235-PAD-P144269-R2016-0086-1-Box394886B-OUO-9.txt
P144270,http://documents.worldbank.org/curated/en/978151468025476761/text/PAD7360P144270010Box385199B00OUO090.txt
P144305,http://documents.worldbank.org/curated/en/423571468026085377/text/PAD5500PAD0P140pproved0Nov02602013.txt
P144335,http://documents.worldbank.org/curated/en/801711468306290657/text/781990PAD0P144010Box377322B00OUO090.txt
P144336,http://documents.worldbank.org/curated/en/724481467991987377/text/PAD600-PAD-P144336-PUBLIC-Box391449B-NWRMP-PHASE-1-DISCLOSABLE-PAD.txt
P144442,http://documents.worldbank.org/curated/en/371451468049756121/text/810840PAD0P144010Box379877B00OUO090.txt
P144447,http://documents.worldbank.org/curated/en/583011468268510722/text/PAD7430P144447010Box385199B00OUO090.txt
P144489,http://documents.worldbank.org/curated/en/342281468026944926/text/768570PAD0EC0R0Box0377365B00PUBLIC0.txt
P144531,http://documents.worldbank.org/curated/en/266301468029345024/text/PAD8210PAD0P14010Box385299B00OUO090.txt
P144597,http://documents.worldbank.org/curated/en/697791467994622850/text/PAD1484-PAD-P144597-R2015-0208-1-IDA-R2015-0272-Box393223B-OUO-9.txt
P144614,http://documents.worldbank.org/curated/en/360221468251118158/text/PAD6100P1446140B00PUBLIC050101400SD.txt
P144637,http://documents.worldbank.org/curated/en/347231468188954947/text/PAD1199-PAD-P144637-IDA-R2015-0247-1-Box393201B-OUO-9.txt
P144688,http://documents.worldbank.org/curated/en/822301468009009546/text/PAD10580PAD0P1010Box385412B00OUO090.txt
P144700,http://documents.worldbank.org/curated/en/851311468009974360/text/PAD9280PAD0P14010Box385244B00OUO090.txt
P144715,http://documents.worldbank.org/curated/en/974081516362350557/text/PAD519-PAD-P144715-PUBLIC-Final-PAD-02-26-2014-1393415742137-003.txt
P144726,http://documents.worldbank.org/curated/en/196521468185040019/text/PAD952-PAD-UPLOAD-NEW-VERSION-revised-Box391445B-OUO-9-UPDATE-BOARD-NUMBERS-IDA-R2015-0119-2.txt
P144832,http://documents.worldbank.org/curated/en/192391467990997851/text/74924-PAD-P143193-PUBLIC.txt
P144856,http://documents.worldbank.org/curated/en/415261475216228549/text/PAD713-PAD-P144856-Box396309B-PUBLIC.txt
P144893,http://documents.worldbank.org/curated/en/973321468306920750/text/PAD9390PAD0P14010Box385413B00OUO090.txt
P144933,http://documents.worldbank.org/curated/en/801771484160064628/text/810690PAD0Leso0100OUO0900Box379845B.txt
P144952,http://documents.worldbank.org/curated/en/433571468287381496/text/PAD9250P1449520C0disclosed040140140.txt
P145037,http://documents.worldbank.org/curated/en/655571468167071274/text/PAD9860PAD0P14010Box385454B00OUO090.txt
P145055,http://documents.worldbank.org/curated/en/783441467998463415/text/PAD1168-PAD-P145055-IDA-R2015-0175-1-Box391456B-OUO-9.txt
P145057,http://documents.worldbank.org/curated/en/521161468063253212/text/PAD5320PAD0Pac0100OUO0900Box379827B.txt
P145101,http://documents.worldbank.org/curated/en/934471468174878632/text/PAD7240PAD0P14010Box382156B00OUO090.txt
P145162,http://documents.worldbank.org/curated/en/873971468278105194/text/PAD8330PAD0P14010Box385244B00OUO090.txt
P145171,http://documents.worldbank.org/curated/en/621131468026678537/text/PAD9500PAD0P14010Box385311B00OUO090.txt
P145196,http://documents.worldbank.org/curated/en/684421468028475185/text/835710PAD0P145010Box382145B00OUO090.txt
P145261,http://documents.worldbank.org/curated/en/193941468290127345/text/PAD8040P145261010Box382166B00OUO090.txt
P145263,http://documents.worldbank.org/curated/en/939321468025765941/text/PAD7100P145263010Box382121B00OUO090.txt
P145309,http://documents.worldbank.org/curated/en/808711468167070990/text/PAD11110PAD0P10010Box391418B0OUO090.txt
P145317,http://documents.worldbank.org/curated/en/771641468052457766/text/PAD7420PAD0P140IC0disclosed06090140.txt
P145335,http://documents.worldbank.org/curated/en/303491468337264216/text/819760PAD0P145010Box382156B00OUO090.txt
P145347,http://documents.worldbank.org/curated/en/627951468189871734/text/PAD1473-PAD-P145347-IDA-R2015-0255-1-Box393211B-OUO-9.txt
P145391,http://documents.worldbank.org/curated/en/253621468190169584/text/PAD934-PAD-P145391-PUBLIC-Box393204B.txt
P145502,http://documents.worldbank.org/curated/en/684821468041392038/text/824840PAD0P145010Box385177B00OUO090.txt
P145529,http://documents.worldbank.org/curated/en/558531468109460721/text/PAD6940P145529010Box385177B00OUO090.txt
P145533,http://documents.worldbank.org/curated/en/306781467986278658/text/PAD938-REVISED-PAD-PUBLIC-Box391453B-POPs-PAD-April-9-final-clean.txt
P145534,http://documents.worldbank.org/curated/en/585731468281065732/text/805580PAD0P145010Box382121B00OUO090.txt
P145544,http://documents.worldbank.org/curated/en/830281468046154231/text/826240PAD0P145010Box382156B00OUO090.txt
P145545,http://documents.worldbank.org/curated/en/142021468304469637/text/784110PAD0Samo0100OUO0900Box379843B.txt
P145554,http://documents.worldbank.org/curated/en/157451468258868620/text/PAD8640P145554010Box382156B00OUO090.txt
P145566,http://documents.worldbank.org/curated/en/525191468202173969/text/PAD9160PAD0IDA060Box391426B00OUO090.txt
P145585,http://documents.worldbank.org/curated/en/492121468105574834/text/880660PAD0P145010Box385366B00OUO090.txt
P145586,http://documents.worldbank.org/curated/en/670541468018854638/text/PAD7840PJPR0P100PAD0approved0by0RVP.txt
P145610,http://documents.worldbank.org/curated/en/782411468185352074/text/PAD1182-REVISED-Box393191B-OUO-9-R2015-0168-2.txt
P145617,http://documents.worldbank.org/curated/en/681871468333592386/text/PAD8470PAD0P14010Box385399B00OUO090.txt
P145618,http://documents.worldbank.org/curated/en/881821468270931345/text/PAD8030PAD0P14010Box385414B00OUO090.txt
P145621,http://documents.worldbank.org/curated/en/526501468071641047/text/PAD7690PAD0P14010Box385411B00OUO090.txt
P145634,http://documents.worldbank.org/curated/en/640401468242988581/text/900270PAD0P145010Box385412B00OUO090.txt
P145686,http://documents.worldbank.org/curated/en/287961468328119648/text/PAD830-REVISED-OUO-9-R2016-0110-2.txt
P145699,http://documents.worldbank.org/curated/en/944911468023332501/text/PAD6110PAD0P14010Box385454B00OUO090.txt
P145741,http://documents.worldbank.org/curated/en/791261468283132838/text/865200PAD0P145010Box385199B00OUO090.txt
P145747,http://documents.worldbank.org/curated/en/606501468018574735/text/PAD7890P1457470isclosed0101301400SD.txt
P145782,http://documents.worldbank.org/curated/en/407291468240567893/text/PAD6980P1457820scloswed0301401400SD.txt
P145792,http://documents.worldbank.org/curated/en/710561468281080517/text/806180PAD0P145010Box385199B00OUO090.txt
P145799,http://documents.worldbank.org/curated/en/660051468299651254/text/748200PAD0P129010Box379866B00OUO090.txt
P145813,http://documents.worldbank.org/curated/en/716751468333592032/text/PAD8410PAD0P14010Box385415B00OUO090.txt
P145848,http://documents.worldbank.org/curated/en/437681468235436654/text/PAD7910PAD0P14010Box385199B00OUO090.txt
P145861,http://documents.worldbank.org/curated/en/638471468281400446/text/857680PAD0P145010Box385226B00OUO090.txt
P145865,http://documents.worldbank.org/curated/en/419981468271818589/text/781290PAD0JO0R0t0Box377365B00OUO090.txt
P145897,http://documents.worldbank.org/curated/en/821811468193734304/text/PAD1604-PAD-P145897-OUO-9-Box394874B-GEF-R2016-0003-1.txt
P145965,http://documents.worldbank.org/curated/en/207911468027672171/text/PAD8860P145965010Box385177B00OUO090.txt
P146007,http://documents.worldbank.org/curated/en/903171468024860655/text/PAD9350PAD0P14010Box385274B00OUO090.txt
P146143,http://documents.worldbank.org/curated/en/372491467991910047/text/PAD684-PAD-P146143-PUBLIC-Box393225B-FINAL2.txt
P146152,http://documents.worldbank.org/curated/en/952161467988873236/text/PAD1156-R2016-0006-1-Box394844B-OUO-9.txt
P146199,http://documents.worldbank.org/curated/en/342701468211797826/text/PAD12240PAD0P1010Box385445B00OUO090.txt
P146244,http://documents.worldbank.org/curated/en/785431468026089665/text/PAD3740P146244010Box382166B00OUO090.txt
P146247,http://documents.worldbank.org/curated/en/303851467119124074/text/PAD1333-PAD-P146247-GEF-R2015-0012-1-IDA-R2015-0204-1-Box391499B-OUO-9.txt
P146248,http://documents.worldbank.org/curated/en/798341468304813964/text/835360PAD0P146010Box382122B00OUO090.txt
P146314,http://documents.worldbank.org/curated/en/444991468303013994/text/862250PAD0P146010Box385166B00OUO090.txt
P146318,http://documents.worldbank.org/curated/en/319701468206964479/text/822620PAD0P146010Box382156B00OUO090.txt
P146319,http://documents.worldbank.org/curated/en/938411468100145944/text/PAD9270PAD0P14010Box385316B00OUO090.txt
P146328,http://documents.worldbank.org/curated/en/579571468301525990/text/880150PAD0P146010Box385411B00OUO090.txt
P146332,http://documents.worldbank.org/curated/en/511371468289526526/text/PAD7040P146332010Box385199B00OUO090.txt
P146334,http://documents.worldbank.org/curated/en/707691468001190858/text/PAD1270-PAD-P146334-IDA-R2015-0163-1-Box391471B-OUO-9.txt
P146344,http://documents.worldbank.org/curated/en/572781468122661283/text/PAD10110P1463400900IDA0R20140034601.txt
P146460,http://documents.worldbank.org/curated/en/558741468283764455/text/842040PAD0P146010Box382154B00OUO090.txt
P146464,http://documents.worldbank.org/curated/en/818701468201307617/text/PAD8070PAD0P14010Box385378B00OUO090.txt
P146469,http://documents.worldbank.org/curated/en/720781493431233575/text/Senegal-PAD-04072017.txt
P146474,http://documents.worldbank.org/curated/en/455351468252644060/text/PAD9130PAD0P14010Box385321B00OUO090.txt
P146482,http://documents.worldbank.org/curated/en/347681468279901640/text/PAD9870PAD0P14010Box385366B00OUO090.txt
P146502,http://documents.worldbank.org/curated/en/294541468187792993/text/PAD1051-PAD-P146502-R2015-0123-1-Box391489B-OUO-9.txt
P146520,http://documents.worldbank.org/curated/en/890121468205457383/text/PAD9570PAD0P14010Box385378B00OUO090.txt
P146653,http://documents.worldbank.org/curated/en/343161468268772952/text/817120PAD0Indi0100OUO0900Box379845B.txt
P146666,http://documents.worldbank.org/curated/en/784941468196144217/text/PAD1347-PAD-P146666-IDA-R2016-0069-1-OUO-9.txt
P146688,http://documents.worldbank.org/curated/en/911641468253756483/text/PAD9460PAD0P14010Box385244B00OUO090.txt
P146696,http://documents.worldbank.org/curated/en/844231468257335375/text/PAD9040PAD0P14010Box385222B00OUO090.txt
P146804,http://documents.worldbank.org/curated/en/772781468184789804/text/PAD1207-PAD-P146804-IDA-R2016-0027-1-Box394870B-OUO-9.txt
P146827,http://documents.worldbank.org/curated/en/273911468190785404/text/PAD1159-PAD-P146827-Box393222B-IDA-R2015-0269-1.txt
P146877,http://documents.worldbank.org/curated/en/479301468304184173/text/780460PAD0P1460C0disclosed012030130.txt
P146883,http://documents.worldbank.org/curated/en/477011468037548038/text/PAD10220PAD0P1010Box385319B00OUO090.txt
P146933,http://documents.worldbank.org/curated/en/484631468195854426/text/PAD1266-PAD-P146933-Box394849-OUO-9-R2016-0011-1.txt
P146936,http://documents.worldbank.org/curated/en/209701518211942338/text/India-PAD1125-PAD-12012017.txt
P146965,http://documents.worldbank.org/curated/en/282911467999736588/text/PAD1233-R2016-0008-1-Box394844B-OUO-9.txt
P146970,http://documents.worldbank.org/curated/en/753511468047962522/text/PAD11240PAD0P1010Box385443B00OUO090.txt
P146994,http://documents.worldbank.org/curated/en/866831468208166034/text/PAD8840PAD0P1400OUO0900R20140011301.txt
P146997,http://documents.worldbank.org/curated/en/259221469465769776/text/PAD1557-PAD-P146997-R2016-0047-1-Box394870B-OUO-9.txt
P147006,http://documents.worldbank.org/curated/en/606641468292910078/text/PAD7750P147006010Box382155B00OUO090.txt
P147009,http://documents.worldbank.org/curated/en/965251513566054116/text/China-Jiangxi-PAD-11282017.txt
P147010,http://documents.worldbank.org/curated/en/610541468060551481/text/PAD10190PAD0P1010Box385414B00OUO090.txt
P147014,http://documents.worldbank.org/curated/en/441051468187769880/text/PAD1359-PAD-P147014-OUO-9-IDA-R2016-0135-1-Box396260B.txt
P147050,http://documents.worldbank.org/curated/en/541411468182064197/text/PAD955-PAD-P147050-R2015-0041-1-Box385415B-OUO-9.txt
P147157,http://documents.worldbank.org/curated/en/496571468238748221/text/PAD9190PAD0P14010Box385226B00OUO090.txt
P147183,http://documents.worldbank.org/curated/en/634551468172770162/text/863070PAD0P147010Box385274B00OUO090.txt
P147185,http://documents.worldbank.org/curated/en/336491468045022110/text/PAD8650PAD0P14010Box385329B00OUO090.txt
P147212,http://documents.worldbank.org/curated/en/677441468123259764/text/PAD9330PAD0P14010Box385329B00OUO090.txt
P147213,http://documents.worldbank.org/curated/en/483271468023945374/text/PAD10700PAD0P1010Box385414B00OUO090.txt
P147250,http://documents.worldbank.org/curated/en/331981468033264991/text/PAD8710PAD0P14010Box385211B00OUO090.txt
P147272,http://documents.worldbank.org/curated/en/213381468179644297/text/PAD1089-PAD-P147272-R2016-0004-1-Box394836B-OUO-9.txt
P147277,http://documents.worldbank.org/curated/en/727321467999389077/text/PAD1082-PAD-P147277-R2015-0232-1-Box393256B-OUO-9.txt
P147280,http://documents.worldbank.org/curated/en/597391467997876023/text/PAD897-PAD-P147280-R2016-0001-1-Box394834B-OUO-9.txt
