projectid,txturl
P074413,http://documents.worldbank.org/curated/en/692431468767063561/text/27168.txt
P074447,http://documents.worldbank.org/curated/en/737781468290435714/text/322550rev.txt
P074448,http://documents.worldbank.org/curated/en/112761468757189778/text/260340MG.txt
P074469,http://documents.worldbank.org/curated/en/861951468758136244/text/24557.txt
P074484,http://documents.worldbank.org/curated/en/447421468777900557/text/multi0page.txt
P074490,http://documents.worldbank.org/curated/en/498581468743765992/text/multi0page.txt
P074499,http://documents.worldbank.org/curated/en/947761468771311187/text/multi0page.txt
P074503,http://documents.worldbank.org/curated/en/759801468768588477/text/262660AM.txt
P074525,http://documents.worldbank.org/curated/en/410861468008709472/text/275181W10Afr.txt
P074591,http://documents.worldbank.org/curated/en/654601468757837606/text/27578.txt
P074618,http://documents.worldbank.org/curated/en/857761468304789472/text/multi0page.txt
P074633,http://documents.worldbank.org/curated/en/265931468775555585/text/27890.txt
P074641,http://documents.worldbank.org/curated/en/965081468752114407/text/multi0page.txt
P074688,http://documents.worldbank.org/curated/en/597631468761664968/text/29860.txt
P074726,http://documents.worldbank.org/curated/en/607991468770485005/text/multi0page.txt
P074730,http://documents.worldbank.org/curated/en/756981468777039932/text/multi0page.txt
P074731,http://documents.worldbank.org/curated/en/417391468767944809/text/multi0page.txt
P074755,http://documents.worldbank.org/curated/en/958641468756287267/text/279460MX.txt
P074762,http://documents.worldbank.org/curated/en/691401468750845922/text/multi0page.txt
P074777,http://documents.worldbank.org/curated/en/208811468769824999/text/multi0page.txt
P074797,http://documents.worldbank.org/curated/en/557591468757763531/text/multi0page.txt
P074841,http://documents.worldbank.org/curated/en/991771468208776172/text/31144.txt
P074850,http://documents.worldbank.org/curated/en/182121468762882259/text/26939.txt
P074856,http://documents.worldbank.org/curated/en/576261468758384442/text/25109.txt
P074872,http://documents.worldbank.org/curated/en/613601468777040568/text/276420CE.txt
P074881,http://documents.worldbank.org/curated/en/324331468774561691/text/279620KG.txt
P074885,http://documents.worldbank.org/curated/en/564751468760527495/text/multi0page.txt
P074905,http://documents.worldbank.org/curated/en/392831468741888047/text/multi0page.txt
P074963,http://documents.worldbank.org/curated/en/585781468775788717/text/multi0page.txt
P074966,http://documents.worldbank.org/curated/en/334831468742517467/text/27630.txt
P074971,http://documents.worldbank.org/curated/en/371121468282542535/text/32411.txt
P075006,http://documents.worldbank.org/curated/en/922251468753021445/text/259211LA12nd0Land0Titl1idar20031014111.txt
P075016,http://documents.worldbank.org/curated/en/949261468768656384/text/multi0page.txt
P075035,http://documents.worldbank.org/curated/en/269831468746651026/text/26636.txt
P075046,http://documents.worldbank.org/curated/en/338081468251377205/text/37317.txt
P075056,http://documents.worldbank.org/curated/en/993681468752394107/text/25876.txt
P075058,http://documents.worldbank.org/curated/en/147111468752429327/text/30276.txt
P075060,http://documents.worldbank.org/curated/en/342521468034788988/text/28237.txt
P075156,http://documents.worldbank.org/curated/en/826831468742828895/text/279570CORR.txt
P075163,http://documents.worldbank.org/curated/en/518681468776757521/text/28217.txt
P075173,http://documents.worldbank.org/curated/en/756801468777593399/text/245250TH.txt
P075184,http://documents.worldbank.org/curated/en/544341468759288771/text/276620PH.txt
P075189,http://documents.worldbank.org/curated/en/151961468759580842/text/multi0page.txt
P075207,http://documents.worldbank.org/curated/en/546651468759856342/text/287920YF.txt
P075219,http://documents.worldbank.org/curated/en/974561468743790457/text/30213.txt
P075220,http://documents.worldbank.org/curated/en/573671468746721020/text/multi0page.txt
P075230,http://documents.worldbank.org/curated/en/567531468777308053/text/255011Tonga10Health0Sector0Support0PAD.txt
P075231,http://documents.worldbank.org/curated/en/536871468308654102/text/32719.txt
P075247,http://documents.worldbank.org/curated/en/529621468777027966/text/281880MAI0with0corrigendum.txt
P075256,http://documents.worldbank.org/curated/en/159891468777585513/text/multi0page.txt
P075342,http://documents.worldbank.org/curated/en/426191468761365305/text/multi0page.txt
P075343,http://documents.worldbank.org/curated/en/427791468781183690/text/279210YU.txt
P075379,http://documents.worldbank.org/curated/en/577281468236360126/text/32150.txt
P075387,http://documents.worldbank.org/curated/en/603841468760158792/text/276500RU.txt
P075399,http://documents.worldbank.org/curated/en/942081468780601741/text/IDA1R200310082101VN1public0fin0mgmt.txt
P075407,http://documents.worldbank.org/curated/en/651011468125075367/text/34009.txt
P075464,http://documents.worldbank.org/curated/en/711311468294307392/text/35405.txt
P075523,http://documents.worldbank.org/curated/en/111231468776779710/text/26698.txt
P075528,http://documents.worldbank.org/curated/en/890171468781496354/text/TT0SecM200300285.txt
P075531,http://documents.worldbank.org/curated/en/730991468047754522/text/309610corrected0GEF1R20061001211.txt
P075534,http://documents.worldbank.org/curated/en/923821468040483602/text/38076main0JO0GEFR20071000511.txt
P075566,http://documents.worldbank.org/curated/en/101881468265805909/text/36319.txt
P075602,http://documents.worldbank.org/curated/en/670081468770377646/text/29067.txt
P075613,http://documents.worldbank.org/curated/en/297461468221964532/text/36328.txt
P075728,http://documents.worldbank.org/curated/en/740201468743742226/text/271650CN.txt
P075732,http://documents.worldbank.org/curated/en/567701468227939413/text/29775a.txt
P075739,http://documents.worldbank.org/curated/en/925771468763154615/text/multi0page.txt
P075776,http://documents.worldbank.org/curated/en/566221468163156576/text/322320mna.txt
P075808,http://documents.worldbank.org/curated/en/780891468757835334/text/multi0page.txt
P075809,http://documents.worldbank.org/curated/en/551411468116360731/text/35575.txt
P075829,http://documents.worldbank.org/curated/en/239641468774926089/text/multi0page.txt
P075911,http://documents.worldbank.org/curated/en/947431468755950949/text/25562.txt
P075915,http://documents.worldbank.org/curated/en/374171468749774825/text/25227.txt
P075941,http://documents.worldbank.org/curated/en/563281468204538380/text/761100AFR0PAD000Box377382B00PUBLIC0.txt
P075964,http://documents.worldbank.org/curated/en/875771468012025180/text/28272.txt
P075978,http://documents.worldbank.org/curated/en/491271468763839800/text/241590EBoard.txt
P075979,http://documents.worldbank.org/curated/en/952451468777612252/text/28319.txt
P075984,http://documents.worldbank.org/curated/en/950551468779385638/text/multi0page.txt
P075994,http://documents.worldbank.org/curated/en/413281468329997758/text/32276a.txt
P075995,http://documents.worldbank.org/curated/en/937661468753004698/text/277460MD.txt
P075997,http://documents.worldbank.org/curated/en/573461468781173504/text/28483.txt
P076159,http://documents.worldbank.org/curated/en/591621468743710447/text/multi0page.txt
P076174,http://documents.worldbank.org/curated/en/983091468258305752/text/274240rev.txt
P076183,http://documents.worldbank.org/curated/en/983941468781538676/text/multi0page.txt
P076185,http://documents.worldbank.org/curated/en/806561468763779345/text/290430IDA1R20041023011Yem.txt
P076234,http://documents.worldbank.org/curated/en/797701468740662519/text/269130AZ.txt
P076245,http://documents.worldbank.org/curated/en/221801468757237312/text/multi0page.txt
P076271,http://documents.worldbank.org/curated/en/629291468752718022/text/Indonesia-Private-Provision-of-Infrastructure-Technical-Assistance-Loan-Project.txt
P076338,http://documents.worldbank.org/curated/en/396301468742530936/text/280261BF10UA.txt
P076445,http://documents.worldbank.org/curated/en/250731468277466031/text/317640corr.txt
P076467,http://documents.worldbank.org/curated/en/280301468771689288/text/multi0page.txt
P076543,http://documents.worldbank.org/curated/en/590971468769244313/text/multi0page.txt
P076553,http://documents.worldbank.org/curated/en/440351468309267650/text/36281.txt
P076658,http://documents.worldbank.org/curated/en/254721468263758213/text/32003.txt
P076702,http://documents.worldbank.org/curated/en/411881468760553625/text/multi0page.txt
P076712,http://documents.worldbank.org/curated/en/781081468756553057/text/multi0page.txt
P076714,http://documents.worldbank.org/curated/en/696991468748765652/text/253351CN12nd0Anhui0Hgwy1R20031011511.txt
P076715,http://documents.worldbank.org/curated/en/299101468749091947/text/multi0page.txt
P076722,http://documents.worldbank.org/curated/en/219661468750303597/text/273940GY.txt
P076730,http://documents.worldbank.org/curated/en/716751468770748946/text/30334rev.txt
P076735,http://documents.worldbank.org/curated/en/719791468751523283/text/286040ET.txt
P076784,http://documents.worldbank.org/curated/en/475211468768324951/text/multi0page.txt
P076795,http://documents.worldbank.org/curated/en/956271468763843250/text/291290SL.txt
P076798,http://documents.worldbank.org/curated/en/836421468781201088/text/multi0page.txt
P076799,http://documents.worldbank.org/curated/en/416991468781467296/text/282361St0V.txt
P076802,http://documents.worldbank.org/curated/en/326561468770709150/text/258091DR1Health0Reform1r20031011811.txt
P076807,http://documents.worldbank.org/curated/en/585481468769917115/text/30463.txt
P076837,http://documents.worldbank.org/curated/en/849071468752722258/text/multi0page.txt
P076853,http://documents.worldbank.org/curated/en/148581468771062992/text/multi0page.txt
P076872,http://documents.worldbank.org/curated/en/868621468090277767/text/331210PAK.txt
P076884,http://documents.worldbank.org/curated/en/546481468050961308/text/31984.txt
P076901,http://documents.worldbank.org/curated/en/619861468759594272/text/multi0page.txt
P076924,http://documents.worldbank.org/curated/en/886631468769825299/text/257680BR.txt
P076961,http://documents.worldbank.org/curated/en/501171468775793025/text/multi0page.txt
P076977,http://documents.worldbank.org/curated/en/103981468769320302/text/259991BR1Energy0Sect0TA1R20031011711.txt
P077012,http://documents.worldbank.org/curated/en/901691468759260347/text/multi0page.txt
P077137,http://documents.worldbank.org/curated/en/902201468770501135/text/279840CN.txt
P077175,http://documents.worldbank.org/curated/en/718281468043483275/text/299050rev0pdf.txt
P077187,http://documents.worldbank.org/curated/en/256171468777006487/text/28936.txt
P077240,http://documents.worldbank.org/curated/en/483171468769864609/text/multi0page.txt
P077257,http://documents.worldbank.org/curated/en/534781468770752939/text/28968.txt
P077282,http://documents.worldbank.org/curated/en/831621468743351397/text/253241CL1Sci0Know10Ec11R200310068111.txt
P077287,http://documents.worldbank.org/curated/en/864471468308688693/text/31492a.txt
P077288,http://documents.worldbank.org/curated/en/243011468774929344/text/258561PK1Natl01nt01IDAR200310089111.txt
P077297,http://documents.worldbank.org/curated/en/398371468768548056/text/257961ALB12nd01rks1IDA1R20031013411.txt
P077306,http://documents.worldbank.org/curated/en/591891468775583473/text/303740PK.txt
P077317,http://documents.worldbank.org/curated/en/491541468281390650/text/36362.txt
P077326,http://documents.worldbank.org/curated/en/725021468752983974/text/multi0page.txt
P077328,http://documents.worldbank.org/curated/en/517441468311432609/text/28049.txt
P077368,http://documents.worldbank.org/curated/en/285631468774000577/text/multi0page.txt
P077452,http://documents.worldbank.org/curated/en/172931468334888480/text/413080PAD0GEFR20081000611.txt
P077454,http://documents.worldbank.org/curated/en/375311468760815286/text/28913.txt
P077473,http://documents.worldbank.org/curated/en/554181468777557230/text/multi0page.txt
P077477,http://documents.worldbank.org/curated/en/401101468760778004/text/254741UG12nd0l1ev01idar200310090111.txt
P077513,http://documents.worldbank.org/curated/en/803641468770957860/text/27448.txt
P077526,http://documents.worldbank.org/curated/en/272991468768335947/text/270490ALB.txt
P077586,http://documents.worldbank.org/curated/en/487891468760545253/text/multi0page.txt
P077602,http://documents.worldbank.org/curated/en/130411468753003777/text/multi0page.txt
P077620,http://documents.worldbank.org/curated/en/543271468758710107/text/multi0page.txt
P077675,http://documents.worldbank.org/curated/en/285761468777609155/text/256561YF1Serbia0Health0Project.txt
P077712,http://documents.worldbank.org/curated/en/491271468763839800/text/241590EBoard.txt
P077717,http://documents.worldbank.org/curated/en/689011468120538942/text/35075.txt
P077732,http://documents.worldbank.org/curated/en/404361468763797482/text/multi0page.txt
P077738,http://documents.worldbank.org/curated/en/334131468316160160/text/32175.txt
P077752,http://documents.worldbank.org/curated/en/405371468024636246/text/36316.txt
P077756,http://documents.worldbank.org/curated/en/490241468031166072/text/34315.txt
P077757,http://documents.worldbank.org/curated/en/382671468744070237/text/259330CO0PAD.txt
P077759,http://documents.worldbank.org/curated/en/254161468771343571/text/260421Grenada1OECS0Ed0Dev01SecM200310270.txt
P077761,http://documents.worldbank.org/curated/en/411881468760553625/text/multi0page.txt
P077778,http://documents.worldbank.org/curated/en/320551468773979620/text/258191MG1Econ010TA1IDA1R20031013911.txt
P077788,http://documents.worldbank.org/curated/en/175851468780012964/text/25891.txt
P077826,http://documents.worldbank.org/curated/en/464741468779660243/text/286030init.txt
P077856,http://documents.worldbank.org/curated/en/701741468772746131/text/30085.txt
P077903,http://documents.worldbank.org/curated/en/245751468032131961/text/35797.txt
P077977,http://documents.worldbank.org/curated/en/681851468750033962/text/297420IN.txt
P078034,http://documents.worldbank.org/curated/en/786811468763481181/text/298840EAP.txt
P078053,http://documents.worldbank.org/curated/en/250381468775148105/text/multi0page.txt
P078058,http://documents.worldbank.org/curated/en/519841468774283550/text/KE12nd0Arid0La1gmtI1DA1R20031012611.txt
P078070,http://documents.worldbank.org/curated/en/471161468285600103/text/28244.txt
P078091,http://documents.worldbank.org/curated/en/494281468230350284/text/39709main.txt
P078113,http://documents.worldbank.org/curated/en/856051468777015482/text/254770LA.txt
P078131,http://documents.worldbank.org/curated/en/713521468760755470/text/28045.txt
P078138,http://documents.worldbank.org/curated/en/876371468011108584/text/325120rev.txt
P078143,http://documents.worldbank.org/curated/en/315031468768698636/text/25350.txt
P078170,http://documents.worldbank.org/curated/en/990561468759023243/text/275770PL.txt
P078209,http://documents.worldbank.org/curated/en/136581468774917583/text/245130KE.txt
P078284,http://documents.worldbank.org/curated/en/555341468767717186/text/multi0page.txt
P078301,http://documents.worldbank.org/curated/en/954781468277177849/text/330290rev0pdf.txt
P078311,http://documents.worldbank.org/curated/en/535561468759597191/text/284840YF.txt
P078342,http://documents.worldbank.org/curated/en/649311468292846147/text/383250KZ0R20071000811ok.txt
P078359,http://documents.worldbank.org/curated/en/415551468121763183/text/32173.txt
P078368,http://documents.worldbank.org/curated/en/226921468776789160/text/26025.txt
P078382,http://documents.worldbank.org/curated/en/333761468317672896/text/35847main.txt
P078383,http://documents.worldbank.org/curated/en/575891468776788840/text/259611Mauritan1ldg1IDA1R20031014911.txt
P078387,http://documents.worldbank.org/curated/en/809611468778779985/text/28409.txt
P078389,http://documents.worldbank.org/curated/en/247561468101932409/text/342140rev0pdf.txt
P078408,http://documents.worldbank.org/curated/en/176561468753255338/text/multi0page.txt
P078420,http://documents.worldbank.org/curated/en/809841468107679967/text/32100a.txt
P078458,http://documents.worldbank.org/curated/en/862531468774685556/text/29747.txt
P078523,http://documents.worldbank.org/curated/en/436181468774670935/text/277100Mald.txt
P078538,http://documents.worldbank.org/curated/en/177231468267920611/text/36413.txt
P078539,http://documents.worldbank.org/curated/en/200971468267573703/text/32214.txt
P078544,http://documents.worldbank.org/curated/en/777441468246411265/text/30746.txt
P078550,http://documents.worldbank.org/curated/en/753151468750554267/text/27697.txt
P078596,http://documents.worldbank.org/curated/en/407111468769826467/text/29909.txt
P078613,http://documents.worldbank.org/curated/en/962241468759854264/text/283150SL.txt
P078627,http://documents.worldbank.org/curated/en/480091468744241687/text/275670BU.txt
P078643,http://documents.worldbank.org/curated/en/447011468193476223/text/39209.txt
P078674,http://documents.worldbank.org/curated/en/842171468047109046/text/31658.txt
P078692,http://documents.worldbank.org/curated/en/996771468749349825/text/28169.txt
P078707,http://documents.worldbank.org/curated/en/455281468768602205/text/288480BD.txt
P078813,http://documents.worldbank.org/curated/en/215321468090555783/text/32223a.txt
P078832,http://documents.worldbank.org/curated/en/841761468258541241/text/34014.txt
P078838,http://documents.worldbank.org/curated/en/914961468770071367/text/274760DO.txt
P078891,http://documents.worldbank.org/curated/en/792361468775605076/text/279670NI.txt
P078894,http://documents.worldbank.org/curated/en/348941468090300377/text/349880REV0pdf.txt
P078933,http://documents.worldbank.org/curated/en/995171468004248373/text/34919.txt
P078949,http://documents.worldbank.org/curated/en/198241468202430435/text/36188.txt
P078953,http://documents.worldbank.org/curated/en/296581468758398759/text/27924.txt
P078971,http://documents.worldbank.org/curated/en/860821468763216002/text/28395.txt
P078976,http://documents.worldbank.org/curated/en/747171468777022055/text/299540KG.txt
P078978,http://documents.worldbank.org/curated/en/298781468132260257/text/34080.txt
P078990,http://documents.worldbank.org/curated/en/734181468760196841/text/290420IDA1R20041020911.txt
P078991,http://documents.worldbank.org/curated/en/148751468760213001/text/31740.txt
P078993,http://documents.worldbank.org/curated/en/911331468236352420/text/32955.txt
P078997,http://documents.worldbank.org/curated/en/766631468774935937/text/27982.txt
P079019,http://documents.worldbank.org/curated/en/407021468773106681/text/256901XK1Secon1r0TA1idar20031011811.txt
P079027,http://documents.worldbank.org/curated/en/422051468133515678/text/32920.txt
P079032,http://documents.worldbank.org/curated/en/813451468095070837/text/377740PAD0P0791321466B0R20081002111.txt
P079116,http://documents.worldbank.org/curated/en/467751468759562034/text/26116.txt
P079140,http://documents.worldbank.org/curated/en/900421468086340674/text/38558optmzd0.txt
P079156,http://documents.worldbank.org/curated/en/117011468771375367/text/255381ID13rd0Kecamatan0Dev1r20031011911.txt
P079161,http://documents.worldbank.org/curated/en/801441468769462082/text/25881.txt
P079165,http://documents.worldbank.org/curated/en/348881468145458511/text/377330PE0R20071005711.txt
P079226,http://documents.worldbank.org/curated/en/692461468199747569/text/31840.txt
P079259,http://documents.worldbank.org/curated/en/180341468753312788/text/26268.txt
P079260,http://documents.worldbank.org/curated/en/304701468772213588/text/multi0page.txt
P079275,http://documents.worldbank.org/curated/en/373011468030351123/text/35457.txt
P079314,http://documents.worldbank.org/curated/en/333791468287404440/text/28139.txt
P079335,http://documents.worldbank.org/curated/en/976421468759851028/text/multi0page.txt
P079344,http://documents.worldbank.org/curated/en/662961468309859328/text/329191rev0pdf.txt
P079351,http://documents.worldbank.org/curated/en/835351468774701152/text/276680ML.txt
P079414,http://documents.worldbank.org/curated/en/381771468106471149/text/38893.txt
P079552,http://documents.worldbank.org/curated/en/450061468272451061/text/29652.txt
P079610,http://documents.worldbank.org/curated/en/583921468246370200/text/323670GEFR20061000311.txt
P079628,http://documents.worldbank.org/curated/en/117711468093854977/text/31456.txt
P079633,http://documents.worldbank.org/curated/en/426191468767946976/text/290920BJ.txt
P079657,http://documents.worldbank.org/curated/en/998151468340292758/text/322130Replacem1erA2005100101PUBLIC1.txt
P079661,http://documents.worldbank.org/curated/en/236961468298740825/text/315780r.txt
P079663,http://documents.worldbank.org/curated/en/667881468317343232/text/324960VN.txt
P079665,http://documents.worldbank.org/curated/en/711301468129606069/text/38399.txt
P079675,http://documents.worldbank.org/curated/en/566041468042047538/text/312820PAD0REVI1490IDASecM2009104111.txt
P079708,http://documents.worldbank.org/curated/en/623241468251720405/text/31806a.txt
P079734,http://documents.worldbank.org/curated/en/373451468009299854/text/341780AFRICA0c10Box303481B01PUBLIC1.txt
P079736,http://documents.worldbank.org/curated/en/622731468194327747/text/38463.txt
P079749,http://documents.worldbank.org/curated/en/773581468212388202/text/414610PAD0P0791ly10IDA1R20081018511.txt
P079906,http://documents.worldbank.org/curated/en/241511468039243751/text/36122.txt
P079925,http://documents.worldbank.org/curated/en/676271468778186734/text/268680UG.txt
P079935,http://documents.worldbank.org/curated/en/663371468294105234/text/407640PAD0REVI17362B01off0use0only1.txt
P079978,http://documents.worldbank.org/curated/en/495201468748757848/text/255920HR0PAD.txt
P080149,http://documents.worldbank.org/curated/en/607861468777001750/text/285990MX0rev.txt
P080228,http://documents.worldbank.org/curated/en/434071468038109023/text/509220PAD0P080101Official0Use0Only1.txt
P080258,http://documents.worldbank.org/curated/en/957951468032390068/text/25748a0R20050016301.txt
P080295,http://documents.worldbank.org/curated/en/760981468775601539/text/multi0page.txt
P080400,http://documents.worldbank.org/curated/en/797031468743970363/text/257591BR13rd0A1Control1R20031012111.txt
P080406,http://documents.worldbank.org/curated/en/904161468741849165/text/298460TA.txt
P080413,http://documents.worldbank.org/curated/en/188651468741666540/text/30267.txt
P080721,http://documents.worldbank.org/curated/en/976651468743119652/text/272670LCR.txt
P080830,http://documents.worldbank.org/curated/en/326261468744243981/text/28647.txt
P080892,http://documents.worldbank.org/curated/en/549601468762919208/text/30406.txt
P080935,http://documents.worldbank.org/curated/en/350671468756910586/text/31388.txt
P081161,http://documents.worldbank.org/curated/en/674561468242663723/text/32336a.txt
P081172,http://documents.worldbank.org/curated/en/824231468771069309/text/multi0page.txt
P081255,http://documents.worldbank.org/curated/en/723521468010881038/text/309821CN0Changjiang010Pearl0River0PAD.txt
P081269,http://documents.worldbank.org/curated/en/143761468772479074/text/25520.txt
P081297,http://documents.worldbank.org/curated/en/872101468252267052/text/35574.txt
P081346,http://documents.worldbank.org/curated/en/974051468018594036/text/30699.txt
P081348,http://documents.worldbank.org/curated/en/360681468215691522/text/33668.txt
P081368,http://documents.worldbank.org/curated/en/705241468760226034/text/28240.txt
P081406,http://documents.worldbank.org/curated/en/780191468758977556/text/25689.txt
P081436,http://documents.worldbank.org/curated/en/185371468020089606/text/318560rev0pdf.txt
P081477,http://documents.worldbank.org/curated/en/326701468762010863/text/27761.txt
P081482,http://documents.worldbank.org/curated/en/954871468771003947/text/285390GH.txt
P081484,http://documents.worldbank.org/curated/en/850331468743770545/text/291650BJ.txt
P081505,http://documents.worldbank.org/curated/en/203801468773392320/text/28251.txt
P081516,http://documents.worldbank.org/curated/en/305631468252615058/text/32128a.txt
P081558,http://documents.worldbank.org/curated/en/618271468767662901/text/256710AO0PAD.txt
P081567,http://documents.worldbank.org/curated/en/355671468017055857/text/353890rev0pdf.txt
P081616,http://documents.worldbank.org/curated/en/964591468741653720/text/30497.txt
P081704,http://documents.worldbank.org/curated/en/860451468052826450/text/30326a.txt
P081712,http://documents.worldbank.org/curated/en/825411468273043451/text/34002.txt
P081749,http://documents.worldbank.org/curated/en/602311468743689451/text/27681.txt
P081771,http://documents.worldbank.org/curated/en/960831468776074259/text/28979a.txt
P081776,http://documents.worldbank.org/curated/en/496851468213922395/text/36171.txt
P081823,http://documents.worldbank.org/curated/en/655381468088745132/text/381620JO0R20071000511.txt
P081849,http://documents.worldbank.org/curated/en/582111468742546049/text/255611BD1Telecom10TA1IDAR20031011011.txt
P081880,http://documents.worldbank.org/curated/en/608891468110970641/text/324510rev.txt
P081909,http://documents.worldbank.org/curated/en/174841468774919507/text/25461.txt
P081968,http://documents.worldbank.org/curated/en/790961468775794375/text/28606.txt
P081969,http://documents.worldbank.org/curated/en/637421468768601884/text/279790BD.txt
P082026,http://documents.worldbank.org/curated/en/976861468286304557/text/36421.txt
P082037,http://documents.worldbank.org/curated/en/738751468743753641/text/27247.txt
P082128,http://documents.worldbank.org/curated/en/430981468742521515/text/289200AL.txt
P082142,http://documents.worldbank.org/curated/en/499281468229452604/text/32487a.txt
P082144,http://documents.worldbank.org/curated/en/609901468296446607/text/471750PAD0P082101Official0Use0Only1.txt
P082167,http://documents.worldbank.org/curated/en/191291468022474300/text/31994.txt
P082187,http://documents.worldbank.org/curated/en/551701468776999594/text/28960.txt
P082223,http://documents.worldbank.org/curated/en/170491468777971130/text/279810YF.txt
P082239,http://documents.worldbank.org/curated/en/273311468776414524/text/31465.txt
P082242,http://documents.worldbank.org/curated/en/675661468034171814/text/31828a.txt
P082243,http://documents.worldbank.org/curated/en/249221468743752715/text/30428.txt
P082295,http://documents.worldbank.org/curated/en/258421468129621476/text/345070IDA1R20061023111.txt
P082308,http://documents.worldbank.org/curated/en/926821468756985799/text/267570MOZ0r20031018711.txt
P082328,http://documents.worldbank.org/curated/en/705921468769830908/text/287930BR.txt
P082335,http://documents.worldbank.org/curated/en/936501468765012081/text/272400TA.txt
P082337,http://documents.worldbank.org/curated/en/576611468086049488/text/34613.txt
P082373,http://documents.worldbank.org/curated/en/430081468774858089/text/27884.txt
P082375,http://documents.worldbank.org/curated/en/514731467992471399/text/32231.txt
P082378,http://documents.worldbank.org/curated/en/529421468752372875/text/256511KE1Free010Supp1idar2003101241.txt
P082392,http://documents.worldbank.org/curated/en/687691468030331142/text/34333.txt
P082396,http://documents.worldbank.org/curated/en/430531468773421431/text/28261.txt
P082419,http://documents.worldbank.org/curated/en/663771468083337854/text/39865.txt
P082429,http://documents.worldbank.org/curated/en/183571468262788693/text/301230REVISED0R20051008811.txt
P082452,http://documents.worldbank.org/curated/en/785551468350152825/text/325020rev0pdf.txt
P082466,http://documents.worldbank.org/curated/en/503831468770447332/text/28926.txt
P082492,http://documents.worldbank.org/curated/en/716551468311465234/text/32500a.txt
P082498,http://documents.worldbank.org/curated/en/172531468764066682/text/26885.txt
P082502,http://documents.worldbank.org/curated/en/353691468767744635/text/303350AFR.txt
P082510,http://documents.worldbank.org/curated/en/917301468772801336/text/271800IN.txt
P082516,http://documents.worldbank.org/curated/en/196761468244526313/text/28029.txt
P082520,http://documents.worldbank.org/curated/en/497111468243574134/text/33635.txt
P082523,http://documents.worldbank.org/curated/en/232751468015864599/text/28392a.txt
P082588,http://documents.worldbank.org/curated/en/841461468757757763/text/31389.txt
P082604,http://documents.worldbank.org/curated/en/610911468779083330/text/30319rev.txt
P082613,http://documents.worldbank.org/curated/en/346441468767413147/text/29049.txt
P082615,http://documents.worldbank.org/curated/en/587181468753296033/text/28826.txt
P082618,http://documents.worldbank.org/curated/en/150301468756984873/text/299920final.txt
P082621,http://documents.worldbank.org/curated/en/798581468775172043/text/28119.txt
P082625,http://documents.worldbank.org/curated/en/429551468776114768/text/287770PE.txt
P082627,http://documents.worldbank.org/curated/en/787891468779130172/text/31023.txt
P082646,http://documents.worldbank.org/curated/en/635591468761389701/text/25789.txt
P082651,http://documents.worldbank.org/curated/en/619591468231894390/text/37717.txt
P082672,http://documents.worldbank.org/curated/en/799751468129591599/text/395180PAD0P0821ly10IDA1R20081003211.txt
P082715,http://documents.worldbank.org/curated/en/988381468771725557/text/261860DR.txt
P082725,http://documents.worldbank.org/curated/en/482221468013849285/text/33375.txt
P082754,http://documents.worldbank.org/curated/en/621491468758129141/text/288340.txt
P082801,http://documents.worldbank.org/curated/en/805781468112153401/text/26937.txt
P082806,http://documents.worldbank.org/curated/en/156351468757473423/text/271400MG.txt
P082812,http://documents.worldbank.org/curated/en/791181468029693139/text/31843.txt
P082814,http://documents.worldbank.org/curated/en/170811468191362036/text/33415.txt
P082822,http://documents.worldbank.org/curated/en/410341468123544176/text/36238.txt
P082878,http://documents.worldbank.org/curated/en/676561468760227017/text/27336.txt
P082879,http://documents.worldbank.org/curated/en/423411468763769857/text/260370SLO.txt
P082888,http://documents.worldbank.org/curated/en/802971468279876061/text/35541.txt
P082908,http://documents.worldbank.org/curated/en/172751468031567510/text/409770PAD0rev.txt
P082914,http://documents.worldbank.org/curated/en/229091468771895233/text/271090EG.txt
P082927,http://documents.worldbank.org/curated/en/191201468010911564/text/441320PAD0REPL1e0only10R20081014611.txt
P082942,http://documents.worldbank.org/curated/en/925421468761364272/text/262410TP0PAD.txt
P082952,http://documents.worldbank.org/curated/en/294331468744319926/text/311820EG.txt
P082957,http://documents.worldbank.org/curated/en/712221468756312785/text/285540orig.txt
P082969,http://documents.worldbank.org/curated/en/954211468254680310/text/36786.txt
P082973,http://documents.worldbank.org/curated/en/609601468746698341/text/29601.txt
P082976,http://documents.worldbank.org/curated/en/174891468782358758/text/272660RY.txt
P082977,http://documents.worldbank.org/curated/en/390691468775142542/text/271760PK.txt
P082992,http://documents.worldbank.org/curated/en/882281468023935324/text/35961.txt
P082993,http://documents.worldbank.org/curated/en/393271468216281591/text/31548.txt
P082998,http://documents.worldbank.org/curated/en/347691468749737844/text/29877.txt
P082999,http://documents.worldbank.org/curated/en/969081468761121368/text/268690TUN.txt
P083013,http://documents.worldbank.org/curated/en/110461468743810729/text/285430BR.txt
P083045,http://documents.worldbank.org/curated/en/731851468284386043/text/357950rev0pdf.txt
P083051,http://documents.worldbank.org/curated/en/444461468207271146/text/32080.txt
P083075,http://documents.worldbank.org/curated/en/937491468023694415/text/34058.txt
P083082,http://documents.worldbank.org/curated/en/993341468775754403/text/272130NG.txt
P083093,http://documents.worldbank.org/curated/en/299031468763193315/text/290700PL.txt
P083108,http://documents.worldbank.org/curated/en/130301468209663033/text/417550PAD0P08310only100R20081004111.txt
