projectid,id,docdt,reject_reason
P147212,24156752,2014-10-02T04:00:00Z,same_date_duplicate_or_translation
P147213,24504173,2015-02-10T05:00:00Z,same_date_duplicate_or_translation
P147235,19285017,2014-01-14T05:00:00Z,same_date_duplicate_or_translation
P147272,26081843,2016-01-07T05:00:00Z,same_date_duplicate_or_translation
P147342,27406405,2016-12-09T05:00:00Z,same_date_duplicate_or_translation
P147638,24526921,2015-05-01T04:00:00Z,same_date_duplicate_or_translation
P147689,26917952,2013-10-10T04:00:00Z,same_date_duplicate_or_translation
P147854,26739818,2016-06-22T04:00:00Z,same_date_duplicate_or_translation
P147875,19459818,2014-01-22T05:00:00Z,later_version_within_grace_window
P148017,24518069,2015-04-03T04:00:00Z,same_date_duplicate_or_translation
P148127,25997503,2015-07-09T04:00:00Z,same_date_duplicate_or_translation
P148288,26766667,2014-05-27T04:00:00Z,same_date_duplicate_or_translation
P148600,27904467,2017-06-30T04:00:00Z,same_date_duplicate_or_translation
P148896,25835254,2015-10-07T04:00:00Z,same_date_duplicate_or_translation
P149242,25919322,2014-06-06T04:00:00Z,same_date_duplicate_or_translation
P149277,26611997,2015-10-29T04:00:00Z,same_date_duplicate_or_translation
P149653,25657235,2015-11-16T05:00:00Z,same_date_duplicate_or_translation
P149653,26822658,2015-11-16T05:00:00Z,same_date_duplicate_or_translation
P149724,27181313,2014-06-20T04:00:00Z,same_date_duplicate_or_translation
P149858,24052790,2014-10-02T04:00:00Z,same_date_duplicate_or_translation
P149895,19776774,2014-05-16T04:00:00Z,same_date_duplicate_or_translation
P149995,29359806,2017-11-20T05:00:00Z,same_date_duplicate_or_translation
P149995,29571986,2017-11-20T05:00:00Z,same_date_duplicate_or_translation
P150183,26381269,2015-03-04T05:00:00Z,same_date_duplicate_or_translation
P150481,24095294,2015-01-06T05:00:00Z,same_date_duplicate_or_translation
P150928,27392106,2017-02-16T05:00:00Z,same_date_duplicate_or_translation
P150930,25121541,2015-06-16T04:00:00Z,same_date_duplicate_or_translation
P150991,26839338,2016-08-03T04:00:00Z,later_version_within_grace_window
P150993,27039912,2015-04-09T04:00:00Z,same_date_duplicate_or_translation
P151030,27345552,2017-02-01T05:00:00Z,later_version_within_grace_window
P151030,27345699,2017-02-01T05:00:00Z,later_version_within_grace_window
P151059,26663794,2016-02-03T05:00:00Z,same_date_duplicate_or_translation
P151059,26803000,2016-02-04T05:00:00Z,later_version_within_grace_window
P151089,26721412,2015-11-25T05:00:00Z,same_date_duplicate_or_translation
P151357,27030568,2016-11-29T05:00:00Z,same_date_duplicate_or_translation
P152057,31252592,2019-04-09T04:00:00Z,same_date_duplicate_or_translation
P152096,25835296,2015-02-09T05:00:00Z,later_version_within_grace_window
P152646,25073592,2015-03-25T04:00:00Z,later_version_within_grace_window
P152898,25919324,2015-03-09T04:00:00Z,same_date_duplicate_or_translation
P153012,27678143,2017-04-07T04:00:00Z,same_date_duplicate_or_translation
P153338,26395669,2015-11-02T05:00:00Z,same_date_duplicate_or_translation
P153487,25954637,2015-10-02T04:00:00Z,same_date_duplicate_or_translation
P154112,26681865,2015-07-08T04:00:00Z,same_date_duplicate_or_translation
P155198,27325473,2017-02-16T05:00:00Z,same_date_duplicate_or_translation
P155732,26377610,2015-06-23T04:00:00Z,same_date_duplicate_or_translation
P157117,27221187,2017-01-30T05:00:00Z,same_date_duplicate_or_translation
P157395,26958674,2016-08-25T04:00:00Z,same_date_duplicate_or_translation
P157425,27296400,2016-11-02T04:00:00Z,same_date_duplicate_or_translation
P157531,27706726,2017-03-01T05:00:00Z,same_date_duplicate_or_translation
P157809,29877336,2018-03-23T04:00:00Z,same_date_duplicate_or_translation
P157932,27988734,2017-05-23T04:00:00Z,same_date_duplicate_or_translation
P158138,28099810,2017-08-21T04:00:00Z,same_date_duplicate_or_translation
P158346,29169629,2017-11-29T05:00:00Z,same_date_duplicate_or_translation
P158346,29310223,2017-11-29T05:00:00Z,same_date_duplicate_or_translation
P158346,29487716,2017-11-29T05:00:00Z,same_date_duplicate_or_translation
P159053,26741119,2016-07-05T04:00:00Z,same_date_duplicate_or_translation
P159213,27516571,2017-03-03T05:00:00Z,same_date_duplicate_or_translation
P159258,27981683,2017-06-28T04:00:00Z,same_date_duplicate_or_translation
P159337,28013331,2017-06-30T04:00:00Z,same_date_duplicate_or_translation
P159470,26858055,2016-09-02T04:00:00Z,same_date_duplicate_or_translation
P159515,27499189,2016-10-27T04:00:00Z,same_date_duplicate_or_translation
P159522,26901695,2016-09-02T04:00:00Z,same_date_duplicate_or_translation
P159692,30251367,2018-05-14T04:00:00Z,same_date_duplicate_or_translation
P159843,27407288,2017-02-03T05:00:00Z,same_date_duplicate_or_translation
P159929,27417291,2017-02-03T05:00:00Z,same_date_duplicate_or_translation
P160223,27345698,2017-01-24T05:00:00Z,same_date_duplicate_or_translation
P160224,29859885,2018-02-26T05:00:00Z,later_version_within_grace_window
P160245,30540546,2018-04-27T04:00:00Z,later_version_within_grace_window
P160674,27914640,2017-08-01T04:00:00Z,later_version_within_grace_window
P161809,27245570,2016-12-29T05:00:00Z,same_date_duplicate_or_translation
P161905,27744431,2017-06-01T04:00:00Z,later_version_within_grace_window
P162094,29877334,2018-01-09T05:00:00Z,same_date_duplicate_or_translation
P162407,29495994,2017-10-17T04:00:00Z,later_version_within_grace_window
P162659,27958172,2017-07-31T04:00:00Z,same_date_duplicate_or_translation
P162835,31128786,2019-03-27T04:00:00Z,same_date_duplicate_or_translation
P162850,30153799,2018-05-14T04:00:00Z,later_version_within_grace_window
P162901,30922928,2018-10-18T04:00:00Z,same_date_duplicate_or_translation
P162901,30929867,2018-10-18T04:00:00Z,same_date_duplicate_or_translation
P162904,29830041,2018-04-04T04:00:00Z,same_date_duplicate_or_translation
P162957,34015891,2022-11-28T05:00:00Z,same_date_duplicate_or_translation
P163015,29613003,2018-01-25T05:00:00Z,same_date_duplicate_or_translation
P163108,29670361,2018-02-01T05:00:00Z,later_version_within_grace_window
P163115,29757824,2017-11-21T05:00:00Z,same_date_duplicate_or_translation
P163255,30805205,2019-01-09T05:00:00Z,later_version_within_grace_window
P163437,29541979,2017-09-19T04:00:00Z,same_date_duplicate_or_translation
P163515,29905863,2018-04-19T04:00:00Z,same_date_duplicate_or_translation
P163576,30786451,2018-06-06T04:00:00Z,same_date_duplicate_or_translation
P163777,30290901,2018-04-02T04:00:00Z,same_date_duplicate_or_translation
P164164,30366682,2018-06-04T04:00:00Z,same_date_duplicate_or_translation
P164190,28706450,2017-10-20T04:00:00Z,same_date_duplicate_or_translation
P164389,32004966,2020-02-04T05:00:00Z,same_date_duplicate_or_translation
P164412,30213773,2018-05-10T04:00:00Z,same_date_duplicate_or_translation
P164453,30198473,2018-05-23T04:00:00Z,same_date_duplicate_or_translation
P164625,30550475,2018-07-31T04:00:00Z,same_date_duplicate_or_translation
P164661,30339850,2018-01-05T05:00:00Z,same_date_duplicate_or_translation
P165114,29919811,2018-03-22T04:00:00Z,same_date_duplicate_or_translation
P166059,32298570,2019-09-09T04:00:00Z,same_date_duplicate_or_translation
P166059,32506430,2019-09-09T04:00:00Z,same_date_duplicate_or_translation
P166220,31089861,2019-04-22T04:00:00Z,same_date_duplicate_or_translation
P167000,30309972,2018-06-06T04:00:00Z,same_date_duplicate_or_translation
P167380,31300798,2019-05-23T04:00:00Z,same_date_duplicate_or_translation
P167619,32149055,2019-05-30T04:00:00Z,same_date_duplicate_or_translation
P167619,32674719,2019-05-30T04:00:00Z,same_date_duplicate_or_translation
P167726,30401155,2018-07-30T04:00:00Z,same_date_duplicate_or_translation
P167795,33819085,2022-05-11T04:00:00Z,later_version_within_grace_window
P167996,31242820,2019-05-06T04:00:00Z,same_date_duplicate_or_translation
P168147,31737138,2019-10-16T04:00:00Z,same_date_duplicate_or_translation
P168147,31809799,2019-10-16T04:00:00Z,same_date_duplicate_or_translation
P168273,31813575,2019-06-03T04:00:00Z,same_date_duplicate_or_translation
P168295,31984709,2019-11-27T05:00:00Z,same_date_duplicate_or_translation
P168385,31517375,2019-06-06T04:00:00Z,same_date_duplicate_or_translation
P168425,31813581,2019-05-24T04:00:00Z,same_date_duplicate_or_translation
P168576,31324516,2019-06-27T04:00:00Z,same_date_duplicate_or_translation
P168739,32016559,2019-12-19T05:00:00Z,later_version_within_grace_window
P168777,33028307,2020-05-15T04:00:00Z,same_date_duplicate_or_translation
P168911,31517368,2019-06-07T04:00:00Z,same_date_duplicate_or_translation
P169125,31061175,2019-03-21T04:00:00Z,same_date_duplicate_or_translation
P169161,31964494,2020-02-27T05:00:00Z,same_date_duplicate_or_translation
P169677,31975044,2020-02-27T05:00:00Z,same_date_duplicate_or_translation
P170329,31592678,2019-08-07T04:00:00Z,same_date_duplicate_or_translation
P170419,32805603,2020-11-20T05:00:00Z,same_date_duplicate_or_translation
P170850,32961656,2020-05-01T04:00:00Z,same_date_duplicate_or_translation
P170928,32263820,2020-04-02T04:00:00Z,same_date_duplicate_or_translation
P171316,31964590,2020-02-27T05:00:00Z,same_date_duplicate_or_translation
P171683,33907850,2021-06-01T04:00:00Z,later_version_within_grace_window
P171777,32279051,2020-05-07T04:00:00Z,same_date_duplicate_or_translation
P171933,33401870,2021-08-10T04:00:00Z,later_version_within_grace_window
P172571,32286413,2020-05-21T04:00:00Z,same_date_duplicate_or_translation
P172578,32247721,2020-05-26T04:00:00Z,same_date_duplicate_or_translation
P172809,33031994,2020-11-19T05:00:00Z,same_date_duplicate_or_translation
P172899,32526354,2020-06-08T04:00:00Z,same_date_duplicate_or_translation
P172926,33826280,2022-04-27T04:00:00Z,later_version_within_grace_window
P173001,33907748,2021-05-24T04:00:00Z,later_version_within_grace_window
P173073,33399701,2021-05-13T04:00:00Z,same_date_duplicate_or_translation
P173367,32838564,2020-12-15T05:00:00Z,later_version_within_grace_window
P173480,33382965,2020-12-07T05:00:00Z,same_date_duplicate_or_translation
P173568,33266658,2021-02-18T05:00:00Z,same_date_duplicate_or_translation
P173582,32740771,2020-12-03T05:00:00Z,same_date_duplicate_or_translation
P173716,34219568,2023-12-14T05:00:00Z,later_version_within_grace_window
P173743,33464712,2021-09-07T04:00:00Z,later_version_within_grace_window
P173763,33830890,2022-03-06T05:00:00Z,later_version_within_grace_window
P173765,31941616,2020-04-02T04:00:00Z,later_version_within_grace_window
P173767,32113471,2020-04-02T04:00:00Z,later_version_within_grace_window
P173773,32054953,2020-04-02T04:00:00Z,later_version_within_grace_window
P173789,31916553,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31916554,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31921526,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31921699,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31921701,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31921795,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31921796,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31924878,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31924879,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31924966,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31924968,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31924982,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31924983,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31924984,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31924986,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31924987,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31925029,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31925030,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31925040,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31925042,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31933141,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31933142,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31933143,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31924988,2020-03-29T04:00:00Z,later_version_within_grace_window
P173789,32018335,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173789,31968515,2020-04-02T04:00:00Z,later_version_within_grace_window
P173789,32054953,2020-04-02T04:00:00Z,later_version_within_grace_window
P173789,32113471,2020-04-02T04:00:00Z,later_version_within_grace_window
P173789,32263821,2020-04-02T04:00:00Z,later_version_within_grace_window
P173800,32016038,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173805,32263821,2020-04-02T04:00:00Z,later_version_within_grace_window
P173807,31968515,2020-04-02T04:00:00Z,later_version_within_grace_window
P173854,32502405,2020-04-02T04:00:00Z,later_version_within_grace_window
P173861,32117730,2020-04-02T04:00:00Z,later_version_within_grace_window
P173862,32018335,2020-03-27T04:00:00Z,same_date_duplicate_or_translation
P173872,32123160,2020-04-02T04:00:00Z,later_version_within_grace_window
P173876,32224459,2020-04-02T04:00:00Z,later_version_within_grace_window
P173945,32738099,2020-04-02T04:00:00Z,later_version_within_grace_window
P173972,32623014,2020-04-28T04:00:00Z,same_date_duplicate_or_translation
P173974,32206538,2020-06-11T04:00:00Z,same_date_duplicate_or_translation
P174078,32335624,2020-07-14T04:00:00Z,same_date_duplicate_or_translation
P174177,33493864,2021-06-19T04:00:00Z,later_version_within_grace_window
P174414,33736404,2021-09-08T04:00:00Z,same_date_duplicate_or_translation
P174812,33678053,2021-08-17T04:00:00Z,later_version_within_grace_window
P174867,33818244,2022-05-10T04:00:00Z,later_version_within_grace_window
P175036,32780070,2020-09-04T04:00:00Z,later_version_within_grace_window
P175137,32892904,2021-02-10T05:00:00Z,same_date_duplicate_or_translation
P175138,33084318,2021-04-06T04:00:00Z,later_version_within_grace_window
P175483,33907635,2022-02-28T05:00:00Z,later_version_within_grace_window
P175483,33907704,2022-02-28T05:00:00Z,later_version_within_grace_window
P175592,33819086,2022-05-11T04:00:00Z,later_version_within_grace_window
P175629,34029437,2023-03-27T04:00:00Z,later_version_within_grace_window
P175669,33790078,2022-01-25T05:00:00Z,later_version_within_grace_window
P175721,33815423,2022-05-10T04:00:00Z,later_version_within_grace_window
P175721,33866104,2022-05-09T04:00:00Z,same_date_duplicate_or_translation
P175878,32889393,2021-01-06T05:00:00Z,same_date_duplicate_or_translation
P176017,33905199,2022-02-28T05:00:00Z,later_version_within_grace_window
P176060,33907859,2022-06-01T04:00:00Z,later_version_within_grace_window
P176105,33998846,2021-12-17T05:00:00Z,same_date_duplicate_or_translation
P176272,33819102,2022-05-10T04:00:00Z,later_version_within_grace_window
P176352,33028309,2021-03-21T04:00:00Z,later_version_within_grace_window
P176532,33904059,2022-06-15T04:00:00Z,later_version_within_grace_window
P176548,33819098,2022-05-10T04:00:00Z,later_version_within_grace_window
P176577,33814301,2022-02-21T05:00:00Z,later_version_within_grace_window
P176589,33819084,2022-05-10T04:00:00Z,later_version_within_grace_window
P177031,33815353,2022-05-10T04:00:00Z,later_version_within_grace_window
P177040,33819612,2022-05-09T04:00:00Z,later_version_within_grace_window
P177069,33836693,2022-05-17T04:00:00Z,same_date_duplicate_or_translation
P177239,33819610,2022-05-10T04:00:00Z,later_version_within_grace_window
P177533,34125904,2023-05-30T04:00:00Z,same_date_duplicate_or_translation
P177897,33870941,2022-05-19T04:00:00Z,later_version_within_grace_window
P177932,33930420,2022-09-11T04:00:00Z,later_version_within_grace_window
P177959,33899271,2021-12-05T05:00:00Z,later_version_within_grace_window
P178143,33820559,2022-05-11T04:00:00Z,later_version_within_grace_window
P178181,33752333,2021-12-01T05:00:00Z,same_date_duplicate_or_translation
P178566,33868258,2022-05-24T04:00:00Z,same_date_duplicate_or_translation
P178760,33812758,2022-04-30T04:00:00Z,later_version_within_grace_window
P178819,33977747,2022-12-12T05:00:00Z,same_date_duplicate_or_translation
P178824,33944094,2022-11-15T05:00:00Z,same_date_duplicate_or_translation
P178866,34370937,2022-04-25T04:00:00Z,same_date_duplicate_or_translation
P178935,40001625,2025-01-29T05:00:00Z,same_date_duplicate_or_translation
P179365,40081308,2023-11-13T05:00:00Z,same_date_duplicate_or_translation
P179440,34173751,2023-05-02T04:00:00Z,same_date_duplicate_or_translation
P179534,34182780,2023-06-07T04:00:00Z,same_date_duplicate_or_translation
P179665,34043599,2022-11-30T05:00:00Z,same_date_duplicate_or_translation
P179923,34462875,2024-07-19T04:00:00Z,later_version_within_grace_window
P180027,34210096,2023-10-25T04:00:00Z,same_date_duplicate_or_translation
P180092,34186956,2023-08-01T04:00:00Z,same_date_duplicate_or_translation
P180263,34179800,2023-03-15T04:00:00Z,same_date_duplicate_or_translation
P180334,34374654,2023-06-02T04:00:00Z,same_date_duplicate_or_translation
P180512,34257615,2023-11-20T05:00:00Z,same_date_duplicate_or_translation
P181087,34294430,2023-09-18T04:00:00Z,same_date_duplicate_or_translation
P500481,40111123,2026-04-29T04:00:00Z,same_date_duplicate_or_translation
P500481,40111125,2026-04-29T04:00:00Z,same_date_duplicate_or_translation
P502979,34463376,2025-02-12T05:00:00Z,same_date_duplicate_or_translation
P503036,34240034,2023-12-06T05:00:00Z,same_date_duplicate_or_translation
P504126,40085562,2025-08-08T04:00:00Z,later_version_within_grace_window
P506109,40035227,2025-03-07T05:00:00Z,same_date_duplicate_or_translation
P506846,34444738,2024-10-29T04:00:00Z,same_date_duplicate_or_translation
P507278,40003267,2025-03-20T04:00:00Z,later_version_within_grace_window
P507514,40056312,2025-06-22T04:00:00Z,later_version_within_grace_window
P507944,40114862,2026-06-29T04:00:00Z,later_version_within_grace_window
P508537,40043318,2025-08-18T04:00:00Z,same_date_duplicate_or_translation
P508917,40014401,2025-03-18T04:00:00Z,later_version_within_grace_window
P509224,40025505,2025-06-26T04:00:00Z,same_date_duplicate_or_translation
P509503,40026200,2025-06-27T04:00:00Z,same_date_duplicate_or_translation
P509503,40020179,2025-06-07T04:00:00Z,later_version_within_grace_window
P509664,40011057,2025-05-06T04:00:00Z,same_date_duplicate_or_translation
P509826,40113177,2025-06-20T04:00:00Z,same_date_duplicate_or_translation
P513341,40115959,2026-07-01T04:00:00Z,same_date_duplicate_or_translation
P513939,40101238,2026-05-05T04:00:00Z,later_version_within_grace_window
P514502,40111722,2026-05-13T04:00:00Z,same_date_duplicate_or_translation
P514855,40125817,2026-06-09T04:00:00Z,same_date_duplicate_or_translation
