label,horizon,vehicle,holder,n_train,rate_train,n_test,rate_test
schedule_slip_gt365,12,SOL|3600|797FSS000115R3,MKNJPM6CKSP9,53,0.07547169811320754,70,0.014285714285714285
schedule_slip_gt365,12,SOL|3600|SPE2D115R0001,DJY8WLTGF577,37,0.0,303,0.09570957095709572
schedule_slip_gt365,12,SOL|3600|VA11815R0558,D84JK2RNL7V4,18,0.1111111111111111,9,0.2222222222222222
schedule_slip_gt365,12,SOL|3600|VA11815R0558,GLGMWJ8EVMR9,24,0.041666666666666664,9,0.1111111111111111
schedule_slip_gt365,12,SOL|3600|VA11815R0558,HH52KZGMV2Y6,9,0.0,8,0.25
schedule_slip_gt365,12,SOL|3600|VA11815R0558,KHK6E1JW9C15,7,0.0,7,0.2857142857142857
schedule_slip_gt365,12,SOL|3600|VA11815R0558,L73LKJ1JCVM7,12,0.0,4,0.0
schedule_slip_gt365,12,SOL|3600|VA11815R0558,LRN9VLLCX9Y8,6,0.0,8,0.125
schedule_slip_gt365,12,SOL|3600|VA11815R0558,NKKQE6FG4C28,4,0.0,6,0.16666666666666666
schedule_slip_gt365,12,SOL|3600|VA11815R0558,NYM8TAUFLXP3,6,0.0,3,0.0
schedule_slip_gt365,12,SOL|3600|VA11815R0558,QNL4KMADTD36,16,0.0625,6,0.0
schedule_slip_gt365,12,SOL|3600|VA11815R0558,R4WTAS3E7BA4,21,0.0,5,0.0
schedule_slip_gt365,12,SOL|3600|VA11815R0558,SVSAKVZJN1S7,12,0.0,8,0.0
schedule_slip_gt365,12,SOL|3600|VA11815R0558,XDDKMXTVJSN8,5,0.2,4,0.5
schedule_slip_gt365,12,SOL|3600|VA25815R0002,CT93GMZBKE24,7,0.14285714285714285,6,0.16666666666666666
schedule_slip_gt365,12,SOL|4730|3FNJC1000001B,CHTAKEYGS386,56,0.017857142857142856,11,0.0
schedule_slip_gt365,12,SOL|4730|3FNJC1000001B,K8NNV2MH8AE6,14,0.07142857142857142,5,0.0
schedule_slip_gt365,12,SOL|4730|3FNJC1000001B,N7SFZMRQUPH9,20,0.2,5,0.0
schedule_slip_gt365,12,SOL|4730|3QSAJB100001B,DDJ2GKQM7M84,20,0.1,6,0.0
schedule_slip_gt365,12,SOL|4730|3QSAJB100001B,EJDQQK6CAHM7,8,0.0,4,0.0
schedule_slip_gt365,12,SOL|4730|47QSMD20R0001,MCQUYM6GHNJ5,18,0.1111111111111111,30,0.0
schedule_slip_gt365,12,SOL|4730|47QSMD20R0001,WD8KKTRJWAZ3,44,0.022727272727272728,9,0.1111111111111111
schedule_slip_gt365,12,SOL|4730|7FCBC4070066B,CMBPHDRMCS51,132,0.007575757575757576,33,0.0
schedule_slip_gt365,12,SOL|4730|7FCBC4070066B,KRRTFMX1J3H3,3,0.0,3,0.0
schedule_slip_gt365,12,SOL|4730|7FCBC4070066B,PGCSXZ1SSA68,44,0.0,9,0.0
schedule_slip_gt365,12,SOL|4730|7FCBH2070541B,SJGQXJEFBKC5,14,0.14285714285714285,4,0.0
schedule_slip_gt365,12,SOL|4730|7FCIF8030056B,MLC1FHL356S9,11,0.0,7,0.14285714285714285
schedule_slip_gt365,12,SOL|4730|7FCIL3030084B,M8BJXXE2NG25,8,0.0,5,0.2
schedule_slip_gt365,12,SOL|4730|7FCIL3030084B,YWLLJBHSE9A4,5,0.2,5,0.0
schedule_slip_gt365,12,SOL|4730|FBGTGG050001B,YDFXJ4HBAGA6,7,0.0,5,0.0
schedule_slip_gt365,12,SOL|4730|FCISJB980001B,CGE8ABMZLZN9,22,0.045454545454545456,8,0.0
schedule_slip_gt365,12,SOL|4730|FCISJB980001B,CHRNPLHCSL95,5,0.4,4,0.0
schedule_slip_gt365,12,SOL|4730|FCISJB980001B,E3W3M92ASRQ5,35,0.11428571428571428,31,0.16129032258064516
schedule_slip_gt365,12,SOL|4730|FCISJB980001B,G3FMDEWF7YV3,21,0.14285714285714285,3,0.0
schedule_slip_gt365,12,SOL|4730|FCISJB980001B,JJKKJ9PYWAP1,4,0.0,4,0.25
schedule_slip_gt365,12,SOL|4730|FCISJB980001B,N1C5QLNPJLS4,11,0.0,10,0.0
schedule_slip_gt365,12,SOL|4730|FCISJB980001B,NUNVJJM2UYY1,32,0.03125,6,0.16666666666666666
schedule_slip_gt365,12,SOL|4730|FCISJB980001B,R2VGJTEMCNL5,10,0.2,4,0.0
schedule_slip_gt365,12,SOL|4730|FCISJB980001B,SJHANNQ8XZT6,10,0.3,4,0.0
schedule_slip_gt365,12,SOL|4730|FCISJB980001B,T5FETBQCPBT3,3,0.3333333333333333,4,0.0
schedule_slip_gt365,12,SOL|4730|FCISJB980001B,UEYLW3YCLYW5,82,0.07317073170731707,3,0.0
schedule_slip_gt365,12,SOL|4730|FCISJB980001B,X5V6UB9HVCD8,15,0.06666666666666667,3,0.3333333333333333
schedule_slip_gt365,12,SOL|4730|FCISJB980001B,XTQKKB8LAJ87,6,0.0,9,0.0
schedule_slip_gt365,12,SOL|4730|FCO00CORP0000C,CM9VW5P6GKB6,5,0.0,5,0.0
schedule_slip_gt365,12,SOL|4730|FCO00CORP0000C,D5LNGW92BF61,5,0.0,5,0.0
schedule_slip_gt365,12,SOL|4730|FCO00CORP0000C,E6JFJLBFNC21,13,0.0,3,0.0
schedule_slip_gt365,12,SOL|4730|FCO00CORP0000C,EK38FYR4WKJ7,5,0.6,4,0.25
schedule_slip_gt365,12,SOL|4730|FCO00CORP0000C,P9M1N7DNLDB5,4,0.0,3,0.0
schedule_slip_gt365,12,SOL|4730|FFAHC2990235B,C33FM23HZW23,37,0.0,8,0.0
schedule_slip_gt365,12,SOL|4730|FFAHC2990235B,FU8JCLJBJC45,6,0.0,4,0.0
schedule_slip_gt365,12,SOL|4730|FFAHC2990235B,K84QVFQTYZ93,4,0.0,3,0.0
schedule_slip_gt365,12,SOL|4730|TFTPMC000874B,DM8CEGRELZH7,26,0.038461538461538464,13,0.07692307692307693
schedule_slip_gt365,12,SOL|4730|TFTPMC000874B,GX1LCREDG8B8,5,0.0,5,0.0
schedule_slip_gt365,12,SOL|4730|TFTPMC000874B,GZMHL3R9LGZ3,3,0.0,3,0.0
schedule_slip_gt365,12,SOL|4730|TFTPMC000874B,UJMMR3K2CDK6,35,0.02857142857142857,3,0.0
schedule_slip_gt365,12,SOL|4730|TFTPMC000874B,ULJSBXBHRM15,3,0.0,4,0.0
schedule_slip_gt365,12,SOL|4730|TFTPMC000874B,YY46Q97AEZA8,38,0.05263157894736842,8,0.25
schedule_slip_gt365,12,SOL|4730|TFTPMC990871B,GWK3RNGGFCE6,4,0.5,6,0.5
schedule_slip_gt365,12,SOL|4732|3FNGRG020001B,CNASGNNZ9MP8,10,0.0,3,0.0
schedule_slip_gt365,12,SOL|4732|3FNJC1000001B,EFMFNAELHYR5,3,0.0,10,0.3
schedule_slip_gt365,12,SOL|4732|3QSAJB100001B,E32XCUALMYL4,9,0.0,17,0.0
schedule_slip_gt365,12,SOL|4732|3QSAJB100001B,F4NYD5JGEUS8,6,0.0,8,0.0
schedule_slip_gt365,12,SOL|4732|3QSAJB100001B,GFQJBLPZWC44,8,0.0,14,0.0
schedule_slip_gt365,12,SOL|4732|3QSAJB100001B,H1ZPXTA8DZC5,24,0.041666666666666664,17,0.058823529411764705
schedule_slip_gt365,12,SOL|4732|3QSAJB100001B,HCWRS39M4BL5,9,0.0,5,0.0
schedule_slip_gt365,12,SOL|4732|3QSAJB100001B,J25LZMLKHLS7,5,0.0,3,0.0
schedule_slip_gt365,12,SOL|4732|3QSAJB100001B,M5EMFRYLDKL5,19,0.0,68,0.0
schedule_slip_gt365,12,SOL|4732|3QSAJB100001B,Q2K3MSZ843D8,11,0.0,19,0.15789473684210525
