variant,label,horizon,key,group,n_train,resid_train,n_test,resid_test,y_test,p_test
shape_office,schedule_slip_gt90,24,recipient_uei,CCD1NZGZPKG1,234,-0.00017128923138064257,21,-0.00018937493372186103,0.0,0.00018937493372186103
shape_office,schedule_slip_gt90,24,recipient_uei,CCGBEVKUU2F3,16,0.01288314480030078,3,0.1542949815904959,0.3333333333333333,0.17903835174283744
shape_office,schedule_slip_gt90,24,recipient_uei,CD53NX9L5TL9,13,0.04473235145815481,6,-0.05199371387320431,0.0,0.05199371387320431
shape_office,schedule_slip_gt90,24,recipient_uei,CDLLJSUUDJ86,9,-0.0004898558895310549,8,-0.00031610142754947526,0.0,0.00031610142754947526
shape_office,schedule_slip_gt90,24,recipient_uei,CDNFXRN9K5E4,5,-0.13514858519348277,3,0.2544730100567078,0.6666666666666666,0.4121936566099589
shape_office,schedule_slip_gt90,24,recipient_uei,CDSQM5NNMKA9,12,-0.04701554845916755,5,0.08765271464066984,0.2,0.11234728535933017
shape_office,schedule_slip_gt90,24,recipient_uei,CEL6Q7QSVHA7,15,-0.06947009924715948,7,0.16952767689207907,0.5714285714285714,0.40190089453649236
shape_office,schedule_slip_gt90,24,recipient_uei,CFWRL5LXXX93,6,-0.1625477574497208,9,0.007657010967837015,0.5555555555555556,0.5478985445877185
shape_office,schedule_slip_gt90,24,recipient_uei,CFZZXD153MZ5,5,-0.18315585206161797,3,0.06127750095030171,0.3333333333333333,0.2720558323830316
shape_office,schedule_slip_gt90,24,recipient_uei,CGL3BBHE4LD5,6,-0.08616419258309405,3,0.04939050330499606,0.6666666666666666,0.6172761633616707
shape_office,schedule_slip_gt90,24,recipient_uei,CHCJL1KA1NT7,6,0.1163319369980107,5,-0.23728579886348716,0.2,0.4372857988634872
shape_office,schedule_slip_gt90,24,recipient_uei,CHFAPANM3SA7,16,0.19969363174421642,4,0.05834217695479402,0.5,0.44165782304520596
shape_office,schedule_slip_gt90,24,recipient_uei,CHJNFCBMNJS3,10,-0.07301994293840816,3,-0.00939269156029813,0.6666666666666666,0.6760593582269648
shape_office,schedule_slip_gt90,24,recipient_uei,CHM5ZAJTSS99,15,-0.053745813571495306,3,-0.18933843755261295,0.3333333333333333,0.5226717708859463
shape_office,schedule_slip_gt90,24,recipient_uei,CHNMDT8TAEF5,52,0.32040714254586045,4,0.16463916585572913,0.5,0.33536083414427087
shape_office,schedule_slip_gt90,24,recipient_uei,CJAJYT2KW771,5,0.042793356869517386,3,0.21363552197480495,0.6666666666666666,0.45303114469186173
shape_office,schedule_slip_gt90,24,recipient_uei,CJHNQPYZWBA3,13,-0.30310682127750127,8,-0.14898225208744018,0.375,0.5239822520874402
shape_office,schedule_slip_gt90,24,recipient_uei,CKDFRHKKRNY3,13,-0.13050541075638478,6,-0.21929557229496144,0.3333333333333333,0.5526289056282948
shape_office,schedule_slip_gt90,24,recipient_uei,CKDKNLKHHAY4,6,-0.29288883882252686,9,-0.01941670907808906,0.3333333333333333,0.3527500424114224
shape_office,schedule_slip_gt90,24,recipient_uei,CKLDDEUNBJB4,6,0.07577159904881133,12,0.0627956349725499,0.5833333333333334,0.5205376983607835
shape_office,schedule_slip_gt90,24,recipient_uei,CKV2L9GZKJK3,50,0.04946140262170446,39,-0.11584504071865008,0.4358974358974359,0.551742476616086
shape_office,schedule_slip_gt90,24,recipient_uei,CKXXZL52PLZ2,10,-0.31946494372373274,5,0.23397420407420966,0.6,0.3660257959257903
shape_office,schedule_slip_gt90,24,recipient_uei,CKYLMFTCHF65,43,0.09553154978344623,4,0.06166441017154255,0.5,0.43833558982845744
shape_office,schedule_slip_gt90,24,recipient_uei,CL9WYVJ7MKY5,8,-0.019716419574056537,4,-0.037948316649466074,0.5,0.5379483166494661
shape_office,schedule_slip_gt90,24,recipient_uei,CLH8D5KDN9D6,25,-0.11783630123748798,12,0.06821440901451553,0.3333333333333333,0.2651189243188178
shape_office,schedule_slip_gt90,24,recipient_uei,CLPBJ56ANU37,91,-0.00018125942017503248,23,-0.00020830782520226153,0.0,0.00020830782520226153
shape_office,schedule_slip_gt90,24,recipient_uei,CLYLQK44RHH4,10,0.1843035873099157,5,-0.25281138171740586,0.4,0.6528113817174058
shape_office,schedule_slip_gt90,24,recipient_uei,CM2HHAV628D5,11,0.13573045281940402,3,-0.36526593275915736,0.3333333333333333,0.6985992660924906
shape_office,schedule_slip_gt90,24,recipient_uei,CMBPHDRMCS51,9,-0.0837731212880479,3,0.12832084524726473,0.6666666666666666,0.5383458214194019
shape_office,schedule_slip_gt90,24,recipient_uei,CMCFMRN32267,7,0.011109233033427939,8,-0.2787678555132657,0.125,0.4037678555132657
shape_office,schedule_slip_gt90,24,recipient_uei,CMEJMDJETM37,100,-0.0005185755356332214,4,-0.0008556583639764557,0.0,0.0008556583639764557
shape_office,schedule_slip_gt90,24,recipient_uei,CMJ6PWSMXZT3,37,0.03691647107656525,4,0.20868123734556596,0.75,0.541318762654434
shape_office,schedule_slip_gt90,24,recipient_uei,CN6ZRTJKZQC3,12,-0.00024057905620921877,12,-0.00025130649213190936,0.0,0.00025130649213190936
shape_office,schedule_slip_gt90,24,recipient_uei,CN7PNYLZLNV3,31,-0.0461133088287664,7,0.11020053531346408,0.2857142857142857,0.17551375040082165
shape_office,schedule_slip_gt90,24,recipient_uei,CNK9KG2BZHV7,17,-0.054897558241367814,10,0.20909361687822994,0.7,0.49090638312177004
