GMPP ID Number,Project Name,AR Year,Quarter,Department,MPA RAG (Departmental RAG used if MPA RAG missing),Project - Start Date (Latest Approved Start Date),Project - End Date (Latest Approved End Date),FY Budget (£m) inc Non Gov,FY Forecast (£m) inc Non Gov,Budget Variance (£m),Budget Variance (%),TOTAL BUDGETED WHOLE LIFE COSTS including Non-Government Costs,Gov WLC,Non-Gov WLC,PROJECT CATEGORY,Project Length,Unique ID,Department Grouped,MPA RAG Grouped,Joiner,SRO,Description,source_workbook,snapshot_date,gmpp_id_norm,dca_source,wlc_source,end_source,project_key,name_norm,project_key_by_name,join_route,project_name,dca_published,wlc_baseline_gbp_m,end_date,_merge,matched
BIS_0001_1112-Q1,BIS Shared Services,AR 2013,1213-Q2,BEIS,Amber,2011-05-04 00:00:00,2013-04-30 00:00:00,11.26,11.41,,,15.54,,,,1.9904175222450375,"BIS_0001_1112-Q1,1213-Q2",BEIS,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,BIS_0001_1112-Q1,Amber,15.54,2013-04-30,BEIS lineage::bis shared services,bis shared services,BEIS lineage::bis shared services,name,BIS Shared Services,Amber,15.54,2013-04-30,both,True
BIS_0005_1112-Q1,Further Education Fee Loans Programme,AR 2013,1213-Q2,BEIS,Amber/Green,2010-11-30 00:00:00,2016-04-01 00:00:00,5.452,5.452,,,576.593,,,,5.336071184120465,"BIS_0005_1112-Q1,1213-Q2",BEIS,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,BIS_0005_1112-Q1,Amber/Green,576.593,2016-04-01,BEIS lineage::further education 24 learning loans programme,further education fee loans programme,BEIS lineage::further education 24 learning loans programme,name,Further Education Fee Loans Programme,Amber/Green,576.593,2016-04-01,both,True
BIS_0008_1112-Q1,Student Loans Monetisation Feasibility Study,AR 2013,1213-Q2,BEIS,Amber/Red,2010-03-01 00:00:00,2014-12-31 00:00:00,0.12,0.12,,,6.22,,,,4.8350444900752905,"BIS_0008_1112-Q1,1213-Q2",BEIS,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,BIS_0008_1112-Q1,Amber/Red,6.22,2014-12-31,BIS_0008_1112-Q1,student loans monetisation feasibility study,BEIS lineage::student loans monetisation feasibility study,gmpp_id,,,,,left_only,False
BIS_0009_1112-Q1,The Francis Crick Institute (formerly UKCMRI),AR 2013,1213-Q2,BEIS,Amber/Green,2006-10-01 00:00:00,2017-12-21 00:00:00,58,58,,,753,,,,11.222450376454484,"BIS_0009_1112-Q1,1213-Q2",BEIS,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,BIS_0009_1112-Q1,Amber/Green,753.0,2017-12-21,BEIS lineage::the francis crick institute,the francis crick institute,BEIS lineage::the francis crick institute,name,The Francis Crick Institute (formerly UKCMRI),Amber/Green,753.0,2017-12-21,both,True
BIS_0011_1213-Q1,Core Systems Replacement,AR 2013,1213-Q2,BEIS,Amber,2012-03-01 00:00:00,2016-03-19 00:00:00,2.91,2.62,,,131.911,,,,4.049281314168378,"BIS_0011_1213-Q1,1213-Q2",BEIS,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,BIS_0011_1213-Q1,Amber,131.911,2016-03-19,BEIS lineage::core systems replacement,core systems replacement,BEIS lineage::core systems replacement,name,Core Systems Replacement,Amber,131.911,2016-03-19,both,True
BIS_0002_1112-Q1,Business Improvement Programme,AR 2013,1213-Q2,BEIS,Green,2010-08-01 00:00:00,2013-03-14 00:00:00,50.1,50.1,,,206,,,,2.617385352498289,"BIS_0002_1112-Q1,1213-Q2",BEIS,Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,BIS_0002_1112-Q1,Green,206.0,2013-03-14,BEIS lineage::business improvement programme,business improvement programme,BEIS lineage::business improvement programme,name,Business Improvement Programme,Green,206.0,2013-03-14,both,True
BIS_0003_1112-Q1,Technology and innovation centres,AR 2013,1213-Q2,BEIS,Amber/Green,2010-12-01 00:00:00,2013-04-01 00:00:00,60,60,,,476,,,,2.3326488706365502,"BIS_0003_1112-Q1,1213-Q2",BEIS,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,BIS_0003_1112-Q1,Amber/Green,476.0,2013-04-01,BEIS lineage::technology and innovation centres,technology and innovation centres,BEIS lineage::technology and innovation centres,name,Technology and innovation centres,Amber/Green,476.0,2013-04-01,both,True
BIS_0004_1112-Q1,FE Capital Investment Programme,AR 2013,1213-Q2,BEIS,Amber/Green,2010-05-31 00:00:00,2015-03-31 00:00:00,272.66,272.66,,,4578.42,,,,4.832306639288158,"BIS_0004_1112-Q1,1213-Q2",BEIS,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,BIS_0004_1112-Q1,Amber/Green,4578.42,2015-03-31,BEIS lineage::fe capital investment programme,fe capital investment programme,BEIS lineage::fe capital investment programme,name,FE Capital Investment Programme,Amber/Green,4578.42,2015-03-31,both,True
BIS_0006_1112-Q1,Green Investment Bank,AR 2013,1213-Q2,BEIS,Amber,2010-06-01 00:00:00,2012-09-01 00:00:00,799,329,,,1857,,,,2.2532511978097194,"BIS_0006_1112-Q1,1213-Q2",BEIS,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,BIS_0006_1112-Q1,Amber,1857.0,2012-09-01,BEIS lineage::green investment bank,green investment bank,BEIS lineage::green investment bank,name,Green Investment Bank,Amber,1857.0,2012-09-01,both,True
BIS_0007_1112-Q1,HE Reform Programme,AR 2013,1213-Q2,BEIS,Amber,2011-06-30 00:00:00,2015-12-31 00:00:00,370,370,,,4600,,,,4.503764544832307,"BIS_0007_1112-Q1,1213-Q2",BEIS,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,BIS_0007_1112-Q1,Amber,4600.0,2015-12-31,BEIS lineage::he reform programme,he reform programme,BEIS lineage::he reform programme,name,HE Reform Programme,Amber,4600.0,2015-12-31,both,True
CO_0001_1112-Q1,Electoral Registration Transformation Programme,AR 2013,1213-Q2,CO,Amber,2010-03-01 00:00:00,2016-01-01 00:00:00,5.9,5.9,,,218.227,,,,5.83709787816564,"CO_0001_1112-Q1,1213-Q2",CO,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,CO_0001_1112-Q1,Amber,218.227,2016-01-01,CO::electoral registration transformation programme,electoral registration transformation programme,CO::electoral registration transformation programme,name,Electoral Registration Transformation Programme,Amber,218.227,2016-01-01,both,True
CO_0004_1112-Q1,National Citizen Service,AR 2013,1213-Q2,CO,Amber,2011-10-01 00:00:00,2014-12-31 00:00:00,59.86,59.86,,,324.06,,,,3.249828884325804,"CO_0004_1112-Q1,1213-Q2",CO,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,CO_0004_1112-Q1,Amber,324.06,2014-12-31,CO::national citizen service,national citizen service,CO::national citizen service,name,National Citizen Service,Amber,324.06,2014-12-31,both,True
CO_0005_1112-Q1,National Cyber Security Programme,AR 2013,1213-Q2,CO,Amber,2011-04-01 00:00:00,2015-04-01 00:00:00,155,155,,,650,,,,4,"CO_0005_1112-Q1,1213-Q2",CO,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,CO_0005_1112-Q1,Amber,650.0,2015-04-01,CO::national cyber security programme,national cyber security programme,CO::national cyber security programme,name,National Cyber Security Programme,Amber,650.0,2015-04-01,both,True
CO_0006_1112-Q2,Public Services Network Programme,AR 2013,1213-Q2,CO,Green,2011-08-31 00:00:00,2015-01-30 00:00:00,1.05,1.05,,,24.958,,,,3.4168377823408624,"CO_0006_1112-Q2,1213-Q2",CO,Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,CO_0006_1112-Q2,Green,24.958,2015-01-30,CO::public services network programme,public services network programme,CO::public services network programme,name,Public Services Network Programme,Green,24.958,2015-01-30,both,True
CO_0002_1112-Q1,G-Cloud Programme (covers Data Centre Consolidation and Application Store),AR 2013,1213-Q2,CO,Amber/Red,2011-10-31 00:00:00,2015-06-30 00:00:00,0.58,0.58,,,0.58,,,,3.6632443531827517,"CO_0002_1112-Q1,1213-Q2",CO,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,CO_0002_1112-Q1,Amber/Red,0.58,2015-06-30,CO::g cloud programme,g cloud programme,CO::g cloud programme,name,G-Cloud Programme (covers Data Centre Consolidation and Application Store),Amber/Red,0.58,2015-06-30,both,True
DCLG_0005_1112-Q4,ICTRelet Project (formerly entitled ICTDesktop Refresh),AR 2013,1213-Q2,DCLG,Amber/Red,2011-11-16 00:00:00,2014-02-28 00:00:00,1.9,1.9,,,36.63,,,,2.2861054072553046,"DCLG_0005_1112-Q4,1213-Q2",DCLG,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DCLG_0005_1112-Q4,Amber/Red,36.63,2014-02-28,,ictrelet project,,unmatched,,,,,left_only,False
DCLG_0006_1112-Q4,Enterprise Zones Programme,AR 2013,1213-Q2,DCLG,Amber,2011-03-23 00:00:00,2015-03-31 00:00:00,0,0,,,0,,,,4.0219028062970565,"DCLG_0006_1112-Q4,1213-Q2",DCLG,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DCLG_0006_1112-Q4,Amber,0.0,2015-03-31,DCLG/MHCLG::enterprise zones programme,enterprise zones programme,DCLG/MHCLG::enterprise zones programme,name,Enterprise Zones Programme,Amber,0.0,2015-03-31,both,True
DCLG_0004_1112-Q1,Reform of the Audit Commission,AR 2013,1213-Q2,DCLG,Amber,2011-06-30 00:00:00,2012-11-01 00:00:00,24.99,0.05,,,53.08,,,,1.3415468856947297,"DCLG_0004_1112-Q1,1213-Q2",DCLG,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DCLG_0004_1112-Q1,Amber,53.08,2012-11-01,DCLG/MHCLG::reform of the audit commission,reform of the audit commission,DCLG/MHCLG::reform of the audit commission,name,Reform of the Audit Commission,Amber,53.08,2012-11-01,both,True
DCLG_0001_1112-Q1,Housing Investment and Regulatory Reform Programme (HIRRP),AR 2013,1213-Q2,DCLG,Green,2011-11-01 00:00:00,2012-03-31 00:00:00,6.9,6.9,,,25.500000000000004,,,,0.4134154688569473,"DCLG_0001_1112-Q1,1213-Q2",DCLG,Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DCLG_0001_1112-Q1,Green,25.500000000000004,2012-03-31,DCLG/MHCLG::housing investment and regulatory reform programme,housing investment and regulatory reform programme,DCLG/MHCLG::housing investment and regulatory reform programme,name,Housing Investment and Regulatory Reform Programme (HIRRP),Green,25.5,2012-03-31,both,True
DCMS_0001_1112-Q1,Broadband Delivery Programme,AR 2013,1213-Q2,DCMS,Amber/Red,2011-05-01 00:00:00,2015-03-31 00:00:00,91,91,,,529,,,,3.915126625598905,"DCMS_0001_1112-Q1,1213-Q2",DCMS,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DCMS_0001_1112-Q1,Amber/Red,529.0,2015-03-31,DCMS::broadband delivery programme,broadband delivery programme,DCMS::broadband delivery programme,name,Broadband Delivery Programme,Amber/Red,529.0,2015-03-31,both,True
DCMS_0004_1112-Q1,The Tate Modern Project,AR 2013,1213-Q2,DCMS,Exempt,2010-01-01 00:00:00,2015-05-01 00:00:00,5.339908640000001,5.339908640000001,,,214.997,,,,5.327857631759069,"DCMS_0004_1112-Q1,1213-Q2",DCMS,Exempt,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DCMS_0004_1112-Q1,EXEMPT,214.997,2015-05-01,DCMS::the tate modern project,the tate modern project,DCMS::the tate modern project,name,The Tate Modern Project,MISSING,214.997,2015-05-01,both,True
DCMS_0005_1112-Q1,World Conservation and Exhibitions Centre,AR 2013,1213-Q2,DCMS,Amber/Green,2008-03-31 00:00:00,2014-04-01 00:00:00,0,0,,,135,,,,6.0013689253935665,"DCMS_0005_1112-Q1,1213-Q2",DCMS,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DCMS_0005_1112-Q1,Amber/Green,135.0,2014-04-01,DCMS::world conservation and exhibitions centre,world conservation and exhibitions centre,DCMS::world conservation and exhibitions centre,name,World Conservation and Exhibitions Centre,Amber/Green,135.0,2014-04-01,both,True
DCMS_0006_1112-Q4,Mobile Infrastructure Project,AR 2013,1213-Q2,DCMS,Amber,2011-10-03 00:00:00,2015-03-31 00:00:00,12.5,4.5,,,154.5,,,,3.490759753593429,"DCMS_0006_1112-Q4,1213-Q2",DCMS,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DCMS_0006_1112-Q4,Amber,154.5,2015-03-31,DCMS::mobile infrastructure project,mobile infrastructure project,DCMS::mobile infrastructure project,name,Mobile Infrastructure Project,Amber,154.5,2015-03-31,both,True
DCMS_0007_1112-Q4,Urban Broadband Fund - Super-connected City Initiative,AR 2013,1213-Q2,DCMS,Amber/Red,2012-06-26 00:00:00,2015-03-31 00:00:00,10,0,,,150,,,,2.759753593429158,"DCMS_0007_1112-Q4,1213-Q2",DCMS,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DCMS_0007_1112-Q4,Amber/Red,150.0,2015-03-31,DCMS::urban broadband fund super connected city initiative,urban broadband fund super connected city initiative,DCMS::urban broadband fund super connected city initiative,name,Urban Broadband Fund - Super-connected City Initiative,Amber/Red,150.0,2015-03-31,both,True
DCMS_0003_1112-Q1,Spectrum Clearance and Awards Programme,AR 2013,1213-Q2,DCMS,Amber,2011-06-22 00:00:00,2014-12-31 00:00:00,116.4,101.9923,,,281.2,,,,3.5263518138261465,"DCMS_0003_1112-Q1,1213-Q2",DCMS,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DCMS_0003_1112-Q1,Amber,281.2,2014-12-31,DCMS::spectrum clearance and awards programme,spectrum clearance and awards programme,DCMS::spectrum clearance and awards programme,name,Spectrum Clearance and Awards Programme,Amber,281.2,2014-12-31,both,True
BIS_0010_1112-Q4,Urenco Future Options,AR 2013,1213-Q2,BEIS,Exempt,2010-02-01 00:00:00,2013-12-23 00:00:00,2.5,2.5,,,11.98,,,,3.890485968514716,"BIS_0010_1112-Q4,1213-Q2",BEIS,Exempt,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,BIS_0010_1112-Q4,EXEMPT,11.98,2013-12-23,BEIS lineage::urenco future options,urenco future options,BEIS lineage::urenco future options,name,Urenco Future Options,MISSING,11.98,,both,True
DECC_0003_1112-Q1,Dounreay Parent Body Organisation (PBO),AR 2013,1213-Q2,BEIS,Green,2009-09-21 00:00:00,2025-12-31 00:00:00,150,154.7,,,1578,,,,16.27652292950034,"DECC_0003_1112-Q1,1213-Q2",BEIS,Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DECC_0003_1112-Q1,Green,1578.0,2025-12-31,BEIS lineage::dounreay parent body organisation delivery phase,dounreay parent body organisation,BEIS lineage::dounreay parent body organisation delivery phase,name,Dounreay Parent Body Organisation (PBO),Green,1578.0,2025-12-31,both,True
DECC_0004_1112-Q1,Electricity Market Reform Programme,AR 2013,1213-Q2,BEIS,Exempt,2010-12-10 00:00:00,2030-12-31 00:00:00,10.2,10.2,,,40.1,,,,20.057494866529773,"DECC_0004_1112-Q1,1213-Q2",BEIS,Exempt,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DECC_0004_1112-Q1,EXEMPT,40.1,2030-12-31,BEIS lineage::electricity market reform programme,electricity market reform programme,BEIS lineage::electricity market reform programme,name,Electricity Market Reform Programme,MISSING,40.1,2030-12-31,both,True
DECC_0005_1112-Q1,Geological Disposal Facility Programme (GDF),AR 2013,1213-Q2,BEIS,Exempt,2011-06-30 00:00:00,2040-12-31 00:00:00,22,22.2,,,11626.2,,,,29.505817932922657,"DECC_0005_1112-Q1,1213-Q2",BEIS,Exempt,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DECC_0005_1112-Q1,EXEMPT,11626.2,2040-12-31,DECC_0005_1112-Q1,geological disposal facility programme,DECC_0005_1112-Q1,gmpp_id,Geological Disposal Facility Programme (GDF),MISSING,11626.2,2040-12-31,both,True
DECC_0009_1112-Q1,Renewable Heat Incentive,AR 2013,1213-Q2,BEIS,Exempt,2008-11-30 00:00:00,2014-02-01 00:00:00,108,41,,,33149,,,,5.171800136892539,"DECC_0009_1112-Q1,1213-Q2",BEIS,Exempt,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DECC_0009_1112-Q1,EXEMPT,33149.0,2014-02-01,BEIS lineage::renewable heat incentive,renewable heat incentive,BEIS lineage::renewable heat incentive,name,Renewable Heat Incentive,MISSING,33149.0,2014-02-01,both,True
DECC_0010_1112-Q1,Smart Meters Programme,AR 2013,1213-Q2,BEIS,Exempt,2009-12-02 00:00:00,2019-09-23 00:00:00,20.1485,20.1485,,,17171.9455,,,,9.806981519507186,"DECC_0010_1112-Q1,1213-Q2",BEIS,Exempt,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DECC_0010_1112-Q1,EXEMPT,17171.9455,2019-09-23,DECC_0010_1112-Q1,smart meters programme,DECC_0010_1112-Q1,gmpp_id,Smart Meters Programme,MISSING,17171.9455,2019-09-23,both,True
DECC_0011_1112-Q3,Carbon Capture & Storage - Programme,AR 2013,1213-Q2,BEIS,Exempt,2011-10-25 00:00:00,2045-01-01 00:00:00,4.9,4.9,,,exempt,,,,33.18822724161533,"DECC_0011_1112-Q3,1213-Q2",BEIS,Exempt,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DECC_0011_1112-Q3,EXEMPT,,2045-01-01,BEIS lineage::carbon capture and storage programme,carbon capture and storage programme,BEIS lineage::carbon capture and storage programme,name,Carbon Capture & Storage - Programme,MISSING,,2045-01-01,both,True
DECC_0012_1213-Q1,FID Enabling,AR 2013,1213-Q2,BEIS,Exempt,2011-09-01 00:00:00,2013-11-30 00:00:00,11.6,11,,,20.919999999999998,,,,2.2477754962354553,"DECC_0012_1213-Q1,1213-Q2",BEIS,Exempt,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DECC_0012_1213-Q1,EXEMPT,20.919999999999998,2013-11-30,BEIS lineage::fid enabling,fid enabling,BEIS lineage::fid enabling,name,FID Enabling,MISSING,20.92,2013-11-30,both,True
DECC_0013_1213-Q1,Magnox & RSRL PBO Competition,AR 2013,1213-Q2,BEIS,Exempt,2012-04-20 00:00:00,2028-06-30 00:00:00,740,740,,,7603,,,,16.194387405886378,"DECC_0013_1213-Q1,1213-Q2",BEIS,Exempt,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DECC_0013_1213-Q1,EXEMPT,7603.0,2028-06-30,DECC_0013_1213-Q1,magnox and rsrl pbo competition,DECC_0013_1213-Q1,gmpp_id,Magnox & RSRL PBO Competition,MISSING,7603.0,2028-06-30,both,True
DECC_0008_1112-Q1,Plutonium Management,AR 2013,1213-Q2,BEIS,Exempt,2011-05-23 00:00:00,2110-03-31 00:00:00,exempt,exempt,,,exempt,,,,98.85284052019165,"DECC_0008_1112-Q1,1213-Q2",BEIS,Exempt,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DECC_0008_1112-Q1,EXEMPT,,2110-03-31,BEIS lineage::plutonium management,plutonium management,BEIS lineage::plutonium management,name,Plutonium Management,MISSING,,2110-03-31,both,True
DECC_0007_1112-Q1,New Nuclear Programme,AR 2013,1213-Q2,BEIS,Exempt,2008-01-31 00:00:00,2019-12-31 00:00:00,2,2,,,40.79,,,,11.915126625598905,"DECC_0007_1112-Q1,1213-Q2",BEIS,Exempt,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DECC_0007_1112-Q1,EXEMPT,40.79,2019-12-31,BEIS lineage::new nuclear programme,new nuclear programme,BEIS lineage::new nuclear programme,name,New Nuclear Programme,MISSING,40.79,2019-12-31,both,True
DECC_0006_1112-Q1,Green Deal,AR 2013,1213-Q2,BEIS,Exempt,2010-05-20 00:00:00,2030-12-31 00:00:00,66.5,66.5,,,10304.2,,,,20.61601642710472,"DECC_0006_1112-Q1,1213-Q2",BEIS,Exempt,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DECC_0006_1112-Q1,EXEMPT,10304.2,2030-12-31,BEIS lineage::green deal,green deal,BEIS lineage::green deal,name,Green Deal,MISSING,10304.2,2030-12-31,both,True
DEFRA_0001_1112-Q1,CAP Delivery Programme (formerly the Future Options Programme),AR 2013,1213-Q2,DEFRA,Amber,2011-01-01 00:00:00,2015-03-01 00:00:00,8.53,8.53,,,13.03,,,,4.161533196440794,"DEFRA_0001_1112-Q1,1213-Q2",DEFRA,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DEFRA_0001_1112-Q1,Amber,13.03,2015-03-01,,cap delivery programme,,unmatched,,,,,left_only,False
DEFRA_0002_1112-Q1,Covent Garden Market Authority (CGMA) Redevelopment - Project Chrysalis,AR 2013,1213-Q2,DEFRA,Amber,2008-09-29 00:00:00,2018-12-01 00:00:00,0,0,,,0,,,,10.171115674195756,"DEFRA_0002_1112-Q1,1213-Q2",DEFRA,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DEFRA_0002_1112-Q1,Amber,0.0,2018-12-01,,covent garden market authority redevelopment project chrysalis,,unmatched,,,,,left_only,False
DEFRA_0003_1112-Q1,New Waterways Charity,AR 2013,1213-Q2,DEFRA,Green,2009-06-01 00:00:00,2012-08-31 00:00:00,39,39,,,873.72,,,,3.249828884325804,"DEFRA_0003_1112-Q1,1213-Q2",DEFRA,Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DEFRA_0003_1112-Q1,Green,873.72,2012-08-31,,new waterways charity,,unmatched,,,,,left_only,False
DEFRA_0004_1112-Q1,Thames Estuary 2100 (TE2100) Plan,AR 2013,1213-Q2,DEFRA,Amber,2010-04-01 00:00:00,2024-03-31 00:00:00,35,32,,,3082,,,,13.998631074606434,"DEFRA_0004_1112-Q1,1213-Q2",DEFRA,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DEFRA_0004_1112-Q1,Amber,3082.0,2024-03-31,,thames estuary 2100 plan,,unmatched,,,,,left_only,False
DFE_0003_1112-Q4,Priority School Building Programme,AR 2013,1213-Q2,DFE,Amber,2011-07-19 00:00:00,2044-08-01 00:00:00,4.5,4.58,,,397,,,,33.03764544832307,"DFE_0003_1112-Q4,1213-Q2",DFE,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFE_0003_1112-Q4,Amber,397.0,2044-08-01,DFE_0008_1617-Q1,priority school building programme,DFE_0008_1617-Q1,name,Priority School Building Programme,Amber,397.0,2044-08-01,both,True
DFE_0001_1112-Q1,Building Schools for the Future (BSF),AR 2013,1213-Q2,DFE,Amber/Green,2011-07-12 00:00:00,2017-07-02 00:00:00,677,677,,,6302,,,,5.973990417522245,"DFE_0001_1112-Q1,1213-Q2",DFE,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFE_0001_1112-Q1,Amber/Green,6302.0,2017-07-02,DFE::building schools for the future,building schools for the future,DFE::building schools for the future,name,Building Schools for the Future (BSF),Amber/Green,6302.0,2017-07-02,both,True
DFID_0001_1112-Q1,St Helena Airport,AR 2013,1213-Q2,DFID,Amber/Green,2005-03-15 00:00:00,2026-08-31 00:00:00,70.08999999999999,69.77,,,423.46999999999997,,,,21.462012320328544,"DFID_0001_1112-Q1,1213-Q2",DFID,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFID_0001_1112-Q1,Amber/Green,423.46999999999997,2026-08-31,DFID_0001_1112-Q1,st helena airport,DFID_0001_1112-Q1,gmpp_id,St Helena Airport,Amber/Green,423.47,2026-08-31,both,True
DFT_0001_1112-Q1,Crossrail,AR 2013,1213-Q2,DFT,Amber/Green,2008-07-22 00:00:00,2019-12-31 00:00:00,1206.5,1206.5,,,14510.98,,,,11.441478439425051,"DFT_0001_1112-Q1,1213-Q2",DFT,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0001_1112-Q1,Amber/Green,14510.98,2019-12-31,DFT_0001_1112-Q1,crossrail,DFT_0001_1112-Q1,gmpp_id,Crossrail,Amber/Green,14510.98,2019-12-31,both,True
DFT_0015_1112-Q1,Shared Services Futures Project,AR 2013,1213-Q2,DFT,Amber/Red,2010-12-10 00:00:00,2014-12-31 00:00:00,0.5,0.5,,,3.2,,,,4.057494866529774,"DFT_0015_1112-Q1,1213-Q2",DFT,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0015_1112-Q1,Amber/Red,3.2,2014-12-31,DFT::shared services futures project,shared services futures project,DFT::shared services futures project,name,Shared Services Futures Project,Amber/Red,3.2,2014-12-31,both,True
DFT_0004_1112-Q1,High Speed Rail Programme,AR 2013,1213-Q2,DFT,Amber/Red,2011-02-28 00:00:00,2033-12-31 00:00:00,306.8,209,,,1117.9,,,,22.83915126625599,"DFT_0004_1112-Q1,1213-Q2",DFT,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0004_1112-Q1,Amber/Red,1117.9,2033-12-31,DFT_0004_1112-Q1,high speed rail programme,DFT_0004_1112-Q1,gmpp_id,High Speed Rail Programme,Amber/Red,1117.9,2033-12-31,both,True
