GMPP ID Number,Project Name,AR Year,Quarter,Department,MPA RAG (Departmental RAG used if MPA RAG missing),Project - Start Date (Latest Approved Start Date),Project - End Date (Latest Approved End Date),FY Budget (£m) inc Non Gov,FY Forecast (£m) inc Non Gov,Budget Variance (£m),Budget Variance (%),TOTAL BUDGETED WHOLE LIFE COSTS including Non-Government Costs,Gov WLC,Non-Gov WLC,PROJECT CATEGORY,Project Length,Unique ID,Department Grouped,MPA RAG Grouped,Joiner,SRO,Description,source_workbook,snapshot_date,gmpp_id_norm,dca_source,wlc_source,end_source,project_key,name_norm,project_key_by_name,join_route,project_name,dca_published,wlc_baseline_gbp_m,end_date,_merge,matched
MOD_0036_1112-Q1,Maritime Sustainment Programme,AR 2019,1819-Q2,MOD,Amber,2005-07-25 00:00:00,2019-02-28 00:00:00,25.531,25.531,0,0,618.808,,,Military Capability,13.605479452054794,MOD_0036_1112-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0036_1112-Q1,Amber,618.808,2019-02-28,MOD_0036_1112-Q1,maritime sustainment programme,MOD_0036_1112-Q1,gmpp_id,Maritime Sustainment Programme,Amber,618.81,2019-02-28,both,True
MOD_0038_1112-Q1,Nuclear Warhead Capability Sustainment Programme,AR 2019,1819-Q2,MOD,Exempt,2008-04-01 00:00:00,2025-04-30 00:00:00,1065.18,1039.76,-25.420000000000073,-0.023864511162432708,19895.89,,,Military Capability,17.09041095890411,MOD_0038_1112-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0038_1112-Q1,EXEMPT,19895.89,2025-04-30,MOD_0038_1112-Q1,nuclear warhead capability sustainment programme,MOD_0038_1112-Q1,gmpp_id,Nuclear Warhead Capability Sustainment Programme,EXEMPT,19895.89,2025-04-30,both,True
MOD_0042_1112-Q1,Queen Elizabeth Programme,AR 2019,1819-Q2,MOD,Amber,1998-12-01 00:00:00,2023-03-31 00:00:00,258.07,249.434,-8.635999999999996,-0.03346378889448598,6797.641,,,Military Capability,24.345205479452055,MOD_0042_1112-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0042_1112-Q1,Amber,6797.641,2023-03-31,MOD_0042_1112-Q1,queen elizabeth programme,MOD_0042_1112-Q1,gmpp_id,Queen Elizabeth Programme,Amber,6797.64,2023-03-31,both,True
MOD_0047_1112-Q1,Spearfish Upgrade Programme,AR 2019,1819-Q2,MOD,Amber/Red,2008-04-01 00:00:00,2024-03-31 00:00:00,38.689,37.896,-0.7929999999999993,-0.020496782031068243,413.89,,,Military Capability,16.008219178082193,MOD_0047_1112-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0047_1112-Q1,Amber/Red,413.89,2024-03-31,MOD_0047_1112-Q1,spearfish upgrade programme,MOD_0047_1112-Q1,gmpp_id,Spearfish Upgrade Programme,Amber/Red,413.89,2024-03-31,both,True
MOD_0055_1112-Q1,Type 26 Global Combat Ship Programme,AR 2019,1819-Q2,MOD,Amber/Green,2008-07-21 00:00:00,2035-05-01 00:00:00,432.151,430.854,-1.2970000000000255,-0.0030012657612733173,Exempt,,,Military Capability,26.794520547945204,MOD_0055_1112-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0055_1112-Q1,Amber/Green,,2035-05-01,MOD_0055_1112-Q1,type 26 global combat ship programme,MOD_0055_1112-Q1,gmpp_id,Type 26 Global Combat Ship Programme,Amber/Green,,2035-05-01,both,True
MOD_0061_1112-Q1,WATCHKEEPER,AR 2019,1819-Q2,MOD,Amber,1998-03-01 00:00:00,2017-07-03 00:00:00,0,0.275,0.275,-,1117.73,,,Military Capability,19.353424657534248,MOD_0061_1112-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0061_1112-Q1,Amber,1117.73,2017-07-03,MOD_0061_1112-Q1,watchkeeper,MOD_0061_1112-Q1,gmpp_id,WATCHKEEPER,Amber,1117.73,2017-07-03,both,True
MOD_0064_1112-Q2,Carrier Enabled Power Projection,AR 2019,1819-Q2,MOD,Amber,2011-01-31 00:00:00,2030-12-01 00:00:00,1.855,1.824,-0.030999999999999917,-0.016711590296495913,21.57,,,Military Capability,19.846575342465755,MOD_0064_1112-Q2-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0064_1112-Q2,Amber,21.57,2030-12-01,MOD_0064_1112-Q2,carrier enabled power projection,MOD_0064_1112-Q2,gmpp_id,Carrier Enabled Power Projection,Amber,21.57,2030-12-01,both,True
MOD_0076_1213-Q1,Astute Boats 1-7,AR 2019,1819-Q2,MOD,Amber,1997-03-17 00:00:00,2025-04-30 00:00:00,502.505,479.792,-22.713000000000022,-0.04519955025323136,9970.77,,,Military Capability,28.13972602739726,MOD_0076_1213-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0076_1213-Q1,Amber,9970.77,2025-04-30,MOD_0076_1213-Q1,astute boats 1 7,MOD_0076_1213-Q1,gmpp_id,Astute Boats 1-7,Amber,9970.77,2025-04-30,both,True
MOD_0077_1213-Q1,Complex Weapons,AR 2019,1819-Q2,MOD,Amber,2008-03-31 00:00:00,2032-04-01 00:00:00,726.246,778.15,51.903999999999996,0.07146889621423044,26034.99,,,Military Capability,24.019178082191782,MOD_0077_1213-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0077_1213-Q1,Amber,26034.99,2032-04-01,MOD_0077_1213-Q1,complex weapons,MOD_0077_1213-Q1,gmpp_id,Complex Weapons,Amber,26034.99,2032-04-01,both,True
MOD_0078_1213-Q1,Core Production Capability,AR 2019,1819-Q2,MOD,Amber,2012-04-01 00:00:00,2028-04-30 00:00:00,182.3,182.3,0,0,1659.23,,,Military Capability,16.09041095890411,MOD_0078_1213-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0078_1213-Q1,Amber,1659.23,2028-04-30,MOD_0078_1213-Q1,core production capability,MOD_0078_1213-Q1,gmpp_id,Core Production Capability,Amber,1659.23,2028-04-30,both,True
MOD_0079_1213-Q1,Lightning Programme,AR 2019,1819-Q2,MOD,Amber/Red,2001-10-01 00:00:00,2035-03-31 00:00:00,803.332,786.495,-16.83699999999999,-0.02095895594847459,10475.19,,,Military Capability,33.51780821917808,MOD_0079_1213-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0079_1213-Q1,Amber/Red,10475.19,2035-03-31,MOD_0079_1213-Q1,lightning programme,MOD_0079_1213-Q1,gmpp_id,Lightning Programme,Amber/Red,10475.19,2035-03-31,both,True
MOD_0080_1213-Q1,DREADNOUGHT,AR 2019,1819-Q2,MOD,Amber,2011-04-14 00:00:00,Exempt,1505.634,1339.286,-166.34799999999996,-0.1104836899272997,30060.069,,,Military Capability,0,MOD_0080_1213-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0080_1213-Q1,Amber,30060.069,,MOD_0080_1213-Q1,dreadnought,MOD_0080_1213-Q1,gmpp_id,DREADNOUGHT,Amber,30060.07,,both,True
MOD_0085_1314-Q2,Army Basing Programme,AR 2019,1819-Q2,MOD,Amber,2013-05-22 00:00:00,2021-11-26 00:00:00,630.319,499.578,-130.74099999999999,-0.20742036968582575,2059.26,,,Military Capability,8.520547945205479,MOD_0085_1314-Q2-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0085_1314-Q2,Amber,2059.26,2021-11-26,MOD_0085_1314-Q2,army basing programme,MOD_0085_1314-Q2,gmpp_id,Army Basing Programme,Amber,2059.26,2021-11-26,both,True
MOD_0091_1415-Q3,Armoured Cavalry 2025,AR 2019,1819-Q2,MOD,Amber,2014-01-22 00:00:00,2025-04-30 00:00:00,627.856,542.5,-85.356,-0.13594837032695395,6291.94,,,Military Capability,11.276712328767124,MOD_0091_1415-Q3-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0091_1415-Q3,Amber,6291.94,2025-04-30,MOD_0091_1415-Q3,armoured cavalry 2025,MOD_0091_1415-Q3,gmpp_id,Armoured Cavalry 2025,Amber,6291.94,2025-04-30,both,True
MOD_0092_1415-Q3,Armoured Infantry 2026,AR 2019,1819-Q2,MOD,Red,2014-12-04 00:00:00,2026-12-31 00:00:00,64.167,42.789,-21.378,-0.33316190565243814,Exempt,,,Military Capability,12.082191780821917,MOD_0092_1415-Q3-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0092_1415-Q3,Red,,2026-12-31,MOD_0092_1415-Q3,armoured infantry 2026,MOD_0092_1415-Q3,gmpp_id,Armoured Infantry 2026,Red,,2026-12-31,both,True
MOD_0094_1415-Q3,Contracting; Purchasing and Finance,AR 2019,1819-Q2,MOD,Amber,2011-12-01 00:00:00,2018-03-31 00:00:00,7.873,9.116,1.2429999999999994,0.15788136669630376,146.734,,,Government Transformation and Service Delivery,6.3342465753424655,MOD_0094_1415-Q3-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0094_1415-Q3,Amber,146.734,2018-03-31,MOD_0094_1415-Q3,contracting purchasing and finance,MOD_0094_1415-Q3,gmpp_id,Contracting; Purchasing and Finance,Amber,146.73,2018-03-31,both,True
MOD_0100_1516-Q1,Future Beyond Line Of Sight,AR 2019,1819-Q2,MOD,Amber/Red,2011-01-01 00:00:00,2041-12-31 00:00:00,Exempt,Exempt,-,-,Exempt,,,ICT,31.019178082191782,MOD_0100_1516-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0100_1516-Q1,Amber/Red,,2041-12-31,MOD_0100_1516-Q1,future beyond line of sight,MOD_0100_1516-Q1,gmpp_id,Future Beyond Line Of Sight,Amber/Red,,2041-12-31,both,True
MOD_0101_1516-Q1,New Style of Information Technology (Base),AR 2019,1819-Q2,MOD,Amber/Red,2015-04-01 00:00:00,2018-03-05 00:00:00,Exempt,Exempt,-,-,Exempt,,,ICT,2.9287671232876713,MOD_0101_1516-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0101_1516-Q1,Amber/Red,,2018-03-05,MOD_0101_1516-Q1,new style of information technology,MOD_0101_1516-Q1,gmpp_id,New Style of Information Technology (Base),Amber/Red,,2020-03-31,both,True
MOD_0104_1617-Q1,Armour MBT 2025,AR 2019,1819-Q2,MOD,Amber,2014-12-04 00:00:00,2026-06-01 00:00:00,Exempt,Exempt,-,-,Exempt,,,Military Capability,11.498630136986302,MoD_0104_1617-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0104_1617-Q1,Amber,,2026-06-01,MOD_0104_1617-Q1,armour mbt 2025,MOD_0104_1617-Q1,gmpp_id,Armour MBT 2025,Amber,,2026-06-01,both,True
MOD_0105_1617-Q1,Land Environment Tactical Communication  and  Information Systems,AR 2019,1819-Q2,MOD,Amber/Red,2013-05-01 00:00:00,2035-12-31 00:00:00,273.661,251.695,-21.966000000000008,-0.0802671918906969,11142.64,,,Military Capability,22.682191780821917,MoD_0105_1617-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0105_1617-Q1,Amber/Red,11142.64,2035-12-31,MOD_0105_1617-Q1,land environment tactical communication and information systems,MOD_0105_1617-Q1,gmpp_id,Land Environment Tactical Communication and Information Systems,Amber/Red,11142.64,2035-12-31,both,True
MOD_0106_1617-Q1,Maritime Patrol Aircraft ,AR 2019,1819-Q2,MOD,Amber/Red,2014-07-08 00:00:00,2024-04-01 00:00:00,186.186,177.897,-8.289000000000016,-0.04451999613289944,2048.899,,,Military Capability,9.73972602739726,MoD_0106_1617-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0106_1617-Q1,Amber/Red,2048.899,2024-04-01,MOD_0106_1617-Q1,maritime patrol aircraft,MOD_0106_1617-Q1,gmpp_id,Maritime Patrol Aircraft,Amber/Red,2048.9,2024-04-01,both,True
MOD_0107_1617-Q1,PROTECTOR,AR 2019,1819-Q2,MOD,Amber/Red,2009-04-30 00:00:00,2035-03-31 00:00:00,64.244,52.72,-11.524000000000001,-0.17937861901500532,1039.247,,,Military Capability,25.934246575342467,MoD_0107_1617-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0107_1617-Q1,Amber/Red,1039.247,2035-03-31,MOD_0107_1617-Q1,protector,MOD_0107_1617-Q1,gmpp_id,PROTECTOR,Amber/Red,1039.25,2035-03-31,both,True
MOD_0109_1617-Q2,New Style of Information Technology Deployed,AR 2019,1819-Q2,MOD,Amber,2015-04-01 00:00:00,2025-03-25 00:00:00,Exempt,Exempt,-,-,Exempt,,,Military Capability,9.98904109589041,MoD_0109_1617-Q2-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0109_1617-Q2,Amber,,2025-03-25,MOD_0109_1617-Q2,new style of information technology deployed,MOD_0109_1617-Q2,gmpp_id,New Style of Information Technology Deployed,Amber,,2025-03-25,both,True
MOD_0110_1718-Q1,MODnet Evolve,AR 2019,1819-Q2,MOD,Amber/Red,2016-02-29 00:00:00,2022-07-11 00:00:00,Exempt,Exempt,Exempt,-,Exempt,,,Military Capability,6.367123287671233,MOD_0110_1718-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0110_1718-Q1,Amber/Red,,2022-07-11,MOD_0110_1718-Q1,modnet evolve,MOD_0110_1718-Q1,gmpp_id,MODnet Evolve,Amber/Red,,2022-07-11,both,True
MOD_0111_1718-Q1,Joint Crypt Key Programme,AR 2019,1819-Q2,MOD,Exempt,Exempt,Exempt,Exempt,Exempt,-,-,Exempt,,,Military Capability,0,MOD_0111_1718-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0111_1718-Q1,EXEMPT,,,MOD_0111_1718-Q1,joint crypt key programme,MOD_0111_1718-Q1,gmpp_id,Joint Crypt Key Programme,EXEMPT,,,both,True
MOD_0112_1718-Q1,Type 31e,AR 2019,1819-Q2,MOD,Exempt,2016-04-01 00:00:00,Exempt,Exempt,Exempt,-,-,Exempt,,,Military Capability,0,MOD_0112_1718-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0112_1718-Q1,EXEMPT,,,MOD_0112_1718-Q1,type 31e,MOD_0112_1718-Q1,gmpp_id,Type 31e,EXEMPT,,,both,True
MOD_0113_1718-Q1,Armed Forces People Programme,AR 2019,1819-Q2,MOD,Amber/Red,2015-11-25 00:00:00,2021-03-31 00:00:00,27.267,22.526,-4.741,-0.17387318003447388,69.65,,,Government Transformation and Service Delivery,5.35068493150685,MOD_0113_1718-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0113_1718-Q1,Amber/Red,69.65,2021-03-31,MOD::armed forces people programme,armed forces people programme,MOD::armed forces people programme,name,Armed Forces People Programme,Amber/Red,69.65,2021-03-31,both,True
MOD_0114_1718-Q1,Defence Estate Optimisation ,AR 2019,1819-Q2,MOD,Amber/Red,2016-09-30 00:00:00,2041-03-31 00:00:00,201.05,85.349,-115.70100000000001,-0.5754837105197712,1166.87,,,Military Capability,24.515068493150686,MOD_0114_1718-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0114_1718-Q1,Amber/Red,1166.87,2041-03-31,MOD_0114_1718-Q1,defence estate optimisation,MOD_0114_1718-Q1,gmpp_id,Defence Estate Optimisation,Amber/Red,1166.87,2041-03-31,both,True
MOD_0115_1718-Q2,Mechanised Infantry Programme,AR 2019,1819-Q2,MOD,Amber,Exempt,Exempt,Exempt,Exempt,-,-,Exempt,,,Military Capability,Exempt,MOD_0115_1718-Q2-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0115_1718-Q2,Amber,,,MOD_0115_1718-Q2,mechanised infantry programme,MOD_0115_1718-Q2,gmpp_id,Mechanised Infantry Programme,Amber,,,both,True
MOD_0116_1718-Q2,Fleet Solid Support,AR 2019,1819-Q2,MOD,Amber,2016-03-14 00:00:00,2030-04-30 00:00:00,1.968,1.968,0,0,11.78,,,Military Capability,14.136986301369863,MOD_0116_1718-Q2-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0116_1718-Q2,Amber,11.78,2030-04-30,MOD_0116_1718-Q2,fleet solid support,MOD_0116_1718-Q2,gmpp_id,Fleet Solid Support,Amber,11.78,2030-04-30,both,True
MOD_0117_1718-Q2,Future Maritime Support Programme,AR 2019,1819-Q2,MOD,Amber/Red,2016-09-26 00:00:00,2019-09-27 00:00:00,Exempt,Exempt,-,-,Exempt,,,Military Capability,3.0027397260273974,MOD_0117_1718-Q2-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0117_1718-Q2,Amber/Red,,2019-09-27,MOD_0117_1718-Q2,future maritime support programme,MOD_0117_1718-Q2,gmpp_id,Future Maritime Support Programme,Amber/Red,,2019-09-27,both,True
MOD_0118_1718-Q3,Clyde Infrastructure,AR 2019,1819-Q2,MOD,Amber/Green,00:00:00,00:00:00,161.191,155.066,-6.125,-0.03799839941435936,1771.62,,,Military Capability,0,MOD_0118_1718-Q3-1819-Q2,,,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOD_0118_1718-Q3,Amber/Green,1771.62,,MOD_0118_1718-Q3,clyde infrastructure,MOD_0118_1718-Q3,gmpp_id,Clyde Infrastructure,Amber/Green,1771.62,2024-03-29,both,True
MOJ_0003_1112-Q1,Electronic Monitoring,AR 2019,1819-Q2,MOJ,Amber/Green,2011-05-10 00:00:00,2024-08-31 00:00:00,106.8,94.9,-11.899999999999991,-0.1114232209737827,580.5,,,Government Transformation and Service Delivery,13.32054794520548,MOJ_0003_1112-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOJ_0003_1112-Q1,Amber/Green,580.5,2024-08-31,MOJ_0003_1112-Q1,electronic monitoring,MOJ_0003_1112-Q1,gmpp_id,Electronic Monitoring,Amber/Green,580.5,2024-08-31,both,True
MOJ_0004_1112-Q1,Future IT Sourcing Programme (FITS),AR 2019,1819-Q2,MOJ,Amber/Green,2011-03-01 00:00:00,2017-11-30 00:00:00,220.23,238,17.77000000000001,0.08068837124824052,2879.23,,,ICT,6.756164383561644,MOJ_0004_1112-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOJ_0004_1112-Q1,Amber/Green,2879.23,2017-11-30,MOJ_0004_1112-Q1,future it sourcing programme,MOJ_0004_1112-Q1,gmpp_id,Future IT Sourcing Programme (FITS),Amber/Green,2879.23,2017-11-30,both,True
MOJ_0021_1314-Q1,CJS Common Platform,AR 2019,1819-Q2,MOJ,Amber/Red,2012-11-01 00:00:00,2019-03-29 00:00:00,74.96,58.48,-16.479999999999997,-0.21985058697972248,398.84,,,ICT,6.4082191780821915,MOJ_0021_1314-Q1-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOJ_0021_1314-Q1,Amber/Red,398.84,2019-03-29,MOJ_0021_1314-Q1,cjs common platform,MOJ_0021_1314-Q1,gmpp_id,CJS Common Platform,Amber/Red,398.84,2019-03-29,both,True
MOJ_0028_1314-Q2,HMCTS Reform,AR 2019,1819-Q2,MOJ,Amber/Red,2015-01-05 00:00:00,2020-03-31 00:00:00,242.01,242.01,0,0,1546.83,,,Government Transformation and Service Delivery,5.238356164383561,MOJ_0028_1314-Q2-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOJ_0028_1314-Q2,Amber/Red,1546.83,2020-03-31,MOJ_0028_1314-Q2,hmcts reform,MOJ_0028_1314-Q2,gmpp_id,HMCTS Reform,Amber/Red,1546.83,2020-03-31,both,True
MOJ_0032_1617-Q2,MoJ Future FM ,AR 2019,1819-Q2,MOJ,Amber/Red,2016-07-01 00:00:00,2018-04-01 00:00:00,81.4,67.1,-14.300000000000011,-0.1756756756756758,430.2,,,Government Transformation and Service Delivery,1.7506849315068493,MOJ_0032_1617-Q2-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOJ_0032_1617-Q2,Amber/Red,430.2,2018-04-01,MOJ_0032_1617-Q2,moj future fm,MOJ_0032_1617-Q2,gmpp_id,MoJ Future FM,Amber/Red,430.2,2018-04-01,both,True
MOJ_0033_1617-Q2,Prison Estate Transformation Programme (PETP),AR 2019,1819-Q2,MOJ,Amber/Red,2016-04-01 00:00:00,2026-05-07 00:00:00,67.81,67.81,0,0,30165.85,,,Infrastructure and Construction,10.104109589041096,MOJ_0033_1617-Q2-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOJ_0033_1617-Q2,Amber/Red,30165.85,2026-05-07,MOJ_0033_1617-Q2,prison estate transformation programme,MOJ_0033_1617-Q2,gmpp_id,Prison Estate Transformation Programme (PETP),Amber/Red,30165.85,2026-05-07,both,True
MOJ_0037_1617-Q4,Transforming Compliance Enforcment Programme (TCEP),AR 2019,1819-Q2,MOJ,Red,2016-01-04 00:00:00,2019-04-26 00:00:00,37.3,5.5,-31.799999999999997,-0.8525469168900804,123,,,Government Transformation and Service Delivery,3.3095890410958906,MOJ_0037_1617-Q4-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOJ_0037_1617-Q4,Red,123.0,2019-04-26,MOJ::transforming compliance enforcment programme,transforming compliance enforcment programme,MOJ::transforming compliance enforcment programme,name,Transforming Compliance Enforcment Programme (TCEP),Red,123.0,2019-04-26,both,True
MOJ_0038_1718-Q4,HMCTS Facilities Management Reprocurement Project (FMRP),AR 2019,1819-Q2,MOJ,Amber/Red,2017-03-01 00:00:00,2019-12-31 00:00:00,0.9,0.9,0,0,787.2,,,Government Transformation and Service Delivery,2.835616438356164,MOJ_0038_1718-Q4-1819-Q2,,,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOJ_0038_1718-Q4,Amber/Red,787.2,2019-12-31,MOJ_0038_1718-Q4,hmcts facilities management reprocurement project,MOJ_0038_1718-Q4,gmpp_id,HMCTS Facilities Management Reprocurement Project (FMRP),Amber/Red,787.2,2019-12-31,both,True
MOJ_0039_1718-Q3,Prison Education Programme,AR 2019,1819-Q2,MOJ,Amber/Green,2017-04-01 00:00:00,2019-06-30 00:00:00,156.5,156.5,0,0,1223.2,,,Government Transformation and Service Delivery,2.2465753424657535,MOJ_0039_1718-Q3-1819-Q2,,,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOJ_0039_1718-Q3,Amber/Green,1223.2,2019-06-30,MOJ_0039_1718-Q3,prison education programme,MOJ_0039_1718-Q3,gmpp_id,Prison Education Programme,Amber/Green,1223.2,2019-06-30,both,True
MOJ_0040_1718-Q3,YOUTH JUSTICE REFORM PROGRAMME,AR 2019,1819-Q2,MOJ,Amber,2016-12-12 00:00:00,2022-12-31 00:00:00,12.7,11.5,-1.1999999999999993,-0.0944881889763779,311.13,,,Government Transformation and Service Delivery,6.054794520547945,MOJ_0040_1718-Q3-1819-Q2,,,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOJ_0040_1718-Q3,Amber,311.13,2022-12-31,MOJ_0040_1718-Q3,youth justice reform programme,MOJ_0040_1718-Q3,gmpp_id,YOUTH JUSTICE REFORM PROGRAMME,Amber,311.13,2022-12-31,both,True
MOJ_0041_1819-Q1,Prisoner Escort and Custody Services (PECS) Generation 4,AR 2019,1819-Q2,MOJ,Amber/Red,2017-04-01 00:00:00,2021-03-31 00:00:00,2.9,2.9,0,0,1622.3,,,Government Transformation and Service Delivery,4,MOJ_0041_1819-Q1-1819-Q2,,,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOJ_0041_1819-Q1,Amber/Red,1622.3,2021-03-31,MOJ_0041_1819-Q1,prisoner escort and custody services generation 4,MOJ_0041_1819-Q1,gmpp_id,Prisoner Escort and Custody Services (PECS) Generation 4,Amber/Red,1622.3,2021-03-31,both,True
MOJ_0042_1819-Q2,Probation Programme,AR 2019,1819-Q2,MOJ,Amber/Red,2017-10-01 00:00:00,2020-03-01 00:00:00,385,394,9,0.023376623376623377,1200,,,Government Transformation and Service Delivery,2.4164383561643836,MOJ_0042_1819-Q2-1819-Q2,,,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,MOJ_0042_1819-Q2,Amber/Red,1200.0,2020-03-01,MOJ_0042_1819-Q2,probation programme,MOJ_0042_1819-Q2,gmpp_id,Probation Programme,Amber/Red,1200.0,2020-03-01,both,True
NCA_0001_1415-Q2,NCA Transformation Programme,AR 2019,1819-Q2,NCA,Amber,2014-04-01 00:00:00,2022-03-31 00:00:00,62.8,51,-11.799999999999997,-0.18789808917197448,306.8,,,Government Transformation and Service Delivery,8.002739726027396,NCA_0001_1415-Q2-1819-Q2,,,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2018-09-30,NCA_0001_1415-Q2,Amber,306.8,2022-03-31,NCA_0001_1415-Q2,nca transformation programme,,gmpp_id,,,,,left_only,False
