label,split,model,n,base_rate,mean_forecast,brier,bss,auc,log_loss,train_base_rate
duration_extension,test 2022 post-invasion,base rate,1027,0.06815968841285297,0.08401253918495297,0.06376525816591823,0.0,0.5,0.25058859453541704,0.08401253918495298
duration_extension,test 2022 post-invasion,reference class,1027,0.06815968841285297,0.08611523175960734,0.061442190119480745,0.03643156341330611,0.6976712942230183,0.23513871287640598,0.08401253918495298
duration_extension,test 2022 post-invasion,"GBM lot, no buyer history",1027,0.06815968841285297,0.07040741102406904,0.06235023595979279,0.02219111545731578,0.6499552171965965,0.240882423212381,0.08401253918495298
duration_extension,test 2022 post-invasion,"GBM lot, plus buyer history",1027,0.06815968841285297,0.0878163264290966,0.06086542957624211,0.04547662274228892,0.7079564114046872,0.2314811134936741,0.08401253918495298
duration_extension,test 2022 post-invasion,GBM plus the bidder's price,1027,0.06815968841285297,0.08530339381204988,0.06104434755710636,0.04267073775082997,0.706418868487834,0.23143544650008116,0.08401253918495298
duration_extension,test 2022 post-invasion,GBM plus the bidder's price and history,1027,0.06815968841285297,0.08968300303952878,0.06114001460605386,0.04117043724708902,0.7219883564711151,0.2303342413268369,0.08401253918495298
days_extended_gt90,test 2022 post-invasion,base rate,1027,0.05744888023369036,0.11130719778141934,0.05704922476265749,0.0,0.5,0.23735127581792706,0.11130719778141938
days_extended_gt90,test 2022 post-invasion,reference class,1027,0.05744888023369036,0.12217882335861403,0.05990167042977892,-0.04999972706006939,0.605468202829528,0.24216213501527722,0.11130719778141938
days_extended_gt90,test 2022 post-invasion,"GBM lot, no buyer history",1027,0.05744888023369036,0.0863621094133238,0.05807529583646515,-0.017985714583790502,0.6391914133632162,0.2290629887746433,0.11130719778141938
days_extended_gt90,test 2022 post-invasion,"GBM lot, plus buyer history",1027,0.05744888023369036,0.05887819265461835,0.054212011799702385,0.04973271722374473,0.6316798571228464,0.22222975115845142,0.11130719778141938
days_extended_gt90,test 2022 post-invasion,GBM plus the bidder's price,1027,0.05744888023369036,0.058946341009394096,0.05565518654120972,0.02443570841229481,0.6312771396554139,0.2259792307731696,0.11130719778141938
days_extended_gt90,test 2022 post-invasion,GBM plus the bidder's price and history,1027,0.05744888023369036,0.0678053752870977,0.053661357050734625,0.059384991224989414,0.6341486902927581,0.21721508441856133,0.11130719778141938
value_growth_gt10,test 2022 post-invasion,base rate,1027,0.03213242453748783,0.07198468410976389,0.03268813442384655,0.0,0.5,0.15685663358896013,0.07198468410976389
value_growth_gt10,test 2022 post-invasion,reference class,1027,0.03213242453748783,0.0792400418281238,0.03409707994891383,-0.04310265941758473,0.6482379123224193,0.15909760571439222,0.07198468410976389
value_growth_gt10,test 2022 post-invasion,"GBM lot, no buyer history",1027,0.03213242453748783,0.06565391926009238,0.0343947297542668,-0.052208404073842196,0.657703798548869,0.1518606758602194,0.07198468410976389
value_growth_gt10,test 2022 post-invasion,"GBM lot, plus buyer history",1027,0.03213242453748783,0.05866308620762575,0.034826524008424994,-0.06541791455123414,0.6457837936711176,0.1514387880248815,0.07198468410976389
value_growth_gt10,test 2022 post-invasion,GBM plus the bidder's price,1027,0.03213242453748783,0.05685582025983791,0.0336462004115499,-0.029309289275451178,0.6621547466617889,0.14712694520127775,0.07198468410976389
value_growth_gt10,test 2022 post-invasion,GBM plus the bidder's price and history,1027,0.03213242453748783,0.05012532120693389,0.03236340724752557,0.009934099392471918,0.6695323455886836,0.14271645376088196,0.07198468410976389
any_change,test 2022 post-invasion,base rate,1027,0.5170399221032133,0.5556112852664575,0.25119739111098727,0.0,0.5,0.6955647914091168,0.5556112852664576
any_change,test 2022 post-invasion,reference class,1027,0.5170399221032133,0.5960233285335697,0.22995631101260036,0.0845593180902181,0.7053641941558836,0.6518440479892662,0.5556112852664576
any_change,test 2022 post-invasion,"GBM lot, no buyer history",1027,0.5170399221032133,0.5713765088344851,0.22131116788708002,0.11897505420628562,0.7177324433509508,0.6397310429149494,0.5556112852664576
any_change,test 2022 post-invasion,"GBM lot, plus buyer history",1027,0.5170399221032133,0.5910992393605772,0.22418146337560266,0.10754859999102495,0.7165497235890894,0.6451085087637239,0.5556112852664576
any_change,test 2022 post-invasion,GBM plus the bidder's price,1027,0.5170399221032133,0.5916261949174018,0.22085092955316316,0.12080723220734424,0.7242022811493833,0.6362632814140541,0.5556112852664576
any_change,test 2022 post-invasion,GBM plus the bidder's price and history,1027,0.5170399221032133,0.584015047258822,0.2246541403159168,0.10566690473048257,0.7106627027519592,0.6518348591879181,0.5556112852664576
underexecuted,test 2022 post-invasion,base rate,937,0.2892209178228389,0.25250763192324477,0.2069200438780989,0.0,0.5,0.6049176196120913,0.25250763192324466
underexecuted,test 2022 post-invasion,reference class,937,0.2892209178228389,0.2769262114053027,0.1904996570792307,0.07935619232973778,0.6785540152698825,0.563160448908862,0.25250763192324466
underexecuted,test 2022 post-invasion,"GBM lot, no buyer history",937,0.2892209178228389,0.28864296430787406,0.1883698138759525,0.08964926574766596,0.7124818545482752,0.5596416969440079,0.25250763192324466
underexecuted,test 2022 post-invasion,"GBM lot, plus buyer history",937,0.2892209178228389,0.3083296959276985,0.19142757677283556,0.07487175633110865,0.7055782719989362,0.5674013373267793,0.25250763192324466
underexecuted,test 2022 post-invasion,GBM plus the bidder's price,937,0.2892209178228389,0.2997188947959855,0.1854281714241999,0.10386559006608531,0.7191998271334065,0.54991019671313,0.25250763192324466
underexecuted,test 2022 post-invasion,GBM plus the bidder's price and history,937,0.2892209178228389,0.30543867727487023,0.18667967057288748,0.09781736426237886,0.7126702348104562,0.5541801608731386,0.25250763192324466
