label,model,bin,n,mean_forecast,observed
underexecuted,"GBM lot, no buyer history",9.0,3303,0.70668564295813,0.7481077808053285
underexecuted,"GBM lot, plus buyer history",0.0,3303,0.025184714757260217,0.044807750529821375
underexecuted,"GBM lot, plus buyer history",1.0,3303,0.05733662801853056,0.09173478655767484
underexecuted,"GBM lot, plus buyer history",2.0,3302,0.09604015733233108,0.13385826771653545
underexecuted,"GBM lot, plus buyer history",3.0,3303,0.14349843273773194,0.2031486527399334
underexecuted,"GBM lot, plus buyer history",4.0,3302,0.20018472407111576,0.2462144155057541
underexecuted,"GBM lot, plus buyer history",5.0,3303,0.26804792265960603,0.32334241598546776
underexecuted,"GBM lot, plus buyer history",6.0,3302,0.35372686932075725,0.4094488188976378
underexecuted,"GBM lot, plus buyer history",7.0,3303,0.4668565163105831,0.5340599455040872
underexecuted,"GBM lot, plus buyer history",8.0,3302,0.5974316008682048,0.646274984857662
underexecuted,"GBM lot, plus buyer history",9.0,3303,0.7729281712682126,0.7151074780502573
underexecuted,GBM plus the bidder's price,0.0,3303,0.02618443962871053,0.03754162882228277
underexecuted,GBM plus the bidder's price,1.0,3303,0.05666924158485307,0.08749621556161066
underexecuted,GBM plus the bidder's price,2.0,3302,0.09544516422322323,0.13476680799515445
underexecuted,GBM plus the bidder's price,3.0,3303,0.14241305932418377,0.20375416288222828
underexecuted,GBM plus the bidder's price,4.0,3302,0.1975415681410467,0.24470018170805571
underexecuted,GBM plus the bidder's price,5.0,3303,0.2640679636983009,0.33212231304874357
underexecuted,GBM plus the bidder's price,6.0,3302,0.3505070660582137,0.42004845548152636
underexecuted,GBM plus the bidder's price,7.0,3303,0.45927382437091124,0.5237662730850742
underexecuted,GBM plus the bidder's price,8.0,3302,0.5897349577719755,0.6580860084797092
underexecuted,GBM plus the bidder's price,9.0,3303,0.7683287128023379,0.7057220708446866
underexecuted,GBM plus the bidder's price and history,0.0,3303,0.02546936724821518,0.04783530124129579
underexecuted,GBM plus the bidder's price and history,1.0,3303,0.05593116868711343,0.08537693006357856
underexecuted,GBM plus the bidder's price and history,2.0,3302,0.09265053137373953,0.1308298001211387
underexecuted,GBM plus the bidder's price and history,3.0,3303,0.1370000242658876,0.19709355131698456
underexecuted,GBM plus the bidder's price and history,4.0,3302,0.19259259508304263,0.2540884312537856
underexecuted,GBM plus the bidder's price and history,5.0,3303,0.26076212004507027,0.33272782319103844
underexecuted,GBM plus the bidder's price and history,6.0,3302,0.34562614389622537,0.4161114476075106
underexecuted,GBM plus the bidder's price and history,7.0,3303,0.45476916004422996,0.527096578867696
underexecuted,GBM plus the bidder's price and history,8.0,3302,0.5907121353974379,0.6326468806783767
underexecuted,GBM plus the bidder's price and history,9.0,3303,0.7731736187950515,0.7241901301846806
